1.0384,0.70163,0.54689,0.77895,0.94131,0.89299,0.70438,0.67546,0.75752,0.74634,0.61889,0.55022,0.30077,0.21894,0.23305,0.096438,0.025744,0.09504,0.082659
0.28046,0.25118,0.37504,0.29065,0.0059011,-0.0073849,-0.08538,-0.7146,-1.3016,-0.45966,-0.043608,0.0064348,0.14308,0.1024,-0.1007,-0.055554,0.13684,0.0057591,-0.013372
0.66017,0.31906,0.1094,0.20813,0.15588,0.22116,0.11974,-0.29051,-0.52017,-0.12295,-0.061004,-0.01085,-0.20764,-0.17384,-0.049103,0.25676,0.3227,0.37288,0.45528
-0.34292,-0.37311,-0.22013,0.1479,0.26048,0.42662,0.54126,1.0615,1.2685,0.61843,0.63432,0.68192,0.73696,0.79268,1.0964,1.324,1.5303,1.5948,1.6099
-0.49163,-0.36002,-0.31155,0.0013433,0.12571,0.50509,0.7739,1.066,1.7886,1.9841,1.944,1.966,1.7701,1.7668,1.8623,2.0087,2.0026,2.0894,2.1161
-1.2831,-1.1433,-1.0813,-1.3567,-1.5073,-1.2675,-0.56758,-0.21181,0.54345,0.53456,0.539,0.44459,0.56651,0.32878,-0.16113,-0.75005,-0.98803,-1.1018,-1.0333
2.3558,2.9267,2.8555,2.4479,2.5744,2.989,3.1195,3.5517,3.9344,2.9141,1.9612,1.6445,1.5681,1.5315,1.4877,1.0928,0.81784,0.84833,0.83956
1.3711,1.0889,1.1841,1.1706,1.1027,0.97478,1.0453,1.1585,1.8875,1.6309,1.5988,1.1571,0.81489,0.61078,0.50534,0.66175,0.76138,0.67499,0.70922
0.34004,0.29359,-0.098415,0.11186,0.32366,0.38098,0.41362,0.85634,0.7499,-0.20595,-0.54493,-0.34087,-0.43595,-0.27263,0.054517,0.23526,0.16361,0.40047,0.49395
1.9789,1.5984,1.3826,1.1564,0.56775,0.77962,0.55596,0.1212,0.48458,0.69064,0.70603,1.0192,1.5258,1.6044,1.4544,1.1716,1.0388,1.1194,1.1819
-0.26068,-0.17371,-0.26779,-0.41702,-0.39617,-0.26957,-0.56108,-1.0297,-0.86287,-0.42802,-0.54101,-0.97911,-1.1225,-0.99517,-1.0258,-1.1921,-0.98075,-0.86604,-0.77442
0.55195,1.0877,1.1549,1.5274,1.5881,2.2005,2.1941,1.955,1.8584,2.0654,1.7105,1.5914,1.1547,0.82888,0.86742,0.92023,0.8149,0.78098,0.74423
