0.36122,0.71083,0.7315,0.47445,0.83382,0.73957,0.31894,0.3646,0.61791,0.68424,0.51582
1.5879,1.1345,1.1037,1.1409,0.76747,0.77784,0.98318,1.191,0.60191,-0.058321,-0.41085
-0.085271,0.48459,0.739,0.35324,0.35411,0.18787,0.035815,0.42401,0.33918,0.13528,-0.22686
-0.47919,-1.1403,-1.4772,-0.67693,-0.72038,-0.49734,-0.28927,-1.1643,-1.4357,-0.33092,0.54336
-1.8032,-1.1427,-0.88444,-1.1015,-0.97708,-1.0509,-1.0707,-0.11295,0.07792,0.075498,0.25061
0.58891,0.04987,0.040493,0.24318,0.31896,0.51526,0.69643,0.19628,0.094863,-0.39756,0.022346
0.23374,0.60167,0.61008,0.8647,0.79049,0.30452,-0.15266,-0.50762,-1.2765,-0.91973,-0.089158
2.0641,1.6498,1.3335,1.7619,1.5566,1.3897,1.1744,0.36425,-0.41358,-0.065874,0.97652
-0.28869,-0.11733,-0.23706,-0.38227,-0.59186,-1.1037,-1.4732,-1.5005,-1.0424,-0.50073,-0.40026
1.2076,1.1689,1.0041,0.40625,-0.013411,-0.058987,-0.17964,0.08698,1.0553,1.3077,1.5181
1.9228,1.9668,1.9464,2.1338,2.0405,1.9658,1.6995,1.7724,2.1364,2.5112,2.6043
-1.0262,-0.96319,-0.77111,-0.32898,-0.47118,-0.45704,0.042647,0.46515,0.56711,1.0849,1.287
