0.57777,0.62864,0.80694,0.23056,0.31312,0.42561,0.32474,0.18873,0.33495,0.57954,0.31115,0.063584,-0.057303,-0.82278
0.20695,0.067267,0.024978,0.2446,0.01676,-0.00583,0.14961,0.24024,0.25375,-0.035385,0.2429,0.45123,0.22526,0.38006
-1.5057,-1.0836,-0.95567,-1.4306,-1.4316,-0.87799,-0.65166,-0.56576,-0.053336,0.25927,-0.14274,-0.03844,0.14093,0.19591
0.72537,0.76121,0.49246,1.142,1.0885,0.94971,1.5248,1.5704,1.3662,1.0813,1.0795,1.2573,1.4212,2.4243
-0.4094,-0.025661,0.80068,0.34222,0.56645,0.98516,1.2508,1.1574,1.1758,1.5067,1.7023,1.7368,1.6622,1.3333
-0.24279,-0.25796,-0.40704,-0.149,-0.23264,-0.16008,-0.79953,-0.49022,-0.24491,-0.091348,0.1278,0.22348,0.72835,0.71983
1.6457,2.3371,2.9687,3.1873,3.2497,2.5253,1.7131,1.5553,1.7198,1.4276,0.79882,1.4727,2.517,2.8261
3.4851,2.732,1.89,2.2732,1.9153,1.1613,0.94222,0.58994,0.094842,-0.14808,0.011336,0.21452,0.65585,1.5558
-0.1122,0.40859,1.1689,0.56859,0.48216,0.73065,0.68345,0.37056,0.3133,0.54335,0.4054,0.55851,0.77231,1.3429
1.3021,1.3942,0.88974,0.71325,0.78323,1.631,1.4636,1.2788,1.2272,2.056,2.5301,2.4293,2.9664,2.1361
-0.70498,-0.44944,-0.76268,-0.65648,-0.334,0.0081174,-0.18762,-0.40252,0.052992,0.17428,-0.4453,0.078356,0.46294,0.59422
0.089628,1.0355,1.5349,1.6625,1.8402,2.0062,2.6991,2.8582,2.7606,2.7175,2.166,2.0199,1.8991,1.6845
