0.050168,0.91324,0.70823,0.78071,1.2596,1.5595,1.5949,1.2762,1.1568,1.2938,1.1202,0.64272,0.42921,0.31867,0.30054,0.078926,0.0053126,-0.18727,-0.27138
-0.14497,-0.62246,-0.85585,-0.45836,0.17943,0.37294,0.18078,0.37804,0.33585,-0.14879,-0.17102,0.013678,-0.054005,-0.37213,-0.21356,0.17471,0.28674,0.2246,0.30614
1.2356,0.0080251,-0.44496,0.063988,0.066127,0.2738,0.00083141,-0.064051,-0.016735,-0.15408,-0.09994,-0.23092,-0.11665,-0.045179,0.02743,0.10952,0.45395,0.57867,0.52023
-1.036,-1.31,-1.8583,-1.7735,-0.74413,-0.84571,-0.31043,-0.46237,-0.67817,-0.70041,-0.6964,-0.067964,0.29709,0.40522,0.61297,0.91695,0.78904,1.1696,1.2503
1.2555,0.88182,0.37056,0.32168,0.59156,0.55106,0.64038,1.4045,1.8965,2.0205,2.3199,2.1362,2.1978,2.6383,2.4811,2.0739,2.1918,1.9488,2.0369
1.7635,0.85291,-0.19368,-0.20257,0.19455,-0.35905,-0.093547,0.22811,0.42562,1.0658,1.3239,1.0221,0.817,0.93944,0.64514,0.46708,0.20458,0.39536,0.54418
2.7109,2.2234,1.0152,0.78954,1.0788,0.44807,0.65901,1.0278,1.0082,1.4854,1.1736,1.1396,1.3628,1.9463,1.8486,1.3386,0.82041,0.39079,0.55158
3.9351,2.8481,1.7703,1.7552,1.9706,1.0865,1.6114,1.7546,1.7135,1.895,1.738,1.7763,1.7047,1.9797,1.8047,1.6717,1.7897,2.2219,2.2202
0.85029,0.55603,-0.37735,-0.68218,-0.56353,-0.77461,-0.67656,-0.72209,-0.53611,-0.14144,-0.018735,-0.17066,-0.061167,0.26344,0.14448,-0.093265,0.1898,0.36836,0.1536
0.5178,-0.079294,-0.30016,-0.69832,0.11319,0.44353,0.30244,0.85154,1.5269,1.9564,2.1591,2.0604,1.8903,2.0396,2.0414,1.6567,1.229,0.83611,0.92382
2.1458,1.0549,1.3497,1.2596,0.69196,0.54626,0.93218,0.69732,1.2993,1.5718,1.3705,1.6561,1.2322,0.47838,0.83881,1.1188,1.6317,1.3995,1.2605
-0.52635,-1.1192,-0.9899,-0.67409,-0.071153,0.742,0.73966,1.1551,1.2332,1.0296,0.97485,0.93697,0.95989,1.3523,1.2975,0.86845,0.073036,-0.22409,-0.062824
