0.3424,0.36623,-0.28251,-0.64977,-0.47354,0.0068202,0.26528,0.071558,-0.42779,-0.3221,0.1259,0.58506,-0.10605,-0.32799,-0.11505
1.0603,0.91965,1.6306,1.1538,0.85934,0.40265,-0.11159,-0.29901,-0.0087183,-0.051864,-0.4753,-1.2875,-1.092,-0.58435,-0.65185
-1.9429,-2.1784,-1.9004,-1.948,-1.8221,-1.4082,-1.0201,-1.0626,-1.5894,-1.6267,-1.0059,-0.46951,-0.59325,-0.52486,0.21782
1.5666,1.928,1.9074,1.5276,1.4811,1.403,1.1162,1.282,2.1242,2.3082,1.8657,1.5049,2.2407,2.5075,2.057
-2.5924,-2.7936,-2.5797,-1.7624,-1.7707,-1.1368,-0.38831,-0.06721,-0.46298,-0.16718,0.60445,1.4443,0.98108,0.17946,0.90589
-1.394,-1.3181,0.12915,0.93325,1.0586,0.57303,0.70293,1.0944,1.7658,1.3962,0.56518,-0.17516,0.63557,0.90903,-0.30435
1.1674,0.47205,0.1473,-0.2182,-1.2247,-1.1405,-0.59603,-0.20524,-0.42765,-0.35329,0.15116,0.48482,0.77196,0.63914,0.76911
0.098067,0.23369,1.178,1.651,2.0246,1.9216,1.7217,1.7632,2.2032,1.9878,1.4392,1.4848,2.3074,1.0429,-0.10839
0.75714,0.043739,-0.68003,-1.1501,-2.0168,-1.7269,-1.1354,-0.96887,-1.4503,-1.4421,-0.8064,0.24516,0.56418,0.45423,1.1752
-2.961,-1.7117,-1.915,-1.232,-0.27956,0.34012,0.64123,0.88544,1.1956,1.3675,1.6475,1.2221,1.3636,0.88926,0.61833
0.6129,0.80803,0.76283,0.42128,-0.23264,0.038702,0.38979,0.25402,-0.48711,-0.73366,0.032132,0.0022136,0.020734,-0.83943,-1.6334
-1.9755,-0.80311,-0.49905,-0.16819,0.54431,0.78637,0.89013,0.78598,0.67005,0.52852,0.26801,-0.31883,-0.11676,-0.13662,-0.052556
