0.30479,0.44487,0.48311,0.45906,0.54186,0.58389,0.66326,0.68409,0.63294,0.21471,-0.16708,-0.2544,-0.088105
1.5406,1.3698,1.0011,0.75523,1.0585,1.2399,1.1142,1.1557,1.4748,1.2028,0.90391,1.1489,1.301
1.8339,1.3029,0.61355,0.48325,0.79239,1.9077,2.0206,1.6979,1.8348,1.9223,2.1044,2.1123,2.0978
0.45398,0.64107,1.151,1.0436,0.87716,0.45247,0.96314,1.3666,1.237,1.6436,2.2189,2.16,1.6173
0.30195,0.58332,0.25599,0.31575,0.3738,0.017713,0.39506,0.53154,0.70169,0.50561,0.0013177,-0.27879,-0.23709
0.16876,0.27173,1.1303,2.0494,1.6217,1.0335,0.20868,0.22715,0.53831,1.3503,1.9351,1.9363,1.8274
1.0005,1.3784,1.2316,0.52892,0.45298,0.92551,1.6077,1.5319,0.89469,0.72254,0.51142,0.10056,-0.278
2.2235,1.5511,1.4097,1.6443,1.041,-0.46716,-0.59647,-0.54498,-0.63656,0.049061,0.8303,0.87212,0.1855
0.2784,-0.078782,-0.35697,-0.67816,-0.7231,-0.38405,-0.26942,-0.33568,-0.0080554,0.26609,0.32599,0.13745,0.13698
-1.0142,-1.0663,-0.24602,0.81032,0.59596,-0.13401,-0.469,-0.26734,-0.91361,-0.87804,-0.74529,-0.8136,-0.56485
-0.035234,-0.11393,-1.5137,-3.3245,-2.897,-0.66616,-0.38708,-0.014377,0.81541,0.3916,-0.22514,-0.32279,-0.49674
1.0995,1.5514,1.5298,0.80838,0.74919,1.6318,2.263,1.9618,1.5221,1.6675,1.7209,0.74654,-0.049206
