0.56196,0.19476,0.2587,0.41018,0.4185,0.079075,0.033522,-0.3225,-0.44325,-0.21245,0.10778,0.26769,0.27232,0.2331
0.7575,0.9622,0.85241,0.53169,0.46676,0.83683,0.73358,0.86971,0.96427,0.80753,0.38899,0.41447,0.63335,0.54373
1.4192,1.7141,1.4361,1.4902,1.1335,0.72075,1.6007,1.6074,1.5764,1.8583,2.4559,2.7082,3.0396,3.1256
0.35653,0.94885,0.87083,0.378,0.53553,1.7187,1.4854,1.8486,2.1136,1.5735,1.2031,1.0076,0.27468,0.41067
-1.1441,-1.2284,-1.466,-0.90337,-0.19504,-0.56875,0.083227,-0.33627,-0.76101,-0.34072,0.047409,0.51066,1.1211,0.92984
-0.29276,-0.50149,0.43725,1.0652,1.6385,1.9158,1.4121,2.1813,2.1896,2.7088,2.5051,1.8064,1.502,1.1769
0.69114,0.027113,0.083028,0.15983,1.0259,1.0549,0.89022,-0.17794,-0.5294,-0.26857,0.51983,0.6322,-0.49518,-0.52864
1.0023,0.58148,0.63765,0.43477,0.84661,1.2842,1.2328,1.683,1.461,0.92213,0.57726,0.88258,0.80276,0.60623
0.2254,-0.033189,0.085086,0.61707,0.96304,0.57169,0.80617,0.51466,0.31487,0.29445,0.57448,0.23374,0.35912,0.40184
-0.93792,-0.11743,-0.52835,-0.52867,-0.5228,-0.59903,-1.1903,-1.0496,-0.56595,-0.14842,-0.049749,-0.2881,-0.8429,-0.89022
-2.1965,-1.4092,-1.0449,-0.30366,-0.28125,-0.58018,-0.20846,-0.20948,-0.11079,0.82466,1.4601,1.1482,0.96408,1.2299
0.4629,1.8947,1.4137,1.5576,1.5523,1.4247,1.6766,1.35,0.77568,0.47289,-0.018761,-0.79832,-1.3599,-1.8013
