0.72855,0.44393,0.90097,1.7056,2.0239,1.6288,1.0647,1.5628,1.6768,1.556,1.6256,1.6897,1.2897,0.9693,0.57359,0.30675
1.6531,1.1451,1.0625,1.3984,1.2848,1.3099,1.2784,1.1087,1.2356,1.4196,1.2229,0.82814,0.68216,0.5245,0.068938,0.20078
1.4962,0.90717,1.1411,1.4509,1.4428,1.4437,1.1309,1.048,0.52174,0.58187,0.82085,0.95509,1.056,1.4143,1.0064,1.2922
-0.85374,-0.07684,-0.38359,-1.1562,-1.446,-0.9407,0.044817,-0.29688,-0.051134,0.1749,0.023365,0.061979,0.75875,0.85363,1.2462,1.3951
0.69929,0.16187,0.61071,1.1716,1.248,1.0439,0.87669,1.24,1.1545,1.0619,1.382,1.0896,0.61016,1.1477,0.94128,0.89816
-0.70897,-0.6281,-0.89909,-1.4506,-1.1304,-0.67262,-0.73828,-0.67169,0.13353,0.29556,0.36638,0.66335,0.86592,0.6562,0.27711,0.56391
-0.59122,-0.54436,-0.28092,-0.86471,-1.6406,-1.3174,-1.3633,-1.5937,-1.4431,-0.84621,-0.81984,-0.93718,-0.97966,-0.63602,-0.86147,-0.91508
2.3448,2.4248,2.1365,0.86247,0.50367,0.80632,1.1175,0.79179,0.51055,0.30546,0.2249,-0.031764,0.31879,0.80686,1.0144,0.98293
-0.86966,-0.461,-0.13339,-0.26425,-0.68864,-0.86575,-0.74918,-0.87876,-1.3555,-1.8284,-1.6325,-0.95128,-0.61398,-0.57307,-0.25522,0.0088986
-1.1225,-0.94835,-1.1949,-1.2237,-0.95581,-0.82842,-0.71781,-1.1088,-1.0937,-1.0793,-0.87649,-0.74902,-0.87886,-1.2161,-0.5375,-0.86192
0.017272,0.04971,0.12175,-0.4425,0.16455,1.0304,0.73235,0.77911,0.7068,0.62636,0.52127,0.6393,1.1585,1.5363,1.4472,1.2935
-1.4307,-0.83246,-0.48514,-0.34258,-0.65287,-0.40929,0.1644,-0.41421,-0.34367,0.4106,0.3973,0.11129,0.20406,0.51743,-0.3142,-0.21597
