0.25017,0.52786,0.47242,0.56262,1.0641,1.4151,1.3594,0.97746,0.59281,0.46688,0.4692,0.2724,0.16898,-0.15181
1.1025,1.0453,1.217,0.91227,0.52097,0.44968,0.57247,0.78685,0.82768,0.73628,0.72634,0.86761,1.1271,1.187
1.6568,1.5455,0.69136,0.7901,1.619,1.7763,1.6904,1.6418,1.5216,1.5508,1.4791,1.1878,1.359,2.0976
1.1062,0.93381,1.4075,1.3205,0.42115,0.22034,0.18948,0.74628,1.1458,0.94436,0.87145,1.5838,1.6591,1.3336
-2.0551,-1.6361,-1.6043,-1.104,-0.032426,0.6001,0.67443,0.64847,0.85316,1.166,1.1258,0.80911,0.93624,0.5685
-0.65105,-0.57214,-0.21272,0.02947,-0.16587,-0.591,-0.19563,-0.31553,-0.41069,0.049829,0.4813,0.3042,-0.62603,-0.2406
2.552,2.4051,2.1148,1.8342,1.4723,0.54178,0.11634,0.29994,1.1601,0.95171,0.64661,0.92902,1.0881,0.0046906
0.080785,-0.18441,0.4684,0.77774,0.10731,-0.82577,-1.285,-1.9714,-2.1252,-2.0217,-2.0633,-1.5537,-1.6252,-1.1826
0.7237,0.90022,0.63104,0.64859,0.92736,0.82442,0.71021,1.2185,1.5097,1.578,1.425,1.0665,1.0607,0.96803
1.5756,0.91002,-0.2222,-0.72756,-0.76373,-0.37228,-0.031583,-0.73007,-1.0155,-0.74366,-0.14969,-0.45983,-1.2798,-1.4486
-0.11627,-0.48836,-0.96569,-2.1515,-3.2091,-3.3423,-3.3601,-1.925,-1.074,-0.93392,-1.252,-1.4174,-0.55404,-0.50723
1.5213,1.5829,0.91663,1.2085,2.0918,2.6491,2.3273,2.5977,2.221,1.8408,1.3093,0.77487,0.22526,0.094149
