0.93133,0.88686,1.1577,1.1623,1.3134,1.5162,1.3782,1.2948,1.5659,1.8769,1.1493,0.74032,1.2348,1.3925,1.3711,0.88537,0.75739,0.38502,0.31699,0.19483,0.32785,-0.015408
1.3919,1.4516,1.2786,1.2667,1.5389,1.8023,1.7199,1.3989,1.3658,1.2666,1.3802,1.1956,0.9199,0.96003,0.74838,0.72385,0.57079,0.78357,0.88928,0.82344,0.63573,0.78709
1.8024,1.4273,1.4392,1.3104,1.5754,1.4668,1.431,1.3888,1.1308,1.7571,1.5492,1.4718,1.6628,1.4607,1.8053,1.8843,2.0142,2.0179,2.0979,2.2557,2.4682,2.2641
-0.51515,-0.49933,-0.89755,-0.62928,-1.1558,-1.3018,-0.79638,-0.46493,-0.16402,-0.5406,-0.104,0.43836,0.18904,0.27179,0.27725,0.25505,0.19251,0.15644,0.30554,0.55326,0.49531,1.0764
-0.41694,-0.65649,-0.51063,-0.45101,-0.47208,0.083488,0.13279,0.42982,0.67345,0.73638,0.5804,0.31091,0.65626,0.82168,1.0715,1.0529,0.96127,0.46795,0.35014,0.32873,0.29539,-0.11891
-0.7518,-0.60483,-0.66378,-0.82283,-0.58884,-1.3647,-1.7178,-1.774,-2.116,-1.6543,-1.1002,-0.75643,-0.92259,-1.2707,-1.6272,-1.2917,-0.7664,0.14191,-0.13818,-0.33673,-0.20168,0.34868
0.68903,1.0275,0.85831,0.40325,-0.030517,-0.59389,-0.8586,-0.88881,-1.1863,-1.5919,-1.2192,-1.145,-1.5052,-1.7168,-1.7685,-1.0916,-1.0063,-1.1653,-1.2941,-1.293,-1.5491,-1.4948
1.2268,0.64864,-0.046084,-0.096459,-0.68572,-0.86612,-1.221,-1.3391,-1.2555,-1.2267,-0.6847,-0.51529,-1.1267,-1.4671,-1.3962,-1.1857,-1.2304,-1.5127,-1.3762,-0.89581,-0.66851,-0.16103
-0.38159,-0.65893,-0.72936,-0.6088,-0.92045,-1.6635,-1.4059,-0.75328,-0.99615,-1.2054,-0.69882,-0.33199,-0.13884,-0.033355,0.18074,-0.033168,-0.0039345,0.12576,0.051369,0.02186,0.10755,0.026799
-0.02948,0.11654,0.58997,0.33997,-0.18829,-0.52635,-0.58275,-0.51393,-1.2544,-1.3071,-1.5348,-1.7184,-1.3702,-1.282,-1.198,-0.9446,-0.52096,-0.34528,-0.92647,-1.3917,-1.5423,-1.4697
0.144,0.019607,-0.54486,-0.19367,0.43367,0.495,0.58726,-0.13502,0.22427,0.36391,0.42549,0.77065,1.2199,1.0431,0.74829,0.97277,1.0411,0.98095,1.1117,0.82423,0.84351,0.76437
0.49968,0.39307,0.74756,0.925,0.63713,0.62831,1.0981,1.6393,1.6657,1.6637,1.2916,1.5839,1.651,1.2291,1.0929,1.0841,0.98579,0.12083,-0.53761,-0.69772,-1.1451,-1.2425
