0.23005,0.82435,0.62752,0.78516,1.1259,0.72938,0.86483,1.2537,1.4203,1.3412,1.5299,1.8503,1.6186,1.5418,0.83464,1.0354,1.0616,1.0815,1.1939,0.83973,0.78214,0.58132,0.4014
1.0132,1.68,2.4474,0.49073,-1.432,-0.11482,0.64141,0.83893,0.851,0.74679,0.73104,0.83258,0.99427,1.1712,1.2312,0.92483,0.91452,0.78884,0.49639,0.47886,0.39803,0.27841,0.23107
2.3309,2.459,1.4038,0.12447,-0.3206,0.89631,1.4285,-0.038226,0.25019,0.25716,0.64588,1.1677,1.0997,0.86034,0.32277,0.55143,0.95459,0.72701,0.78686,0.68808,0.71179,1.1834,1.2582
0.15274,0.31315,1.2523,1.4185,0.69098,0.18938,0.42227,1.5978,1.0378,0.98529,0.8694,0.36934,0.40704,0.53081,1.7882,1.85,1.43,1.8482,2.0418,2.2388,2.2894,2.2908,2.5395
-1.8669,-1.0162,-1.086,-0.94544,-0.29142,-0.67744,-0.36784,-0.35239,0.31853,0.58014,0.78115,0.86466,0.78616,0.66204,0.37677,1.0601,1.0562,1.2484,1.724,1.5147,1.5299,0.96483,0.52563
-0.31396,-0.86122,-1.155,-0.37771,-0.26462,-0.034138,-0.03509,0.086288,-0.13419,-0.33276,-0.84886,-0.90288,-0.58537,-0.43076,-0.56641,-1.2286,-0.73448,-0.94153,-1.5249,-1.0312,-0.91689,-0.75336,-0.37627
-0.15977,-0.023182,-0.45258,0.6713,2.2308,0.69609,0.1177,0.3924,0.59284,0.32839,-0.10823,-0.3911,-0.47722,-0.73305,-0.74673,-0.037367,0.21969,0.50356,1.0149,1.5518,1.7847,1.935,1.6222
1.4532,1.4346,0.93029,2.0353,2.5381,1.8048,1.4985,1.865,1.4524,1.1822,0.51938,-0.78015,-0.85441,-0.57255,0.34922,0.037151,-0.4664,-0.11751,0.029448,-0.022385,-0.32738,-1.1692,-1.3982
0.58212,0.27727,-0.31646,-0.53747,0.67001,-0.13255,-0.44785,-1.7057,-1.9146,-1.8061,-1.3978,-0.92101,-1.1261,-1.6698,-1.675,-1.0011,-0.65885,-0.59097,-0.38857,-0.35755,-0.029626,0.83624,1.3456
0.58424,0.15472,-0.40358,-0.45291,-1.2901,-1.6319,-1.2418,-0.84393,-0.9293,-0.5243,-0.41636,-0.67246,-0.59185,0.26879,0.31168,0.19511,0.2626,0.13886,0.20979,0.26195,0.11158,-0.38439,-0.62197
0.90549,0.92011,0.59632,-0.76806,-0.66108,-0.75543,-0.28704,-0.10453,-0.08966,-0.67835,-0.55322,-0.4829,0.0035895,0.41382,-0.1521,-0.27282,0.26735,-0.1248,-0.91858,-0.66293,-0.56149,-0.17204,-0.38629
0.51782,0.82834,1.0884,0.30223,-0.96277,-0.22674,0.62504,0.75818,0.81558,0.86532,0.92719,1.3832,1.0878,-0.094516,0.27347,0.9702,0.84094,0.74011,0.88783,0.78921,0.7947,0.58338,0.53938
