1.8219,2.0105,2.1987,1.665,1.6736,1.3935,1.2996,1.2032,1.0793,1.1759,0.93822,0.61398,0.55988,0.38857,0.32156,0.30348,0.35506,0.59501,0.59262,0.62835
1.1642,1.1098,0.95816,1.0901,0.89636,0.90466,0.8462,0.96622,1.0039,0.50813,0.4679,0.73562,0.55269,0.46548,0.44574,0.62638,0.73206,0.57579,0.42772,0.35235
0.43701,0.46358,0.54783,0.37283,0.20016,-0.018161,-0.26913,-0.49,-0.30333,-0.39786,-0.66165,-0.96661,-0.98602,-1.1301,-1.5435,-1.5961,-1.2583,-0.90218,-0.76684,-0.73904
0.47376,0.11182,-0.16744,0.26438,0.24315,0.38873,0.40944,0.77295,0.93488,0.83641,1.0554,1.3557,1.2249,1.4292,1.6765,1.7301,1.9188,1.7974,1.8683,2.1405
-1.3351,-0.97977,-0.54987,-0.81731,-0.82578,-1.2008,-1.1336,-1.4512,-1.6418,-1.1534,-1.0489,-1.0804,-0.73024,-0.78348,-0.69728,-0.57273,-0.65408,-0.41911,-0.3272,-0.21374
0.080188,-0.10865,-0.21071,-0.3386,0.061885,0.98528,1.0057,1.3909,1.5696,1.5745,1.7861,1.9207,1.6718,1.5024,1.3102,1.2194,0.97528,0.51248,0.17418,-0.14002
-1.4205,-1.539,-1.7733,-2.1315,-1.7945,-1.7478,-1.9007,-2.2543,-2.2328,-2.2097,-2.2317,-2.4175,-1.9252,-1.8751,-2.1088,-2.5035,-2.8629,-2.6369,-2.7474,-2.703
-0.084678,-0.65472,-0.53896,-0.50158,-0.37359,0.038339,0.14452,0.3403,0.15723,0.14636,0.19168,0.18233,-0.078971,-0.24995,-0.097972,0.4382,0.98222,0.91869,1.0116,1.2532
0.60218,0.92814,1.0373,0.84581,0.63254,0.22346,0.0095804,-0.44577,-0.63646,-0.33303,-0.56885,-0.92102,-0.78281,-0.48776,-0.63438,-1.2596,-1.5887,-1.4295,-1.2266,-1.2639
-1.0436,-0.99374,-1.326,-1.317,-1.5019,-1.3582,-1.3172,-0.92725,-0.87867,-0.80822,-0.45697,-0.46508,-0.65145,-0.57009,-0.23596,-0.099442,-0.25505,-0.44751,-0.7298,-0.90957
-2.2283,-2.4509,-2.2273,-2.1461,-2.3203,-2.4262,-2.2538,-2.2045,-1.825,-1.665,-1.7202,-1.5562,-1.3498,-1.3964,-1.7043,-1.5829,-1.2905,-1.1051,-1.1444,-1.2983
-0.2887,-0.33479,-0.61414,-0.26534,-0.24834,-0.33441,-0.5358,-0.34345,0.26965,0.022557,0.18236,0.57236,0.37318,0.053097,-0.61264,-0.97213,-1.2182,-1.6842,-1.9998,-1.9934
