1.1868,0.86244,0.83581,1.3753,1.5003,0.79248,1.3333,1.6122,1.9459,2.5337,2.1787,2.5043,1.3541,2.2026,1.6021,0.49718,0.47403,0.90247,1.25,1.2899,1.6787,1.5764
2.5026,2.2095,2.263,1.7209,1.4196,1.7809,1.0665,0.64965,-0.0040878,-0.84443,-1.1369,-1.3427,0.040331,-0.67916,-0.090268,0.74513,0.67033,0.16376,-0.47488,-0.31759,-0.68814,-0.76485
2.0891,2.0751,2.0169,2.3916,1.899,0.82181,1.1107,1.1848,1.0054,1.0751,0.93512,1.2247,0.10301,0.83079,0.37548,-0.087323,-0.031373,0.24666,0.58419,0.77433,1.2347,1.0328
-0.12537,0.11331,0.40456,-0.3589,0.033508,1.3761,0.58219,0.44185,0.32181,-0.19889,0.31451,0.15689,1.4111,0.32861,0.81587,1.7397,1.5973,1.701,1.7392,1.52,1.1034,1.2778
-2.0163,-1.9185,-2.7602,-1.879,-1.4956,-2.5042,-1.488,-0.99105,-0.71908,-0.084873,-0.046577,0.45725,-0.43152,0.9291,0.84738,-0.21034,-0.35439,-0.046741,0.43541,0.59953,1.1637,1.1144
-2.1646,-2.3829,-1.5025,-1.4181,-1.2338,-0.39994,-0.79964,-0.61078,0.13139,0.2134,0.45872,0.22143,1.2017,0.61691,0.8083,1.8617,2.3835,2.0247,1.4765,1.5147,0.96214,0.92195
-1.0342,-0.31208,-1.0595,-1.0436,-0.97079,-1.4973,-1.015,-0.32237,0.35038,0.66609,0.29378,-0.24379,-1.6266,-0.81033,-0.63968,-1.3187,-1.8462,-1.632,-0.87513,-0.86157,-0.49994,-0.23748
-1.445,-1.3077,-0.50464,-0.43277,-0.20372,0.3662,-0.28117,0.10206,0.67571,0.4081,0.41205,-0.21955,0.19426,-0.76637,-0.055,0.39261,0.38523,0.35991,0.32562,0.15352,-0.013344,0.28158
0.853,1.1336,0.36102,0.63009,1.0186,0.38747,0.85535,0.75053,0.74594,1.1521,1.4224,1.6205,0.14063,0.69069,-0.27906,-0.79784,-0.60021,0.040444,0.7283,0.84695,1.2874,1.0898
-0.44104,-0.49056,-0.035169,0.027186,0.024819,0.15133,-0.13973,-1.1461,-2.2308,-2.7066,-2.6361,-2.67,-1.5657,-1.4358,-1.4827,-1.1582,-0.47106,-0.40965,-0.73267,-0.65149,-1.0358,-0.92527
2.3011,2.4228,2.5707,2.1692,0.96644,0.1847,0.004993,-0.16504,-0.69146,-1.276,-1.5581,-0.95148,-1.1444,-0.43312,-0.27555,-0.72744,-0.4785,0.010608,0.098731,0.20974,0.65749,0.93606
1.1002,1.2227,1.0484,0.9105,1.2676,1.4368,1.3712,1.4184,0.76618,-0.010861,0.44583,0.88088,1.549,1.075,0.75536,1.2267,0.66372,0.49875,0.63295,0.52173,0.23785,-0.30917
