1.1331,1.1978,1.5411,1.0094,0.33383,0.80048,0.92398,0.64773,0.69793,0.77794,0.9047,0.51551,0.47848,0.71576,0.9887,0.79778,0.50574,0.20811,0.31193,0.18287,0.12364
1.0762,0.93292,0.62551,0.19424,0.54123,0.48988,0.52126,0.86822,1.0417,1.0317,0.85391,0.54335,0.62718,0.50044,0.25651,0.39747,0.71597,0.75861,0.64582,0.65536,0.70718
2.449,2.0388,1.6332,1.5224,1.5422,1.5114,1.4058,0.96535,1.7043,2.2009,1.8168,1.7022,1.9336,1.6102,1.2141,1.2212,1.1504,1.3122,1.5031,1.7249,1.846
0.85629,0.72753,0.61056,0.94231,1.5174,0.77167,0.58583,1.046,0.3769,0.044444,-0.022681,0.57526,0.52747,0.65113,1.0429,0.84981,0.97068,1.2279,0.89512,0.92379,1.2391
-2.0174,-1.7024,-1.4197,-2.2361,-2.4807,-1.0078,-0.32093,-0.88404,-0.59455,-0.74939,-0.49175,-0.18275,0.20734,0.82913,1.3497,1.3728,1.2498,0.81635,1.053,0.75735,0.75743
-1.7705,-1.8881,-1.978,-0.40348,-0.30555,-0.53176,-0.47564,0.1409,0.66524,0.85955,1.1014,1.1385,1.0039,0.83342,0.40041,0.74103,0.62381,0.81364,0.73733,0.77834,0.36046
-0.90185,-0.43526,0.14269,-0.89429,-1.764,-0.16602,0.83836,0.7031,0.57773,0.11991,-0.24371,-0.060553,0.29875,0.52041,0.33135,-0.068071,-0.1251,-0.036234,-0.25773,-0.029948,0.18308
-0.014278,0.14027,-0.02831,0.40751,0.36059,0.54518,0.47759,0.50964,-0.13154,-0.86936,-1.576,-1.214,-1.233,-0.55145,-0.53208,-0.30666,-0.17729,-0.51388,-0.53845,-0.72753,-0.67574
1.7233,1.7148,1.6873,1.6919,1.3141,1.5761,1.7651,1.2188,0.56779,0.2254,0.097771,0.32122,-0.010922,-0.51419,0.12141,-0.10389,-0.47748,-0.047325,-0.1117,-0.2119,-0.084137
1.2759,1.2958,1.3154,0.62342,0.73906,0.23083,-0.67609,-1.2616,-0.92948,-0.11851,0.69186,0.52498,0.94471,0.70118,-0.0088986,0.10744,0.32643,0.074583,0.28104,0.68135,0.44998
-0.82632,-1.1329,-1.4646,-1.2427,-1.3926,-2.3463,-2.6698,-1.7715,-0.67226,-0.46891,-0.80287,-0.9996,-0.13978,-0.014403,-0.88662,-0.81433,-0.82695,-0.85464,-0.88289,-1.0127,-1.2648
2.4759,1.9567,1.4017,1.3794,2.1892,1.8206,1.9143,1.6577,2.0046,1.7476,1.4606,1.9329,1.784,1.3593,1.4374,0.70686,0.25866,0.47185,0.17997,0.073848,0.2936
