1.5063,1.718,1.45,1.3196,1.7062,1.8183,1.5485,1.5351,1.3995,2.1612,2.0218,1.9195,1.7549,1.7589,1.5204,1.3393,1.1947,1.0498,0.82664,0.59286,0.67469
0.92305,0.6076,0.69517,0.71872,0.48869,0.38236,0.51614,0.78823,0.6428,-0.16866,-0.25453,-0.34997,-0.45565,-0.41761,-0.23955,-0.40358,-0.39917,-0.64873,-0.69444,-0.38882,-0.46621
0.79839,1.0704,1.0422,1.1268,1.2721,0.92144,0.0036643,-0.26906,-0.13512,0.045846,0.429,0.58747,-0.031463,-0.5036,-0.35252,0.13211,0.33106,0.62465,0.87635,0.94388,1.1612
0.2741,-0.31464,-0.2818,-0.36773,-0.55461,-0.20814,0.83624,0.95946,1.2008,0.57541,0.12616,0.39212,1.096,1.6998,1.8965,1.5865,1.5373,1.4321,1.4355,1.9094,2.0993
-1.5836,-1.0509,-0.88252,-0.73457,-0.40917,-0.16153,-0.48197,-0.59762,-0.59745,0.5821,0.69714,0.4899,0.26649,0.74172,0.45047,0.17747,0.18096,0.026944,-0.014517,-0.044091,0.17764
-2.2511,-2.3745,-2.3577,-2.1006,-2.4382,-2.879,-2.8815,-2.1943,-1.6703,-2.2759,-1.5048,-1.5718,-1.5462,-1.8684,-1.1363,-0.35699,-0.058045,0.61802,0.78433,0.27709,-0.40031
-1.0423,-0.6626,-0.60324,-1.0178,-0.69534,-0.074507,0.22884,-0.92442,-1.2183,-0.50972,-0.71597,-1.044,-0.57954,-0.070579,-0.16467,-0.23642,-0.52167,-0.994,-1.2695,-1.3806,-0.93893
0.77708,0.044178,-0.29504,0.097266,-0.40366,-0.81187,-0.19682,0.12497,0.48944,-0.60738,-1.2103,-1.3632,-1.2213,-0.51149,-0.4678,-0.86884,-0.57772,-0.1478,0.015596,0.36964,0.30066
1.1138,1.5323,1.7941,1.4259,1.1086,0.63477,0.058262,-0.73504,-0.73612,-0.18151,-0.0016903,0.12885,0.057203,-0.46795,-0.44614,0.08134,0.28837,0.67084,0.90031,0.70544,0.79548
1.019,0.947,0.73192,0.43181,0.12272,-0.031166,-0.37496,-0.015896,0.26245,0.23967,0.51955,0.56121,0.14005,0.012995,0.048461,0.26283,0.12818,-0.31036,-0.6627,-1.0471,-1.0575
1.5447,0.67081,0.052549,0.29451,-0.40215,-0.86571,-0.41246,-0.35873,-1.0271,-2.0632,-2.9828,-2.5232,-1.9385,-1.2933,-0.84029,-1.0393,-0.90231,-0.23933,0.13366,0.1001,-0.20333
1.024,1.2805,1.5088,1.2296,1.7452,2.2222,1.448,0.69158,-0.03688,0.1149,0.32841,0.12912,0.14276,0.1604,0.56152,0.97424,0.72661,0.21755,-0.015694,0.22122,0.27627
