0.77162,0.80588,0.68588,0.65355,1.1903,1.2471,1.5476,0.74237,0.89382,1.0266,1.3109,1.4856,1.4458,1.0645,0.64721,0.84073,1.2846,1.3719,1.4491,1.4857,1.2957,1.5886,1.7157,1.3582
0.21118,0.9823,1.4908,1.3824,0.44714,0.24373,0.19064,0.83106,0.69216,0.72175,0.24909,0.01883,0.12704,0.22764,0.33558,0.077921,-0.5398,-0.63137,-0.54111,-0.47001,-0.30814,-0.39107,-0.13818,0.19959
0.28328,0.3825,0.17982,-0.076712,0.378,0.11754,0.4687,-0.1669,0.16612,0.67382,0.56902,0.63005,0.61011,0.21153,0.33773,0.68432,1.2191,1.1456,0.88223,1.0918,1.1445,1.2969,1.6519,1.5041
1.2488,0.87863,1.002,1.0357,0.64415,0.89638,0.36867,1.4269,1.5284,1.6213,1.4609,1.2827,1.1425,1.9194,2.3259,1.9556,1.3968,1.4161,1.4979,1.2818,1.4307,1.3597,1.1068,1.3142
-1.6705,-1.7944,-2.4211,-2.1361,-1.1596,-1.0551,-0.4736,-1.3182,-0.85346,-0.50874,-0.013363,0.20726,0.32416,-0.047737,-0.19492,0.30992,1.018,1.0648,0.99509,1.1596,0.96582,1.1025,1.2626,1.0654
0.57681,1.1263,2.0188,1.7972,1.6228,2.0642,1.8395,2.381,1.3744,0.62809,0.87337,1.022,1.1278,1.5119,1.3794,0.96074,0.24937,0.1808,0.26945,0.06795,0.17609,-0.11411,-0.55837,-0.2952
0.94678,0.26838,-0.20459,-0.32074,-0.19368,-0.87794,-0.74372,-1.4756,-1.2985,-1.8923,-1.3347,-0.8093,-0.91712,-1.4024,-1.5095,-0.85617,-0.22047,-0.14029,-0.13176,-0.31809,-0.33782,-0.35737,-0.86144,-1.1512
2.4315,1.6086,1.3433,1.2283,1.2198,0.83131,-0.31621,0.41434,0.30129,0.14826,0.032464,-0.30001,-0.042624,0.96198,1.3939,1.1553,0.83096,0.8124,0.74184,0.58605,0.49293,0.3009,0.095722,0.14485
1.2501,0.46712,-0.22877,-0.23151,0.44777,0.49447,0.37844,-0.77193,-0.63975,-0.30893,-0.15783,0.021155,-0.073054,-0.26022,-0.19973,-0.015919,0.492,0.40397,0.12243,0.14451,0.070398,0.26925,0.31506,0.25455
-0.14743,-1.0619,-1.1648,-1.867,-1.8906,-1.0222,-0.59305,-0.45839,-1.0141,-0.7398,-0.25337,0.15001,-0.23066,-0.43781,-0.57795,-0.93929,-1.3699,-1.4138,-1.3163,-1.4578,-1.1468,-1.2726,-1.6169,-1.5878
-0.59343,-0.20671,-0.42202,-0.75652,-1.0909,-1.6936,-1.2014,-1.5387,-1.0997,-0.20783,0.58789,0.84803,1.5264,1.3848,1.0297,1.5067,1.8248,1.7641,1.5814,1.4658,1.1466,0.89973,0.64902,0.53031
0.2336,0.76887,1.0601,1.0075,1.0352,1.0521,0.89542,1.2465,1.1205,0.53237,0.44775,0.56717,0.28932,0.29296,-0.049955,-0.50667,-0.97576,-1.1957,-1.2608,-1.3807,-1.4223,-1.5338,-1.5368,-1.3985
