0.28865,0.63644,0.94345,1.2092,1.6026,1.6816,1.0212,1.3153,1.3463,0.94293,0.63597,1.0982
-0.62827,-0.52173,-0.97022,-1.4462,-2.0592,-2.5113,-1.9467,-2.2624,-2.2707,-1.9867,-1.7954,-2.3857
-2.0702,-2.3458,-2.2245,-1.8922,-1.1373,-0.47301,-0.76062,-0.29215,-0.10355,-0.030172,0.026848,0.62574
0.31951,0.50282,0.31374,0.077584,-0.54376,-0.96125,-0.15401,-0.6144,-0.51248,0.016257,0.49584,0.20514
-1.1259,-0.87419,-0.44887,0.0035436,0.3848,0.21285,-0.16127,0.37366,0.54786,0.47215,0.29294,0.52561
0.2358,-0.14534,-0.17051,-0.46838,-0.76672,0.24844,0.63602,0.25578,-0.07685,-0.15008,-0.11817,-0.449
-0.0619,-0.44989,-0.018264,0.42655,0.62822,-0.36881,-0.95975,-1.0091,-1.0162,-1.1178,-1.1954,-0.89172
2.2944,2.3358,1.958,1.3033,0.082397,-0.51656,-0.28119,-0.72138,-0.75193,-0.44819,-0.20281,-0.3467
-0.040943,-0.76494,-0.46806,-0.10676,0.376,1.5148,1.063,1.3389,1.2362,1.1096,1.0415,1.5997
0.55456,0.84648,0.77747,0.79534,1.3006,0.012356,0.24585,0.22268,0.34387,0.42692,0.2825,-0.24581
0.44877,0.24113,0.63929,0.92827,0.53628,1.7344,1.7077,1.687,1.3603,0.89939,0.74076,0.72238
-0.36523,-0.16411,0.024981,0.39464,0.87547,0.80606,0.89314,0.21405,-0.40037,-0.54685,-0.75146,-1.3835
