1.045,1.3246,0.61685,1.5226,1.6613,2.1189,1.7388,1.8413,1.7343,1.4481,0.85837,1.473,1.0788
0.092162,0.0084199,0.43619,-0.49005,-0.63976,-1.1229,-0.90415,-1.1698,-1.267,-1.1056,-0.7186,-1.5351,-1.3468
-1.3955,-1.8045,-2.0652,-0.92211,-1.0777,-0.95061,-0.67642,-0.0090252,-0.0073722,0.0021958,-0.25175,0.49675,0.71477
-0.26199,-0.462,0.19616,-0.93745,-0.5687,-1.3093,-1.3589,-1.7084,-1.3853,-0.69516,0.2361,-0.16323,0.33375
-0.50449,-0.033369,-0.84737,0.48154,0.42218,1.2235,1.3543,1.3962,1.2344,0.88955,0.25022,0.77016,0.48683
-0.37348,-0.15997,1.1479,0.54357,0.56459,0.21124,0.61154,0.88551,0.90004,0.7755,0.94464,0.11921,0.21535
-0.00097002,-0.68756,-1.6062,-1.0401,-1.237,-1.3461,-1.6303,-1.8002,-1.5354,-1.1226,-1.0629,-0.51987,-0.42755
1.2058,1.1337,1.3322,0.14012,-0.24283,-1.0724,-1.0949,-1.4904,-1.5236,-1.1559,-0.47339,-0.64768,-0.44431
-0.37987,-0.83287,-1.1899,0.023363,0.10749,0.24285,0.029269,0.4394,0.44163,0.17004,-0.21679,0.67872,0.8142
0.15196,0.37605,0.80289,0.23109,0.32376,0.78328,1.2375,1.4235,1.5856,1.4454,1.2435,0.73279,0.62132
0.28796,0.24028,0.27199,1.105,0.88741,0.88238,0.94534,0.76517,0.56243,0.65847,0.7543,0.70033,0.55551
-0.0053575,-0.31293,0.11593,0.14492,0.36424,-0.42653,-0.73927,-1.2323,-1.749,-1.9397,-2.0225,-2.3476,-1.9513
