0.77966,1.1997,1.3956,1.1921,1.6106,1.3505,1.1662,1.1344,1.1102,0.69561,0.90618,0.94683
0.86217,0.77207,0.60239,0.72744,0.21176,0.030387,-0.030003,-0.085614,-0.28163,-0.20819,-0.86433,-1.2044
-0.88732,-1.0765,-1.3321,-1.8285,-1.9385,-2.5368,-2.4489,-2.1299,-1.7117,-1.792,-1.2156,-0.94297
-0.45755,-0.93208,-1.0556,-0.49899,-0.57572,0.31447,0.51206,0.62188,0.65525,1.5685,1.3762,1.5297
-0.76506,-0.63316,-0.28634,-0.39465,0.13413,-0.19613,-0.56232,-0.70581,-0.55108,-1.2276,-0.69823,-0.48066
-0.26722,0.17158,0.41048,0.70706,0.16803,-0.29463,-0.33048,0.38796,0.53561,0.52353,0.42263,0.11658
-0.53546,-0.69205,-1.3111,-1.9305,-1.8564,-1.3035,-1.3695,-2.2053,-2.0454,-1.8759,-1.786,-1.5796
-0.010065,-0.20381,-0.14786,0.30633,-0.18234,-1.1475,-2.1277,-1.4491,-0.99886,-0.5654,-0.24509,-0.14853
0.30172,-0.48611,-1.0254,-1.4528,-0.96799,-0.46593,0.326,-0.13499,-0.28915,-0.60168,-0.11387,0.2721
-0.73159,-0.031836,0.86151,1.1036,0.8237,1.0741,0.83458,1.5272,1.558,1.5197,1.0076,0.56418
1.1052,1.3144,1.9408,1.5897,1.0203,0.34228,0.57448,0.24051,0.37313,-0.027203,0.40178,0.35261
0.23151,0.18491,0.064639,0.045901,-0.13188,0.19421,-0.13888,0.15391,-0.14115,-0.13105,-0.45765,-0.39666
