0.88694,0.46579,0.31998,0.417,0.47515,0.47228,0.76225,0.65225,0.81351,0.20989,0.29522
-0.88038,-0.96597,-0.88545,-0.81036,-0.64187,-0.59109,-0.94593,-0.97176,-1.0628,-0.58872,-0.75815
-3.4235,-2.8568,-2.509,-2.4377,-2.6412,-2.4719,-1.8615,-1.6091,-1.3961,-1.6313,-1.3596
1.4219,1.0435,0.78899,0.77697,0.961,1.3973,1.2969,1.3634,1.6391,2.6154,2.8599
-0.6713,-1.0523,-0.72341,-0.26308,-0.55898,-0.76308,-0.4048,-0.48648,-0.34085,-1.1427,-1.2434
-1.26,-0.69829,-0.66282,-1.0724,-0.70057,-0.25418,-0.071126,-0.027583,-0.45452,-0.26993,-0.70854
1.6949,1.3482,0.71284,0.26001,-0.68577,-1.5513,-1.9932,-1.8641,-1.4945,-1.7606,-1.5027
-0.16524,-0.93382,-1.1475,-1.383,-1.5338,-0.85686,-0.31096,-0.55915,-0.4883,0.061967,-0.11946
0.84447,1.1845,1.1607,1.0698,0.89334,0.2886,0.20502,0.56326,0.56954,0.040632,0.38619
-0.53709,-0.38052,-0.031622,0.23213,0.53422,1.2818,1.5492,1.3989,1.1799,1.0737,0.74312
1.4019,1.4731,1.3419,1.258,0.98932,0.2644,0.22486,-0.18441,-0.39384,-0.88665,-1.1908
0.20221,0.37452,0.82879,0.81853,0.30593,0.5375,0.40382,0.19397,-0.096233,-0.21497,-0.50805
