1.2314,1.0578,0.76427,0.39863,0.27329,0.51517,0.77582,0.61617,0.68336,1.0148,0.63421,0.50786,0.4388,0.3817,0.034005
-0.29442,-0.3066,-0.099955,0.1482,0.27553,0.26392,0.11729,0.13119,-0.10039,-0.49177,-0.14644,0.0082828,0.12216,0.28229,0.78077
-1.7411,-1.5567,-1.3286,-1.6285,-1.7779,-1.7763,-1.6237,-1.849,-1.7689,-1.1572,-1.1676,-0.93913,-0.74945,-0.74375,-0.53825
0.29607,0.069754,0.11335,0.39527,0.54027,0.41631,0.5313,1.5165,2.0781,1.8451,2.3983,2.6712,2.7373,2.6258,2.4004
-0.50032,-0.21384,-0.35568,-0.78422,-0.8845,-0.51634,-0.12748,-0.57657,-0.69616,0.053379,-0.23328,-0.46165,-0.3304,-0.2315,-0.51941
-0.21323,0.057259,0.011839,0.2103,0.32909,-0.027411,-0.25973,0.43967,0.79391,0.18771,0.54376,0.58377,0.39897,0.31454,0.57722
0.35444,0.094187,-0.13134,-0.41934,-0.71534,-0.81116,-0.9059,-1.5071,-1.7331,-1.0018,-1.3693,-1.3547,-1.399,-1.7866,-1.8982
0.039612,-0.012695,-0.79887,-1.1666,-1.4748,-2.1743,-2.4566,-1.1128,-0.30219,-0.45504,0.40494,0.75433,1.1723,1.2893,0.6984
0.45511,0.12701,0.5658,0.6056,0.63152,1.0424,1.2775,0.19896,-0.22805,0.15381,-0.30716,-0.33944,-0.42892,-0.48207,-0.33491
0.17663,0.46416,-0.26781,-0.90425,-0.90663,-0.83659,-0.45633,0.74006,1.2897,0.89625,0.82256,0.61977,0.31942,0.19458,0.36203
-0.47209,-0.25132,-0.031694,0.53053,0.75917,0.94266,0.58166,-0.45129,-1.0735,-1.1741,-1.3766,-1.4568,-1.4142,-1.4717,-1.6224
0.44848,0.71229,1.0597,0.74184,0.47483,-0.035547,-0.0715,0.11036,0.021394,-0.44477,-0.61444,-0.66343,-0.89192,-1.4591,-1.7975
