0.32877,0.33114,0.41817,0.92677,1.1822,1.4851,1.6749,2.0521,1.6492,2.1968,1.6998,1.5095,1.1829,1.5723,1.3646,0.74345
-0.35609,-0.50323,-0.55785,-0.85464,-0.99964,-1.3798,-1.7872,-2.1727,-1.813,-2.3659,-2.0666,-2.0887,-1.8015,-2.1092,-2.149,-1.757
-1.7428,-1.9974,-2.1216,-1.8782,-1.8202,-1.6238,-1.4173,-1.2634,-1.7096,-1.0042,-0.74865,-0.55952,-0.56197,-0.17031,0.051942,0.37814
-0.39724,0.080893,0.27662,-0.31628,-0.44433,-0.56156,-0.28265,-0.36714,0.59502,-0.14038,-0.15815,0.19757,0.74542,0.56767,0.78977,1.0677
-0.62838,-0.82651,-0.75577,-0.2124,0.14243,0.59372,0.68745,0.78918,0.11255,0.81642,0.79249,0.81776,0.84753,1.2531,1.281,1.1207
-0.0040426,0.29619,0.40939,0.21435,-0.037329,-0.35126,-0.46866,-0.8299,-0.44274,-0.74987,-0.58315,-0.9007,-1.1392,-1.6719,-1.551,-1.113
-0.18173,-0.57132,-0.83141,-0.70545,-0.69489,-0.67785,-0.8143,-0.52109,-0.87967,-0.88892,-1.0854,-0.95666,-0.90851,-0.63924,-0.38455,-0.49903
1.7065,2.1187,2.0816,1.3053,0.94247,0.49812,0.039634,-1.0692,-1.1622,-1.3629,-1.144,-0.92496,-0.54351,-0.306,0.13298,0.50811
0.047183,-0.46267,-0.80583,-0.50428,-0.64701,-0.38939,0.23226,0.5533,0.50289,0.95794,0.71344,0.83142,0.64968,0.63939,0.7263,0.80218
-0.4045,0.14158,0.43417,0.40972,0.53968,0.7602,0.64576,1.2287,1.2905,0.96,1.2739,1.186,1.0435,0.93657,0.73792,0.59049
0.45812,0.52105,0.7197,1.1997,1.5446,1.7875,1.9249,0.67139,0.38684,1.1606,1.1391,0.40887,-0.13449,-0.82378,-1.1502,-1.3146
-0.64954,-0.25389,0.032376,-0.1171,-0.040377,0.0049956,0.23316,0.12751,0.35268,-0.65954,-1.358,-1.4174,-1.3033,-1.9159,-2.1292,-1.9785
