1.6468,1.5663,1.647,1.4519,1.7489,1.4346,1.1861,1.7197,2.0772,1.812
0.27171,0.20573,-0.39323,-0.32436,-0.44271,-0.33752,-0.1111,-0.54972,-0.8827,-0.90493
-1.9585,-2.1619,-2.0224,-1.8188,-1.1161,-1.0899,-1.3645,-0.9399,0.088543,0.2102
0.53855,0.8685,0.7468,0.77967,0.20969,0.12481,0.82707,0.84262,0.45988,0.63934
-0.60256,-0.90309,-0.52022,-0.52275,-0.090786,0.30485,-0.052659,0.21949,0.84374,0.87291
-0.16176,0.22787,-0.19869,-0.071885,-0.1736,-0.22429,0.057754,-0.076566,-1.12,-1.2711
-0.69412,-1.153,-0.33344,-0.58805,-1.2565,-1.4201,-1.4263,-1.3872,-1.5736,-1.3604
1.757,1.1073,0.10082,-0.19457,-0.83383,-1.0255,-0.48854,-0.40789,-0.68564,-0.47046
-1.2826,-1.2197,-0.53798,-0.39652,0.1794,0.207,-0.48357,-0.11911,0.79692,0.55849
0.4243,0.42778,0.73805,0.74643,0.30716,1.033,1.4982,0.90086,-0.054669,-0.018327
0.36133,0.15243,0.39197,0.34536,0.31251,0.55555,0.76571,1.1357,0.40252,0.5884
0.31909,0.95082,1.0611,1.3418,1.4309,0.76149,0.24117,-0.19784,-0.60359,-1.0569
