1.6684,1.6759,1.4021,0.90535,1.0548,0.79288,0.65322,0.83821,1.3659,0.98242
0.84418,0.39273,0.39989,0.73115,0.33083,0.22803,0.33209,0.17093,-0.37279,-0.20313
-2.5137,-2.7638,-2.7663,-3.0624,-3.2257,-2.6498,-2.9235,-2.6567,-1.5241,-1.3001
0.28232,0.50097,0.78987,1.2327,1.2549,0.99464,1.4518,1.7305,1.3104,1.7681
-0.74246,-0.46698,-0.52143,-1.188,-1.0769,-0.53384,-0.81783,-0.90092,-0.054704,-0.28873
-0.16351,0.021292,-0.16023,0.16316,-0.2878,-0.94009,-0.5448,0.14673,0.18633,0.11279
-1.3908,-1.0368,-0.96285,-1.3147,-0.6811,-0.82708,-1.6124,-2.1584,-1.8673,-1.8971
1.05,1.2063,0.82207,0.16624,-1.2558,-2.0967,-2.008,-1.3542,-0.42356,-0.23615
-1.3257,-1.5127,-1.5627,-1.5652,-0.62031,0.21956,0.17176,-0.3277,-0.38599,-0.13074
1.1812,1.1039,0.91878,0.71537,0.12358,-0.14838,0.36272,1.5428,1.421,1.1389
0.10766,-0.024286,-0.0051109,0.23445,0.88572,1.0488,0.64722,-0.36771,-0.20578,-0.99476
0.37648,0.60289,0.95262,0.86776,-0.15178,-0.49704,-1.1022,-0.67512,-0.7429,-0.84477
