1.3372,0.82514,0.81428,1.2146,0.79397,0.27895,-0.07132,0.52334,1.18,1.1376
-0.33904,0.01695,-0.071195,-0.51329,-0.4679,-0.21156,0.044127,-0.54642,-1.0865,-1.1416
-2.2117,-2.5694,-2.2536,-1.3314,-1.1033,-1.1384,-1.1616,-0.43783,0.28954,0.51529
0.61881,0.95099,0.56819,-0.40661,-0.36946,0.18342,0.59864,0.1058,-0.35899,-0.26598
-0.47859,-0.2162,-0.12682,0.35514,0.42206,-0.21243,-0.70513,0.076628,0.5733,0.47103
-0.22135,-1.0528,-0.60563,0.58817,0.81662,1.5023,2.2507,1.5382,0.65481,0.42871
-0.61732,0.008448,-0.38959,-1.4677,-1.4898,-1.611,-1.9498,-1.1726,-0.66123,-0.58272
-0.24676,-1.2205,-1.8083,-1.5551,-1.4946,-1.0535,-0.49483,-0.82051,-1.0626,-0.96419
-0.47566,0.010944,0.30061,0.028259,-0.23886,-0.87399,-1.2942,-0.53623,-0.020991,0.034041
0.37301,-0.42594,-0.29633,0.80289,1.3049,1.9976,2.3794,1.857,1.3892,1.0062
-0.27811,0.095515,0.07192,-0.35294,-0.76464,-1.0089,-1.1315,-0.57655,-0.30497,-0.13923
0.71453,0.39591,0.12391,0.13126,-0.12908,-0.51356,-1.0814,-1.91,-2.6419,-2.9915
