-0.13706,-0.22881,0.028452,-0.12142,-0.4437,-0.31921,0.022497,-0.12665,-0.65988,-0.71513,-0.49348,-0.3604,-0.38643,-0.57542,-0.50716,-0.16194,-0.029565,-0.24077,-0.31399,-0.17589,-0.18158,-0.16227,-0.18896,-0.239,-0.22201,-0.16401,-0.24668,-0.4174,0.02795,0.24454,0.31932,0.52739,0.42587,0.258,0.14809,0.064768,-0.047122,-0.088018,-0.094754,-0.13685,-0.1554,-0.14936,-0.07154,0.002127,-0.15465,-0.16087,-0.1658,-0.1129,0.044228,0.40979,-0.077073,-0.1074,-0.098242,-0.028793,-0.071932,-0.032235,0.033727,-0.0027767,0.075287,0.14731,0.18377,0.21491,0.23983,0.25471,0.2661,0.29153,0.2732,0.24775,0.20406,0.20219,0.23327,0.27764,0.27199,0.24924,0.25721,0.25709,0.23803,0.26679,0.26278,0.24826,0.2453,0.24837,0.22058,0.20774,0.21765,0.20075,0.1743,0.18377,0.083589,0.030848,0.041945
-0.10535,0.28185,0.21194,1.1805,1.6703,1.1786,-0.046452,0.24889,1.2978,1.7046,0.54524,0.14199,0.96805,1.5939,1.34,-0.012981,-0.1629,1.026,1.0583,0.70731,-0.29704,-0.036405,-0.1055,0.22997,0.19563,0.2323,0.76403,1.4759,0.92305,0.53229,-0.33579,-0.70466,-0.86057,-0.73509,-0.72174,-0.75409,-0.71594,-0.78626,-0.81346,-0.78855,-0.78482,-0.54554,-0.69262,-0.68621,-0.69727,-0.66407,-0.63256,-0.25977,0.030237,0.052949,-0.44938,-0.53103,-0.55269,-0.54185,-0.493,-0.5065,-0.4918,-0.38331,-0.33225,-0.29853,-0.24183,-0.20316,-0.18406,-0.15466,-0.14199,-0.13936,-0.14858,-0.13435,-0.15009,-0.13855,-0.077685,-0.027803,-0.019502,0.0035322,0.029255,0.012355,0.030264,0.040948,0.029988,0.048491,0.047019,0.027515,0.041127,0.025383,-0.0096305,-0.022344,-0.046225,-0.082457,-0.1443,-0.15484,-0.18029
0.30587,0.22579,0.0053892,-0.36283,-1.1898,-1.5753,-1.7407,-1.4588,-2.0459,-2.6617,-2.3672,-2.419,-2.5773,-2.7055,-2.5242,-2.2459,-1.9484,-2.1156,-2.4196,-2.5745,-2.302,-2.2995,-2.2249,-2.274,-2.2672,-2.173,-2.168,-1.8685,-0.87254,-0.57468,0.34096,1.1794,1.3979,1.3301,1.2508,1.2285,1.175,1.1569,1.1704,1.1551,1.1473,1.1095,1.0792,1.0602,1.0615,1.0456,1.0375,1.0204,1.0312,1.0593,1.1376,1.1134,1.0532,1.0224,0.98223,0.91115,0.90534,0.88018,0.80346,0.7785,0.76552,0.7442,0.73893,0.7456,0.73169,0.73638,0.74455,0.72858,0.73428,0.74659,0.72205,0.71044,0.71487,0.70288,0.68899,0.6874,0.66809,0.66225,0.66672,0.65114,0.65591,0.66612,0.66638,0.65877,0.67289,0.67732,0.67205,0.68942,0.71355,0.7127,0.71908
0.22146,0.10843,-0.0073545,-0.29374,-0.56908,-0.64227,-0.74673,-0.73426,-0.72315,-0.62529,-0.57373,-0.55969,-0.53866,-0.46009,-0.42603,-0.45447,-0.42051,-0.40462,-0.39707,-0.44084,-0.53117,-0.5723,-0.51871,-0.54454,-0.55423,-0.50999,-0.28239,-0.23864,-0.14059,-0.010017,0.030344,0.19339,0.23108,0.21761,0.18633,0.19647,0.18749,0.19265,0.20754,0.20923,0.21243,0.22453,0.20815,0.20419,0.20646,0.20395,0.19168,0.20852,0.21682,0.20058,0.27255,0.27747,0.27654,0.27661,0.26125,0.23329,0.21991,0.23643,0.24936,0.23684,0.22846,0.22175,0.22727,0.22115,0.21372,0.21208,0.19889,0.18803,0.1597,0.16744,0.15129,0.1479,0.15982,0.15991,0.16255,0.17079,0.16677,0.16341,0.17537,0.17576,0.18398,0.19478,0.20021,0.20311,0.21078,0.21532,0.21894,0.22586,0.25645,0.26649,0.27263
-0.16371,-0.051495,0.15266,0.19063,0.415,0.20226,0.087064,-0.029276,0.075204,0.0254,-0.020935,-0.067486,-0.074618,0.030329,0.032826,0.11387,0.054242,-0.021822,0.15592,0.063425,0.11798,0.073164,0.069602,-0.051903,-0.046365,-0.0081323,0.23591,0.30032,0.37141,0.34565,0.32755,0.16675,0.13966,0.16594,0.20494,0.21403,0.17804,0.22901,0.23396,0.21628,0.21911,0.13769,0.13674,0.12499,0.13444,0.11969,0.13597,0.025037,-0.097743,-0.1163,0.082409,0.104,0.12836,0.15325,0.11805,0.10762,0.094455,0.033279,-0.049873,-0.078081,-0.11494,-0.13321,-0.14952,-0.17064,-0.17722,-0.18633,-0.19412,-0.20419,-0.21077,-0.21586,-0.21711,-0.22089,-0.21986,-0.22823,-0.23193,-0.21687,-0.22629,-0.2378,-0.22332,-0.24326,-0.24113,-0.21882,-0.22866,-0.21893,-0.19806,-0.19953,-0.18944,-0.16827,-0.17597,-0.16228,-0.14293
-0.075719,0.13091,1.1436,1.0845,0.55439,0.52672,0.324,0.24131,0.14234,0.16746,0.1994,0.12866,0.19123,0.20843,0.26733,0.20313,0.23326,0.30168,0.14521,0.24844,0.22738,0.20929,0.27943,0.29847,0.31545,0.39441,0.21921,-0.37515,-0.39594,-0.21528,-0.19311,-0.073117,-0.18798,-0.22643,-0.2507,-0.16495,-0.16661,-0.15614,-0.12294,-0.11974,-0.12854,-0.12934,-0.12421,-0.097471,-0.086222,-0.087828,-0.090245,-0.035399,-0.038373,-0.036794,-0.048562,-0.077739,-0.10399,-0.11443,-0.16526,-0.19201,-0.1837,-0.22441,-0.2219,-0.20705,-0.19998,-0.20671,-0.21055,-0.20233,-0.2121,-0.20917,-0.181,-0.17858,-0.14051,-0.12689,-0.1189,-0.10953,-0.11361,-0.11924,-0.11115,-0.10702,-0.11337,-0.096223,-0.082898,-0.074551,-0.063511,-0.042663,-0.035252,-0.033887,-0.018913,-0.014936,-0.025346,-0.01114,-0.031873,-0.042788,-0.033722
0.40544,0.2253,-0.039351,-0.063966,-0.15073,-0.19459,-0.20952,-0.22384,-0.24001,-0.17611,-0.15261,-0.10997,-0.15467,-0.18793,-0.14864,-0.11208,-0.11285,-0.14442,-0.14067,-0.10777,-0.09844,-0.10468,-0.093591,-0.10496,-0.073875,-0.14355,-0.18946,-0.18478,-0.24766,-0.30839,-0.34451,-0.31937,-0.29635,-0.26131,-0.25522,-0.25231,-0.23332,-0.22946,-0.22654,-0.20121,-0.17383,-0.12505,-0.1252,-0.10734,-0.09287,-0.076904,-0.060633,-0.057835,-0.021802,0.016931,0.048302,0.097334,0.11731,0.12304,0.1422,0.15676,0.15144,0.14795,0.16316,0.16433,0.14975,0.16721,0.18126,0.18375,0.18379,0.20198,0.20362,0.1929,0.21067,0.2024,0.18072,0.1944,0.18453,0.18413,0.18556,0.18521,0.17909,0.17883,0.1772,0.18237,0.17496,0.17425,0.17443,0.17187,0.17248,0.17938,0.183,0.1851,0.18957,0.20673,0.19954
-0.27896,-1.0045,-0.77199,-0.67405,-1.039,-0.82449,-0.1673,-0.4078,-0.91835,-0.85112,-0.30383,-0.07346,-0.23744,-0.33755,-0.19806,0.22323,0.21051,-0.12791,-0.21357,0.014771,0.2126,0.22536,0.13751,0.075603,0.027645,-0.17105,-0.96294,-1.2542,-0.97633,-0.43658,-0.019026,0.23312,0.31917,0.31351,0.28486,0.2477,0.2528,0.26999,0.29518,0.25855,0.23895,0.25912,0.20567,0.17339,0.15717,0.13806,-0.0086586,0.033365,0.11479,0.11298,0.1289,0.13574,0.17817,0.20502,0.2105,0.22159,0.19614,0.11738,0.13604,0.16167,0.19099,0.16086,0.19861,0.18509,0.17168,0.17823,0.16819,0.15638,0.16324,0.16839,0.18036,0.20148,0.22094,0.22096,0.20744,0.21893,0.21116,0.2146,0.19156,0.20355,0.20282,0.17357,0.16233,0.15719,0.16032,0.16259,0.16419,0.16855,0.14508,0.10915,0.11309
-0.99553,-1.2279,-1.3726,2.9413,6.5038,6.2384,5.6943,5.8011,5.5075,5.1694,4.4194,3.9537,3.6794,3.5515,3.3297,2.9177,2.8085,2.9158,2.5678,2.1376,1.9647,2.0633,2.0918,2.1188,2.0973,2.1124,-0.4054,-0.71531,-0.84288,-1.175,-1.4364,-1.5342,-1.4951,-1.4423,-1.4276,-1.4235,-1.4197,-1.4257,-1.4311,-1.4139,-1.3865,-1.3295,-1.3548,-1.3664,-1.3696,-1.3565,-1.3234,-1.2955,-1.2472,-1.2255,-1.2529,-1.2266,-1.2263,-1.2266,-1.2111,-1.2103,-1.2131,-1.155,-1.1677,-1.1854,-1.1893,-1.1798,-1.1766,-1.1784,-1.177,-1.1786,-1.1763,-1.1704,-1.1701,-1.1696,-1.1776,-1.1758,-1.1679,-1.1602,-1.1549,-1.1579,-1.157,-1.1645,-1.1599,-1.163,-1.1641,-1.1611,-1.1588,-1.1584,-1.1577,-1.1588,-1.1617,-1.1565,-1.1484,-1.1242,-1.1168
-0.94899,0.45121,4.137,3.2613,1.8112,1.7715,1.919,1.7529,1.2192,0.72329,1.0013,1.2368,1.2062,0.96178,0.98117,1.4107,1.4352,1.2233,1.1884,1.4711,1.9206,1.8493,1.9117,1.892,2.0136,2.109,1.5734,-0.30162,-0.34874,0.090654,0.32738,0.32627,0.14476,-0.042186,-0.10339,-0.08072,-0.099577,-0.093902,-0.098063,-0.13229,-0.21956,-0.43779,-0.30233,-0.23818,-0.22673,-0.26166,-0.24419,-0.35025,-0.58901,-0.64169,-0.60688,-0.63678,-0.6479,-0.7104,-0.80408,-0.79986,-0.80564,-0.96133,-0.94062,-0.89906,-0.90782,-0.91082,-0.94385,-0.92839,-0.92396,-0.92756,-0.91236,-0.90725,-0.89271,-0.89172,-0.89917,-0.94049,-0.98688,-0.99698,-0.99752,-0.998,-1.0045,-1.0049,-0.99665,-1,-1.0011,-0.98943,-0.98989,-0.98698,-0.97873,-0.98193,-0.99009,-0.97762,-0.98106,-0.96681,-0.93272
