-0.86964,-1.1126,-1.0443,-0.92746,-0.9774,-1.2419,-1.3475,-1.0368,-1.2608,-1.2691,-1.3762,-1.3858,-1.2964,-1.0332,-1.01,-1.142,-0.97499,-0.6534,-0.053402,0.2071,0.43045,0.54667,0.24008,0.18648,0.29992,0.47706,0.2437,0.67299,0.48587,0.70376,0.74016,0.67633,0.64807,0.64825,0.63643,0.60621,0.55078,0.58368,0.60689,0.58142,0.52297,0.52732,0.5347,0.52569,0.50016,0.486,0.50827,0.4985,0.46802,0.4735,0.49592,0.49027,0.46801,0.44499,0.46212,0.48566,0.45688,0.43969,0.45197
0.64429,1.354,1.9069,2.1655,2.0665,2.2366,2.5917,2.6491,2.4354,2.6471,2.4725,2.5193,2.4794,2.3236,2.0211,1.879,1.3417,0.88567,0.0072602,-0.18144,-1.0027,-0.84389,-1.0415,-1.1141,-1.0414,-1.1224,-1.0475,-0.84466,-0.77471,-0.86705,-0.91471,-0.93947,-0.92921,-0.90713,-0.92301,-0.89799,-0.86801,-0.89377,-0.9345,-0.94835,-0.96754,-0.94294,-0.95822,-0.93969,-0.91593,-0.90414,-0.9257,-0.92959,-0.92372,-0.92016,-0.92632,-0.926,-0.90034,-0.86292,-0.87315,-0.93995,-0.93734,-0.94621,-0.94952
0.70067,0.85615,0.91738,1.0208,1.0277,0.86032,0.85127,1.1858,1.1094,0.94987,0.80492,0.75569,1.2991,1.2357,0.68953,-0.59424,-0.60336,-0.78865,-0.5471,-0.34037,-0.14641,-0.10913,-0.27245,-0.32859,-0.4123,-0.60166,-0.53627,-0.45042,-0.35699,-0.32051,-0.30768,-0.29611,-0.279,-0.26662,-0.26332,-0.2699,-0.29881,-0.29867,-0.30405,-0.28298,-0.26545,-0.25356,-0.2329,-0.23208,-0.24829,-0.25777,-0.2693,-0.27002,-0.27525,-0.27893,-0.26365,-0.24622,-0.24541,-0.25605,-0.26331,-0.27893,-0.28815,-0.28594,-0.27754
0.75559,1.1554,1.4043,1.594,1.6778,1.779,1.9206,1.9872,2.0073,2.0432,2.0089,2.0206,2.0153,2.0303,1.7606,0.91571,0.15111,-0.43308,-0.58557,-0.66249,-0.74456,-0.80772,-0.75602,-0.77951,-0.76124,-0.71635,-0.7303,-0.77696,-0.74993,-0.70283,-0.68886,-0.68474,-0.69062,-0.68914,-0.67883,-0.67955,-0.68066,-0.65325,-0.63311,-0.62549,-0.62345,-0.62223,-0.61864,-0.61772,-0.61882,-0.61655,-0.60216,-0.60068,-0.60725,-0.60416,-0.59542,-0.59356,-0.59431,-0.59969,-0.58191,-0.55411,-0.55803,-0.55496,-0.55253
-1.0052,-1.0546,-0.87573,-0.78109,-0.73819,-0.64137,-0.57058,-0.52201,-0.36776,-0.49853,-0.37637,-0.37398,-0.38783,-0.37197,-0.1797,0.023252,0.17293,0.20175,0.27888,0.089967,0.11766,0.11541,0.3147,0.31445,0.16722,0.11575,0.13098,0.1406,0.22374,0.29268,0.27772,0.25636,0.22249,0.21154,0.21412,0.19486,0.17116,0.20476,0.23037,0.22915,0.24028,0.22687,0.22005,0.21753,0.20487,0.20169,0.21978,0.21871,0.2153,0.20631,0.19714,0.19458,0.18127,0.18112,0.18059,0.16873,0.17516,0.18688,0.19553
0.30828,0.57453,0.91125,1.1967,1.1979,1.0347,1.208,1.343,1.2301,1.2706,1.2085,1.3093,1.2678,1.1143,0.8259,-0.23961,-0.90613,-1.0958,-0.92993,-0.94457,-0.85208,-0.5675,-0.43804,-0.4853,-0.36875,-0.28411,-0.25871,-0.20647,-0.042221,0.061733,0.029683,-0.057154,-0.13025,-0.16415,-0.19393,-0.25409,-0.29915,-0.29728,-0.30164,-0.30939,-0.32988,-0.32324,-0.31863,-0.32274,-0.33242,-0.33458,-0.32337,-0.327,-0.35107,-0.35679,-0.3482,-0.3458,-0.34611,-0.35559,-0.34835,-0.34106,-0.34668,-0.36047,-0.35392
0.27277,0.28228,0.30313,0.3199,0.31692,0.31453,0.23493,0.23973,0.22284,0.19583,0.19472,0.2024,0.20545,0.21009,0.19918,0.15897,0.087231,-0.088021,-0.24503,-0.087378,-0.13556,-0.31039,-0.30914,-0.28198,-0.28157,-0.30562,-0.31887,-0.29171,-0.28462,-0.25755,-0.24059,-0.21877,-0.17296,-0.1471,-0.11976,-0.061015,-0.039844,-0.038816,-0.0245,-0.022207,-0.023222,-0.019277,-0.0099584,-0.0034318,0.00027729,-0.00040574,1.6178e-05,0.0026691,0.012704,0.026518,0.033876,0.03848,0.035,0.03762,0.039162,0.042432,0.037997,0.036173,0.035482
0.16366,0.18551,0.19944,0.19884,0.20824,0.4052,0.49445,0.49949,0.49343,0.49104,0.44406,0.37144,0.32375,0.42091,-0.26316,-1.3126,-1.7125,-1.4575,-0.35215,-0.1125,0.11104,0.45744,0.47515,0.62444,0.76366,0.86492,0.71395,0.21071,-0.11624,-0.074518,0.034435,0.089063,0.074826,0.014822,-0.01216,-0.1477,-0.13974,-0.14228,-0.12547,-0.10381,-0.11815,-0.13777,-0.11255,-0.17599,-0.18627,-0.18717,-0.18668,-0.19121,-0.23799,-0.23499,-0.20604,-0.22676,-0.23381,-0.32738,-0.26992,-0.026213,-0.0493,-0.068576,-0.08485
-0.18407,-0.18983,-0.15614,-0.14915,-0.16001,-0.21923,-0.20334,-0.21097,-0.21997,-0.30056,-0.27969,-0.21497,-0.15789,-0.1232,0.079124,0.38359,0.48161,0.52751,0.28508,0.17906,0.074236,0.034326,0.011785,-0.027706,-0.012545,-0.047432,-0.032501,0.068318,0.12971,0.11832,0.075146,0.035406,0.0339,0.038315,0.033461,0.04294,0.033553,0.032306,0.025369,0.017354,0.018594,0.0183,0.011738,0.018099,0.020626,0.021825,0.019592,0.018205,0.020842,0.021635,0.013473,0.016219,0.016931,0.03535,0.016397,-0.035917,-0.030408,-0.037274,-0.035457
-0.46959,-0.63555,-0.70597,-0.70372,-0.6824,-0.92276,-0.97715,-0.91295,-0.85071,-0.66306,-0.61756,-0.66103,-0.67767,-0.67181,-0.39206,-0.218,0.074804,0.18409,0.10734,0.11459,0.25883,0.15911,0.17563,0.15138,0.23252,0.22541,0.17728,0.3009,0.36273,0.42811,0.38491,0.30021,0.30115,0.29679,0.29489,0.30095,0.27528,0.27177,0.28136,0.27763,0.2785,0.27065,0.27493,0.27458,0.26849,0.26455,0.26905,0.27056,0.26667,0.27345,0.27093,0.2768,0.26411,0.26637,0.24069,0.20516,0.20976,0.18741,0.19166
