-1.102,-0.28573,0.69232,0.88943,0.94825,0.95533,1.1673,0.88095,1.1649,1.1726,1.0348,1.0945,1.1686,0.76663,-0.35065,0.17679,0.26883,0.019716,-0.10704,-0.026348,-0.11006,-0.26668,-0.56239,-0.60072,-0.54205,-0.58847,-0.6431,-0.62787,-0.63512,-0.60408,-0.60077,-0.46627,-0.42722,-0.3808,-0.37183,-0.16542,-0.11477,-0.11052,-0.064206,-0.0063298,-0.010514,-0.045022,-0.0080516,0.00015984,-0.052556,-0.076139,-0.020183,0.0054073,-0.06714,-0.095968,-0.078247,-0.13692,-0.20649,-0.17051,-0.12888,-0.11725,-0.14231,-0.11423,-0.051581,-0.084177,-0.13152,-0.13061,-0.13193,-0.14086,-0.17272,-0.16305,-0.16914
-0.91182,-0.57936,-0.073758,-0.064161,0.086673,0.017197,-0.17425,-0.067457,-0.14303,-0.28784,-0.12893,-0.15769,-0.035692,0.15775,-0.054659,0.17006,0.15678,-0.1114,0.0030758,-0.2143,-0.46907,-0.44718,-0.41568,-0.44143,-0.49683,-0.44119,-0.41157,-0.34226,-0.26998,-0.16643,0.020678,0.0024302,-0.0014296,-0.020115,-0.090325,-0.14833,-0.13394,-0.035018,-0.036317,0.084341,0.26657,0.43701,0.44294,0.40387,0.38539,0.29638,0.28491,0.29134,0.3296,0.3256,0.31909,0.20123,0.14813,0.19604,0.17551,0.15811,0.16054,0.037541,0.064296,0.095593,0.096275,0.10527,0.17334,0.23288,0.30139,0.36839,0.37523
0.36575,0.38888,0.22631,0.20112,-0.14465,0.080507,-0.60403,-0.8083,-0.91674,-0.78162,-0.66369,-0.5117,-0.23465,-0.28411,0.21617,0.44019,0.22119,0.61171,0.73734,0.91716,0.91177,0.6227,0.21534,-0.012933,-0.0078159,-0.016123,-0.053796,-0.091706,-0.10324,-0.15971,-0.30752,-0.2893,-0.065498,0.25567,0.31666,0.35874,0.40584,0.42052,0.42172,0.17717,-0.36323,-0.33387,0.32161,0.39863,0.35808,0.31798,0.38652,0.47709,-0.16245,-0.31478,-0.29378,-0.269,-0.25945,-0.28444,-0.28015,-0.29518,-0.32073,0.53224,-0.13477,-0.30564,-0.23626,-0.24164,-0.31798,-0.32445,-0.34362,-0.29131,0.12529
0.19765,0.17048,-0.068406,-0.16422,-0.071781,-0.066484,-0.012142,0.047149,-0.070334,0.051256,-0.032775,-0.029787,0.0023807,0.1859,0.17229,-0.071211,-0.13632,-0.090767,-0.1971,-0.19507,-0.1329,-0.16263,-0.09691,0.0048281,0.029068,0.024438,0.01995,0.025628,0.045769,0.044777,0.042111,-0.016046,0.031349,0.091651,0.087485,0.11745,0.10756,0.10384,0.094673,0.096613,0.10216,0.085635,0.094045,0.083368,0.039652,-0.0027507,-0.030268,-0.042411,-0.021176,-0.018615,-0.02229,-0.0068281,-0.0062823,-0.03125,-0.027246,-0.028708,-0.036037,-0.0059682,-0.023605,-0.030252,-0.032734,-0.034079,-0.044559,-0.050018,-0.055681,-0.034033,0.0005204
-0.36865,-0.63322,-0.68916,-0.47151,-0.68635,-0.52915,-0.55841,-0.55055,-0.54318,-0.46828,-0.42887,-0.44262,-0.47868,-0.40576,0.14831,0.52527,0.52996,0.5845,0.3042,0.23413,0.26009,0.146,0.12862,0.25207,0.29656,0.25966,0.24148,0.22784,0.19351,0.18385,0.17242,0.24577,0.26485,0.21733,0.21052,0.19262,0.13255,0.074227,0.082677,0.062066,0.038213,-0.029217,-0.075741,-0.081095,-0.071784,0.03103,0.01115,-0.069923,-0.045864,-0.031569,-0.032702,0.071006,0.04641,0.02992,0.039523,0.046716,0.044867,0.05324,0.15642,0.16194,0.14956,0.15738,0.1389,0.1151,0.092965,0.078392,0.05847
0.8211,0.27252,0.0077607,-0.092695,-0.14225,-0.1704,-0.27178,-0.36906,-0.26234,-0.17985,-0.10512,-0.093002,0.088274,0.18568,-0.22156,-0.3856,-0.34981,-0.10643,-0.28669,-0.38678,-0.25613,-0.37081,-0.22601,-0.14181,-0.079497,-0.054768,-0.062837,-0.067932,-0.071128,-0.043476,-0.033958,-0.08951,-0.054154,0.11905,0.047183,0.038764,0.02472,0.1871,0.18915,0.1886,0.14744,0.14143,0.19032,0.17529,0.1261,0.093452,0.10504,0.097221,0.050562,0.017844,0.0046069,0.0041963,0.019424,0.051879,0.078901,0.090321,0.061302,0.13166,0.12475,0.12985,0.13903,0.13554,0.12363,0.11721,0.098684,0.14163,0.20815
1.9337,2.1071,2.0962,2.1138,2.1228,2.1569,2.177,2.1877,2.1672,2.181,2.1576,2.1588,2.2018,1.746,0.14124,-0.20766,-0.19294,-0.38951,-0.62206,-0.65681,-0.62621,-0.62346,-0.62675,-0.6271,-0.62598,-0.62772,-0.62959,-0.62029,-0.6159,-0.62738,-0.63353,-0.63283,-0.62189,-0.62375,-0.62428,-0.60287,-0.59978,-0.608,-0.60943,-0.61381,-0.61099,-0.61517,-0.618,-0.62404,-0.63722,-0.66227,-0.67877,-0.67686,-0.67966,-0.67479,-0.66684,-0.56749,-0.44068,-0.43296,-0.46425,-0.47434,-0.48783,-0.44866,-0.37251,-0.3978,-0.47099,-0.51293,-0.52187,-0.53994,-0.60893,-0.6414,-0.63222
-4.0154,-4.2446,-3.6646,-3.76,-3.373,-3.0663,-2.4538,-1.8387,-2.5201,-1.7163,-2.3991,-2.5543,-2.6604,-2.5519,-1.9711,-1.1637,0.43205,0.62879,0.1695,0.12499,0.24456,0.57215,0.81425,0.81743,0.86348,0.88962,0.92464,0.94342,0.98765,0.98061,0.96864,0.95963,0.96412,1.0385,1.0426,1.1388,1.1933,1.147,1.1422,1.1102,1.1173,1.1091,1.0535,1.0813,1.0783,0.94788,0.78089,0.80685,0.85183,0.85877,0.86709,0.8905,0.87421,0.82352,0.86995,0.87118,0.85369,0.80837,0.76278,0.80369,0.86009,0.85196,0.82954,0.82351,0.80035,0.79388,0.78521
-0.11847,0.11459,0.51591,0.28113,-0.34048,-0.87274,-1.4384,-1.4044,-1.4556,-1.9879,-1.9176,-2.0188,-2.0047,-2.5483,-3.2005,-1.4306,0.078938,0.27327,0.42364,0.45309,0.4405,0.37979,0.36237,0.35134,0.32666,0.33029,0.33191,0.38255,0.37456,0.35743,0.37144,0.37608,0.39544,0.35073,0.35264,0.39094,0.38856,0.37681,0.36932,0.37381,0.4006,0.42258,0.41104,0.40976,0.418,0.42492,0.41661,0.39703,0.40252,0.41379,0.42718,0.41306,0.40084,0.39992,0.38435,0.38791,0.4133,0.39319,0.42466,0.4032,0.39071,0.39622,0.43299,0.44479,0.45939,0.46786,0.45825
4.1439,3.9584,4.084,4.255,4.242,4.0338,3.9225,3.4278,3.8463,3.8166,4.0846,4.0641,3.8555,3.6521,2.8084,0.71778,-0.98173,-0.64774,-0.49311,-0.63009,-0.74251,-0.98569,-1.1942,-1.2778,-1.247,-1.2566,-1.2685,-1.3568,-1.4431,-1.4015,-1.4234,-1.3575,-1.4551,-1.3565,-1.3354,-1.3643,-1.4062,-1.36,-1.2546,-1.2296,-1.2894,-1.248,-1.1822,-1.1893,-1.1916,-1.1006,-0.98096,-1.006,-1.0259,-1.0518,-1.1008,-1.1151,-1.1282,-1.0471,-1.0507,-1.0604,-1.1165,-1.0994,-1.1722,-1.1849,-1.1474,-1.1254,-1.1586,-1.1734,-1.1707,-1.1643,-1.163
