0.4606,0.68362,0.75384,0.57203,0.17054,-0.3289,-0.65094,-0.86409,-1.1339,-1.0742,-1.0425,-1.0084,-1.0123,-0.99792,-0.85666,-0.67486,-0.36508,-0.064372,0.12087,0.2369,0.28625,0.16244,0.12477,0.16947,0.20887,0.26322,0.28354,0.26884,0.25054,0.26262,0.25578,0.23708,0.24418,0.2394,0.1936,0.19782,0.20781,0.17473,0.18599,0.24563,0.22081,0.21964,0.24932,0.24269,0.22238,0.21902,0.22136,0.20366,0.21873,0.20603,0.19485,0.1947
0.55387,0.62093,0.5969,0.27185,-0.22146,-0.7131,-1.0169,-1.049,-0.89368,-0.84068,-0.91068,-0.8474,-0.84214,-0.86833,-0.79596,-0.72822,-0.52055,-0.21815,0.10404,0.38341,0.44455,0.38499,0.39755,0.41768,0.45267,0.50468,0.46387,0.457,0.32743,0.19495,0.18828,0.23619,0.20191,0.16483,0.17331,0.17908,0.19041,0.19215,0.18365,0.22657,0.18606,0.20829,0.18244,0.16045,0.14818,0.10589,0.087416,0.1134,0.14434,0.18806,0.21072,0.21819
-0.21936,-0.20817,-0.15529,0.16071,0.4582,0.59152,0.46798,0.19225,-0.11535,-0.22161,-0.18817,-0.24042,-0.22798,-0.16758,-0.033961,0.095265,0.11446,0.068775,-0.010267,-0.024166,-0.0024845,0.077027,0.074165,0.068696,0.059495,0.044018,0.041338,0.046336,-0.0043458,-0.040868,-0.048357,-0.034519,-0.040555,-0.054635,-0.069374,-0.067404,-0.067455,-0.068156,-0.070445,-0.048665,-0.055173,-0.038663,-0.030908,-0.024021,-0.026668,-0.026518,-0.0089841,-0.0052984,0.0070564,0.023225,0.026994,0.028325
0.15875,0.18863,0.30464,0.35552,0.27234,0.046693,-0.1697,-0.27015,-0.329,-0.30861,-0.28484,-0.3116,-0.31617,-0.29204,-0.2824,-0.31559,-0.30032,-0.28206,-0.21983,-0.18218,-0.17852,-0.12193,-0.11558,-0.10676,-0.091549,-0.078813,-0.045266,-0.049074,-0.0071892,0.12635,0.13932,0.1532,0.16654,0.17701,0.16497,0.15631,0.14709,0.13783,0.13766,0.14507,0.14665,0.14711,0.15365,0.15056,0.14467,0.14695,0.14751,0.13986,0.13865,0.12621,0.11987,0.11958
-0.19695,-0.2869,-0.35284,-0.38859,-0.43424,-0.47039,-0.41481,-0.31647,-0.23026,-0.18745,-0.16136,-0.16766,-0.15429,-0.13634,-0.12785,-0.13907,-0.15971,-0.13062,-0.08332,0.068461,0.11499,0.16099,0.14644,0.15684,0.14427,0.11575,0.16956,0.18011,0.11817,0.11627,0.096116,0.12195,0.13149,0.14387,0.14155,0.16218,0.19235,0.19457,0.18607,0.030868,0.079495,0.034608,0.031686,0.066457,0.10495,0.18604,0.20495,0.19754,0.18456,0.19685,0.18228,0.17683
-0.62987,-0.75812,-0.96758,-1.0944,-1.1123,-0.96888,-0.65044,-0.27476,-0.055568,0.080554,0.095102,0.097939,0.087209,0.049475,-0.031976,-0.076707,-0.092366,-0.11428,-0.20003,-0.0037574,0.11801,0.12869,0.12426,0.14722,0.18173,0.25389,0.31204,0.27606,0.15566,0.1207,0.0759,0.27422,0.27704,0.2615,0.23418,0.22937,0.23115,0.2163,0.21513,0.24324,0.22847,0.23158,0.24573,0.23696,0.21694,0.20099,0.20535,0.19784,0.20243,0.19072,0.19315,0.19434
0.077562,0.09523,0.12557,0.13659,0.14149,0.14403,0.15497,0.16477,0.17633,0.17932,0.18874,0.18331,0.18232,0.18133,0.15724,0.12384,0.094666,0.067767,0.063274,-0.13329,-0.23727,-0.26537,-0.2348,-0.23525,-0.22406,-0.21738,-0.21583,-0.22288,-0.21107,-0.10694,-0.01725,-0.068458,-0.080852,-0.066311,-0.074954,-0.080679,-0.090801,-0.084981,-0.089616,0.014948,0.047711,-0.0055237,0.016101,0.031246,0.029005,0.024064,0.028352,0.026549,0.030705,0.025225,0.02557,0.025733
-0.39966,-0.3745,-0.361,-0.39507,-0.35738,-0.25599,-0.23182,-0.26071,-0.31277,-0.24268,-0.18729,-0.21779,-0.25539,-0.34655,-0.41732,-0.45408,-0.46329,-0.46468,-0.42494,-0.44076,-0.43392,-0.47289,-0.49746,-0.53406,-0.54035,-0.5136,-0.53917,-0.53797,0.12809,0.46762,0.40605,0.37558,0.49512,0.57426,0.57168,0.48491,0.35812,0.34623,0.38418,0.52148,0.55057,0.56617,0.65006,0.6319,0.57622,0.54949,0.55836,0.51398,0.47072,0.26422,0.24412,0.24394
-0.024808,-0.029383,-0.020293,5.2807e-05,0.019125,0.018725,0.013326,0.012748,0.064685,0.058441,0.059929,0.059409,0.066136,0.0857,0.075152,0.048353,0.021611,0.011106,-0.00049913,0.058454,0.081023,0.12783,0.12692,0.13872,0.15545,0.15136,0.15686,0.16319,0.018628,-0.092441,-0.095318,-0.064052,-0.076788,-0.090104,-0.08849,-0.069244,-0.042631,-0.03976,-0.046652,-0.081548,-0.092765,-0.095582,-0.10867,-0.10738,-0.096038,-0.091386,-0.094248,-0.082332,-0.07206,-0.037837,-0.026753,-0.02586
-0.24916,-0.2924,-0.39482,-0.38743,-0.30646,-0.17446,-0.036051,0.057707,0.093878,0.097366,0.12443,0.12433,0.1335,0.14731,0.12033,0.1323,0.14113,0.15081,0.04987,0.028152,0.053935,0.086729,0.07641,0.097463,0.14295,0.16471,0.19687,0.2082,0.043373,-0.041584,-0.034187,0.0056975,-0.0040125,-0.022171,-0.030051,-0.0088755,0.018797,0.014901,0.0090977,-0.042401,-0.060303,-0.06338,-0.063933,-0.063113,-0.053896,-0.04491,-0.045926,-0.04235,-0.037088,-0.015457,-0.0024858,-0.0033393
