-0.52271,-0.066483,0.34738,1.3821,1.63,1.585,1.3794,1.4701,1.4232,1.2079,1.4392,1.5177,1.5799,1.5664,1.5815,1.6888,1.6922,1.6513,1.6672,1.7105,1.7003,1.7036,1.7649,1.765,1.2042,0.19032,-0.41285,-0.56544,-1.0271,-0.56744,-0.75353,-0.80444,-0.84845,-0.8575,-0.81395,-0.70911,-0.67176,-0.70431,-0.68792,-0.65108,-0.66779,-0.68885,-0.64214,-0.64322,-0.70709,-0.66835,-0.65514,-0.69596,-0.67821,-0.65496,-0.67979,-0.68412,-0.66079,-0.65872,-0.7058,-0.6966,-0.67094,-0.69965,-0.73002,-0.70644,-0.70546,-0.75289,-0.70294,-0.69066,-0.7338,-0.70946,-0.68641,-0.72249,-0.71943,-0.69449,-0.68787,-0.71605,-0.70867,-0.67649,-0.68233
0.32852,-0.96128,-1.3159,-0.55735,-0.25978,-0.39708,-0.24012,-0.28175,-0.59624,-1.1957,-1.4321,-1.3204,-1.2409,-1.2622,-1.2029,-1.2539,-1.3608,-1.4149,-1.3533,-1.327,-1.3131,-1.2851,-1.2333,-1.2196,-0.89682,0.095697,1.4686,1.3055,0.59294,0.49184,0.44564,0.53124,0.52973,0.41733,0.41054,0.41036,0.38917,0.40037,0.44152,0.44228,0.44196,0.47794,0.4802,0.45772,0.4711,0.4838,0.45692,0.43388,0.44824,0.44765,0.42107,0.45001,0.48101,0.44191,0.44113,0.49682,0.48623,0.47786,0.51506,0.53569,0.49649,0.51198,0.51793,0.49543,0.47933,0.48586,0.47737,0.43226,0.4107,0.45506,0.42452,0.41942,0.46693,0.43084,0.36969
-0.19889,-0.67736,-0.41389,-0.72107,-0.99166,-0.77306,-0.45043,-0.3826,-0.27817,-0.01022,0.59825,0.74966,0.74138,0.82544,0.85805,0.91076,0.9158,0.88543,0.84677,0.82835,0.82714,0.82933,0.81723,0.80316,0.44324,-0.021243,-0.066948,-0.45773,-0.28752,-0.13645,-0.069469,-0.070975,-0.10835,-0.12645,-0.14108,-0.13286,-0.15393,-0.17602,-0.17304,-0.17413,-0.19045,-0.18282,-0.16463,-0.16874,-0.17544,-0.14096,-0.13983,-0.14285,-0.11014,-0.10616,-0.11144,-0.089036,-0.089388,-0.114,-0.13971,-0.13838,-0.15762,-0.17823,-0.16954,-0.16386,-0.17224,-0.1638,-0.13138,-0.12816,-0.13147,-0.10065,-0.08216,-0.094443,-0.091229,-0.075856,-0.10109,-0.11784,-0.11523,-0.13525,-0.17232
0.20528,0.70703,1.2,1.2375,1.0138,0.91417,1.0429,1.255,1.3796,1.504,1.4457,1.4459,1.4453,1.4663,1.4826,1.4472,1.4167,1.4067,1.4015,1.4862,1.4851,1.486,1.4842,1.5586,1.3259,0.43655,-0.64727,-0.99268,-0.7844,-0.63191,-0.64908,-0.64743,-0.64202,-0.64278,-0.64059,-0.63183,-0.62887,-0.63322,-0.63041,-0.62515,-0.63036,-0.63282,-0.62637,-0.6266,-0.68137,-0.71518,-0.71386,-0.71413,-0.71431,-0.70919,-0.68801,-0.66997,-0.66685,-0.67103,-0.6783,-0.67331,-0.67168,-0.67492,-0.67324,-0.6641,-0.66558,-0.6673,-0.66194,-0.65779,-0.664,-0.66174,-0.65459,-0.6513,-0.64292,-0.63973,-0.6429,-0.64494,-0.64262,-0.63321,-0.62601
-0.11552,1.9988,3.1891,3.2402,3.1641,3.2353,3.1693,3.1826,3.1349,2.9514,2.8684,2.8686,2.8534,2.8536,2.8164,2.7783,2.8276,2.9378,2.8997,2.8756,2.8673,2.8561,2.848,2.8768,2.5664,0.94922,-0.90386,-1.2206,-1.5075,-1.5079,-1.4949,-1.5325,-1.4828,-1.3975,-1.3946,-1.4043,-1.3863,-1.3954,-1.4241,-1.4231,-1.421,-1.4476,-1.452,-1.4382,-1.4501,-1.465,-1.4504,-1.4411,-1.4569,-1.4592,-1.4457,-1.4703,-1.4893,-1.4607,-1.4628,-1.4949,-1.4802,-1.464,-1.4855,-1.4883,-1.4647,-1.4728,-1.4811,-1.4649,-1.4547,-1.4672,-1.4646,-1.4521,-1.4725,-1.4875,-1.459,-1.451,-1.4782,-1.4641,-1.4603
0.062177,-1.2383,-0.97782,-0.71934,-1.2813,-1.319,-1.128,-0.56696,-0.32605,-0.83857,-1.252,-1.3271,-1.3939,-1.344,-1.262,-1.3139,-1.3968,-1.4395,-1.4541,-1.2911,-1.3126,-1.3053,-1.2862,-1.3398,-1.7254,-1.8113,0.3319,0.86026,0.51268,0.73996,0.52391,0.52982,0.54838,0.56379,0.5772,0.6343,0.62732,0.60648,0.61213,0.62113,0.60812,0.60035,0.62359,0.61002,0.54081,0.53933,0.53912,0.53443,0.52358,0.5245,0.62173,0.69728,0.70254,0.68862,0.66049,0.66178,0.67198,0.65014,0.64448,0.65059,0.66216,0.6413,0.68048,0.6803,0.65834,0.68795,0.69234,0.65857,0.6604,0.67325,0.66674,0.65162,0.66305,0.66882,0.66036
-1.1247,-0.94201,-0.87101,-0.81151,-0.73223,-0.72582,-0.82219,-1.0495,-1.0151,-0.5933,-0.53389,-0.5519,-0.56924,-0.59296,-0.61066,-0.61815,-0.6306,-0.63336,-0.63753,-0.63352,-0.63219,-0.64584,-0.67336,-0.70279,-0.76501,-0.80991,-0.84345,-0.82914,-0.53412,-0.58499,-0.61776,-0.61801,-0.59136,-0.441,0.034176,0.44158,0.57611,0.60523,0.65597,0.65398,0.6646,0.65439,0.65752,0.65759,0.64408,0.62511,0.62483,0.62422,0.62505,0.6268,0.59973,0.59229,0.5959,0.59334,0.59383,0.5959,0.59648,0.5958,0.57369,0.58721,0.56727,0.55972,0.56167,0.56205,0.56201,0.56109,0.56601,0.59176,0.58981,0.57948,0.59747,0.59641,0.59845,0.59785,0.60168
-0.042179,-0.03675,-0.2394,-0.45905,-0.42422,-0.4284,-0.46645,-0.46146,-0.23981,-0.32538,-0.32746,-0.34661,-0.3486,-0.35267,-0.3525,-0.3455,-0.34322,-0.3534,-0.3558,-0.34915,-0.34551,-0.35005,-0.35598,-0.35952,-0.35483,-0.26855,-0.21023,-0.10655,0.10304,0.12207,0.1332,0.13826,0.13569,0.13287,0.13907,0.14195,0.15283,0.15461,0.15733,0.15623,0.1572,0.15644,0.15768,0.16135,0.16304,0.16214,0.16273,0.16393,0.16576,0.1652,0.16461,0.16365,0.16334,0.16642,0.16619,0.16533,0.165,0.16871,0.16479,0.16079,0.15622,0.15668,0.15962,0.15824,0.16309,0.16149,0.15964,0.23905,0.37434,0.31288,0.32117,0.32492,0.33215,0.41224,0.58609
-0.34941,-0.58366,-0.56225,-0.49121,-0.22535,-0.22355,-0.2143,-0.25242,-0.12856,-0.022911,-0.062336,-0.042839,-0.029405,-0.054398,-0.043097,-0.048757,-0.057037,-0.053615,-0.049809,-0.052098,-0.043125,-0.04966,-0.040172,-0.0040207,0.027059,0.11209,0.1962,0.14587,0.099015,0.059038,0.061024,0.089931,0.10097,0.075647,0.062252,0.03717,0.048898,0.053747,0.062147,0.055702,0.058371,0.061563,0.060732,0.063594,0.081939,0.082912,0.077345,0.075807,0.08213,0.078797,0.070268,0.069461,0.074349,0.077841,0.077891,0.084601,0.083113,0.096615,0.094988,0.088112,0.070366,0.076263,0.081182,0.074159,0.084478,0.079779,0.072017,0.050138,0.018441,0.031809,0.050014,0.048439,0.059718,0.048694,0.011317
0.21598,-0.45789,-0.26155,-0.38127,-1.2829,-1.2407,-1.0552,-0.34136,0.11217,0.40806,0.32926,0.3097,0.22226,0.24632,0.23411,0.26041,0.28498,0.28122,0.26738,0.26047,0.22002,0.24644,0.26112,0.20582,0.074037,-0.010776,0.39614,0.55684,0.2636,0.5976,0.41787,0.27619,0.26687,0.28349,0.12037,0.083269,0.0049859,0.0011228,0.004197,-0.0004853,-0.010674,-0.0016425,-0.0037615,-0.026166,-0.078792,-0.070036,-0.057505,-0.05613,-0.059442,-0.065991,-0.039161,-0.033129,-0.033632,-0.029064,-0.028482,-0.045418,-0.041162,-0.090125,-0.093796,-0.15228,-0.086124,-0.10826,-0.069732,-0.077738,-0.091798,-0.033077,-0.046334,-0.11615,-0.12529,-0.10616,-0.13253,-0.14516,-0.14506,-0.17547,-0.2048
