0.088296,-0.079189,0.04181,0.37004,0.42961,0.35671,0.19929,0.35903,0.38539,0.32043,0.15149,0.24273,0.141,-0.030777,-0.10645,-0.011195,0.021183,0.045321,0.12449,0.22917,0.061605,-0.4543,-0.39535,-0.29729,-0.2502,-0.17124,-0.080678,0.073628,0.14612,0.05257,0.064571,0.042507,-0.00061552,-0.05531,-0.097425,-0.079093,-0.071162,-0.078165,-0.11549,-0.14071,-0.1262,-0.13543,-0.17921,-0.19236,-0.16648,-0.16136,-0.17508,-0.18372,-0.14443,-0.11997,-0.1318,-0.12378,-0.0764,-0.011129,0.015975,0.013248,0.033483,0.035892,-0.0023309,0.00039432,0.0074659,0.00095737,-0.0286,-0.021222,0.00614,0.0089655,-0.02045,-0.034021,-0.015411,-0.024694,-0.058134,-0.054654,-0.041476,-0.036517,-0.041907,-0.00026993,0.086188,0.097826,0.071521,0.079044,0.099784,0.097975,0.068158,0.074349,0.077318
0.089723,-0.088037,-0.049902,0.11126,0.1308,0.13719,0.04527,0.15263,0.25699,-0.25711,-0.14298,0.12867,0.10021,0.082787,0.081581,0.15616,0.15625,0.29319,0.36384,0.051146,-0.49801,-0.47212,-0.24724,-0.085115,-0.03569,-0.034482,0.017682,-0.042736,-0.076415,-0.17947,-0.14684,-0.16183,-0.15226,-0.099572,-0.080278,-0.04185,-0.053289,-0.048731,-0.023961,-0.017432,-0.054478,-0.051596,-0.027971,-0.0016159,0.013481,0.019409,0.056182,0.065441,0.036814,0.03213,0.044231,0.050238,0.045683,0.012864,0.0078263,0.016774,-0.0023508,-0.011345,-0.0052821,-0.012302,-0.025511,-0.022266,-0.022212,0.027657,0.026588,0.014464,0.039796,0.037767,0.014932,0.0052336,0.0089445,0.015407,0.02421,0.026948,0.066017,0.063603,0.021113,0.032449,0.040326,0.018889,-0.0016521,-0.0060384,0.0079668,0.014181,0.017037
-0.017168,0.29903,-0.21904,-0.46594,-0.47742,-0.98369,-0.78104,-0.96067,-0.95042,-0.85721,-0.77672,-0.82859,-0.74573,-0.61973,-0.63686,-0.67364,-0.67984,-0.78172,-1.0066,-0.71592,0.077937,0.32198,0.42179,0.13548,0.30826,0.33379,0.18387,0.063192,0.20337,0.77552,0.84636,0.84922,0.52777,0.030455,0.038398,0.034784,0.041884,0.040731,0.017792,0.0075902,0.032079,0.068436,0.086,0.085937,0.093024,0.086142,0.05831,0.0274,0.01017,0.025861,0.037086,0.021116,0.027518,0.031174,0.025502,0.0023733,0.0085176,0.020753,0.017694,0.020436,0.026029,0.046418,0.061919,0.04067,0.044709,0.036975,0.018499,-0.017815,-0.018919,-0.0039643,0.00063246,-0.0035853,0.01393,0.02658,-0.0098458,0.50619,0.71083,0.6839,0.66116,0.63731,0.64068,0.66594,0.67346,0.68429,0.70716
-0.65791,-0.65998,-0.63968,-0.64377,-0.62893,-0.66216,-0.68693,-0.65901,-0.67708,-0.66083,-0.65494,-0.55227,-0.54057,-0.54995,-0.5184,-0.4926,-0.48691,-0.52681,-0.55947,-0.531,-0.29766,-0.041913,0.055509,0.13387,0.20071,0.22564,0.17072,0.17686,0.19139,0.21891,0.19492,0.19882,0.20336,0.19206,0.18997,0.17023,0.1783,0.18109,0.17454,0.1664,0.17725,0.17931,0.17516,0.17367,0.1784,0.18539,0.18048,0.17865,0.18608,0.18962,0.18086,0.1733,0.1736,0.18442,0.18327,0.18155,0.18538,0.19284,0.19075,0.19046,0.19758,0.2017,0.20798,0.19167,0.19352,0.19873,0.1982,0.19805,0.20886,0.21492,0.21326,0.21031,0.21088,0.21415,0.20694,0.22689,0.25344,0.25221,0.24623,0.24305,0.24398,0.23906,0.23369,0.22897,0.23072
-0.12851,-0.16513,-0.20895,-0.16972,-0.21808,-0.19317,-0.1987,-0.15917,-0.19932,-0.0194,-0.068832,-0.058616,-0.045026,-0.090976,-0.14247,-0.13645,-0.13177,-0.16986,-0.15741,-0.18416,-0.15117,-0.072298,-0.037592,0.096503,0.11724,0.062833,0.004301,0.032368,-0.0033386,-0.035604,-0.035087,-0.018548,0.01885,0.037399,0.02137,-0.0041443,0.0089273,0.0075069,0.00023734,0.014855,0.02788,0.019252,0.0084209,-0.0036606,-0.0025497,0.0042059,-0.0052585,0.0051682,0.049071,0.056887,0.047914,0.050447,0.060244,0.066925,0.060272,0.054756,0.079051,0.088923,0.082313,0.089381,0.10208,0.094067,0.07777,0.067735,0.07399,0.086237,0.069565,0.079155,0.10909,0.11496,0.10503,0.1002,0.096792,0.092694,0.069131,0.031745,0.065237,0.067119,0.057567,0.069684,0.081074,0.073727,0.057608,0.052158,0.047054
-0.21518,-0.11521,-0.058822,0.10599,0.070671,0.052905,-0.046314,0.060383,0.11251,0.06901,-0.00080613,0.13229,0.17185,0.19876,0.10097,0.1228,0.12962,0.060343,0.050559,0.30598,0.36652,0.17877,0.0034134,-0.10762,-0.10431,-0.11554,-0.098338,-0.13871,-0.093522,-0.058077,-0.04323,-0.037496,-0.064112,-0.095587,-0.096802,-0.087198,-0.07133,-0.064509,-0.07698,-0.083704,-0.078336,-0.066357,-0.065288,-0.064409,-0.042712,-0.028792,-0.031373,-0.042623,-0.038334,-0.028983,-0.037856,-0.044922,-0.02829,0.0021209,0.024648,0.019182,0.040358,0.04815,0.033921,0.028289,0.020698,0.021563,0.01502,0.0060888,0.015259,0.02005,0.0035166,-0.0075359,-0.0020224,-0.0027391,-0.018062,-0.018989,-0.012348,-0.007498,-0.022855,-0.00088571,0.013638,0.011999,-0.0091488,-0.0088887,-0.0056649,-0.00089548,-0.016402,-0.010948,-0.001293
-0.05932,0.036687,0.12637,0.16297,0.17346,0.1421,0.13395,0.10711,0.10629,0.063547,0.10094,0.05693,0.046041,0.016147,0.06528,0.044135,0.036759,0.028314,0.015735,0.029648,0.083803,0.0071433,-0.083614,-0.15456,-0.22036,-0.23371,-0.28197,-0.2742,-0.28927,-0.28677,-0.30314,-0.30395,-0.30226,-0.31038,-0.32272,-0.32962,-0.32929,-0.32878,-0.32583,-0.33792,-0.32382,-0.32595,-0.34798,-0.34391,-0.343,-0.34589,-0.35929,-0.35981,-0.35875,-0.35591,-0.3539,-0.31845,-0.17512,0.10616,0.34996,0.37997,0.37806,0.36238,0.31506,0.31273,0.29792,0.28283,0.28288,0.27301,0.2598,0.25442,0.25291,0.23374,0.21712,0.19479,0.17096,0.17787,0.18506,0.18225,0.17567,0.18225,0.18483,0.19228,0.19116,0.21998,0.23398,0.25115,0.23579,0.23762,0.23149
-0.28444,-0.32444,-0.33887,-0.34142,-0.34644,-0.33308,-0.33492,-0.33731,-0.32633,-0.30712,-0.37047,-0.33823,-0.35649,-0.3345,-0.35932,-0.36117,-0.3297,-0.43508,-0.33043,-0.12603,0.20422,0.181,0.098053,0.19675,0.17318,0.22546,0.18956,0.17933,0.21473,0.18005,0.17211,0.16883,0.17273,0.17789,0.16576,0.13669,0.11987,0.11409,0.077584,0.010948,0.041367,0.053627,0.053346,0.052465,0.050848,0.055675,0.047705,0.045901,0.049999,0.067045,0.078637,0.089754,0.066807,0.10618,0.12296,0.145,0.11188,0.10916,0.1102,0.10952,0.10883,0.09291,0.085678,0.061519,0.057173,0.05223,0.067505,0.074162,0.049908,0.049793,0.05535,0.067984,0.061502,0.055419,0.072034,0.086545,0.064051,0.064024,0.0813,0.096041,0.096532,0.098715,0.096582,0.096665,0.096421
-0.22528,-0.21439,-0.18489,-0.18241,-0.17257,-0.154,-0.14267,-0.14869,-0.14597,-0.16091,-0.12541,-0.12748,-0.12505,-0.11756,-0.11993,-0.11381,-0.12089,-0.087063,-0.096222,-0.1653,-0.099071,0.13658,0.13896,0.098359,0.072039,0.048406,0.043641,0.036654,0.017944,0.018897,0.010037,0.01038,0.027387,0.044998,0.050334,0.048641,0.050702,0.052687,0.062206,0.077652,0.068029,0.063362,0.067654,0.071898,0.072621,0.07219,0.078174,0.080374,0.076991,0.071145,0.067732,0.064369,0.060237,0.034043,0.025445,0.016113,0.029595,0.02253,0.027693,0.025224,0.023324,0.030402,0.03841,0.040852,0.041927,0.044117,0.038885,0.043254,0.047365,0.046928,0.045451,0.046855,0.048023,0.047472,0.04915,0.034762,0.028815,0.030359,0.026309,0.027967,0.022892,0.02292,0.018474,0.021268,0.021448
-0.38645,-0.33318,-0.31545,-0.28354,-0.29199,-0.28227,-0.29401,-0.27643,-0.27724,-0.18219,-0.21242,-0.25973,-0.24538,-0.235,-0.27031,-0.28207,-0.28305,-0.28943,-0.2997,-0.1705,0.046653,0.2204,0.19648,0.10418,0.08231,0.070396,0.097316,0.1085,0.12673,0.15895,0.16069,0.16232,0.15526,0.14369,0.14498,0.14761,0.15612,0.15746,0.1573,0.1711,0.16819,0.16711,0.16877,0.16441,0.16649,0.16601,0.16328,0.1585,0.16261,0.16105,0.15322,0.13959,0.11191,0.041395,-0.0053661,-0.032056,0.0021558,-0.0068395,0.0078708,0.0044569,0.0044587,0.020023,0.02056,0.014435,0.026181,0.035201,0.011625,0.020476,0.034433,0.040526,0.036807,0.039413,0.039416,0.038371,0.028063,0.023619,0.031179,0.030411,0.017081,0.025766,0.02361,0.028566,0.01242,0.01665,0.019841
