-0.552,-1.1905,-1.267,-0.839,-0.3422,-0.24135,-0.72553,-0.49104,-0.33545,-0.34339,-0.25079,-0.21873,-0.23559,-0.16661,-0.47882,-1.2099,-1.4034,-0.60236,-0.58581,-0.57567,-0.12367,-0.19395,-0.13406,0.097219,0.042794,0.076632,0.30195,0.26234,0.20164,0.21916,0.22921,0.1635,0.15119,0.17254,0.16969,0.17374,0.21763,0.23609,0.2151,0.23846,0.30211,0.29956,0.26872,0.30963,0.30082,0.25547,0.28137,0.28947,0.23317,0.23111,0.25696,0.26781,0.25472,0.26751,0.29545,0.29394,0.24844,0.3129,0.33897,0.2842,0.285,0.30572,0.2794,0.25765,0.26783,0.27199,0.26988,0.28721,0.30675,0.31189,0.28911,0.29759,0.31553
0.82023,1.5246,1.4978,1.3737,1.559,1.0494,1.0847,1.2536,0.99009,0.95732,1.0355,1.1187,1.2752,1.384,1.6428,1.6505,1.546,1.4653,0.91799,0.3014,0.18069,-0.36051,-0.44918,-0.55434,-0.6244,-0.62855,-0.63313,-0.71105,-0.71461,-0.71468,-0.70703,-0.6811,-0.64486,-0.63627,-0.64456,-0.61922,-0.58706,-0.57341,-0.42047,-0.3843,-0.4088,-0.37469,-0.34463,-0.36256,-0.38662,-0.37021,-0.38866,-0.39913,-0.37219,-0.37246,-0.36661,-0.38169,-0.38873,-0.39327,-0.35386,-0.34121,-0.415,-0.38976,-0.39707,-0.37982,-0.37821,-0.3874,-0.40706,-0.45623,-0.50547,-0.51196,-0.49072,-0.46075,-0.462,-0.44946,-0.4302,-0.4221,-0.39153
0.17505,-0.18278,0.19031,0.23505,0.078299,-0.072055,0.33585,-0.030311,-0.13921,-0.34655,-0.42278,-0.47842,-0.5249,-0.51709,-0.22461,0.23915,0.2652,-0.34523,-0.1586,0.021604,0.12607,0.24402,0.14915,0.095355,0.064967,0.030694,0.00847,-0.0056769,-0.022595,-0.026757,-0.022626,-0.0046965,0.015091,0.038452,0.049458,0.052943,0.06467,0.077556,0.078231,0.066261,0.064695,0.04761,0.0067602,6.3963e-05,-0.0031526,-0.017656,-0.01335,0.013416,0.055446,0.061047,0.079573,0.093589,0.086878,0.094837,0.10341,0.093134,0.059962,0.04387,0.021364,-0.0058128,-0.013658,-0.013837,-0.0099461,-0.014458,-0.027579,-0.010571,0.0074602,0.0078271,0.010887,0.014847,-0.0014958,-0.0089862,-0.0032042
0.61145,1.2724,1.7475,2.0505,2.2087,2.3575,2.8397,3.2143,3.2244,3.2346,3.2344,3.2856,3.2174,3.1494,2.8496,2.0738,1.307,0.39371,-0.30041,-0.55524,-0.71431,-0.68797,-0.69594,-0.66774,-0.69072,-0.70669,-0.72801,-0.72419,-0.73468,-0.73338,-0.73874,-0.75259,-0.76377,-0.7655,-0.77159,-0.77763,-0.78542,-0.80702,-0.79074,-0.77105,-0.77901,-0.79742,-0.81558,-0.81434,-0.81985,-0.83517,-0.8282,-0.81892,-0.81679,-0.80912,-0.79854,-0.79678,-0.80023,-0.79414,-0.79394,-0.79382,-0.78525,-0.77044,-0.80479,-0.80777,-0.80376,-0.7996,-0.79982,-0.80122,-0.80259,-0.80245,-0.81643,-0.82709,-0.8217,-0.81894,-0.81967,-0.81173,-0.80361
-0.67067,-0.8898,-0.25354,0.016963,0.048783,0.0438,-0.11354,-0.24224,-0.12412,-0.10051,-0.1095,-0.097743,-0.15036,-0.19263,-0.32731,-0.3506,-0.048449,0.41725,0.56161,0.50695,0.31953,0.38377,0.35526,0.26979,0.23665,0.18486,0.19749,0.20897,0.18776,0.18369,0.1774,0.17187,0.17928,0.18759,0.19535,0.18166,0.17787,0.15192,0.028165,0.0011589,-0.015744,-0.063212,-0.093212,-0.086656,-0.076066,-0.091406,-0.079915,-0.056375,-0.058972,-0.079292,-0.086543,-0.080032,-0.041817,-0.01536,-0.092559,-0.099053,0.043964,-0.064216,-0.12424,-0.13786,-0.1385,-0.122,-0.13115,-0.070496,0.024241,0.033272,0.014066,-0.0053851,-0.0029231,-0.0029439,-0.0093174,-0.019651,-0.075037
0.83678,1.0305,2.0207,2.6181,2.5838,2.5411,1.8136,0.70201,0.52294,0.47662,0.51897,0.59703,0.47677,0.43618,0.52177,0.65013,0.79998,0.66164,-0.04377,-0.29822,-0.29686,-0.1946,-0.253,-0.35308,-0.45528,-0.50101,-0.47044,-0.48018,-0.49401,-0.48611,-0.48054,-0.5186,-0.51819,-0.50022,-0.48649,-0.46897,-0.43647,-0.42907,-0.41274,-0.39897,-0.39,-0.40229,-0.43082,-0.42359,-0.43709,-0.46363,-0.45337,-0.39894,-0.34667,-0.35021,-0.33897,-0.32687,-0.32716,-0.32001,-0.30444,-0.29759,-0.32057,-0.26883,-0.26299,-0.2802,-0.28121,-0.27395,-0.28369,-0.30566,-0.3145,-0.31056,-0.30283,-0.2882,-0.28218,-0.26654,-0.26981,-0.26227,-0.2462
0.2015,-0.21646,-1.0369,-0.25188,0.17907,0.34257,-0.354,-0.012045,-0.025946,-0.030176,-0.029812,-0.030461,-0.040131,-0.038853,-0.051811,-0.089791,-0.21809,-0.086981,-0.0021865,0.043585,-0.044405,-0.24367,-0.17789,0.024099,0.063701,0.08138,0.084468,0.096168,0.097592,0.099405,0.09961,0.094811,0.093617,0.092984,0.084741,0.083769,0.086001,0.086193,0.078138,0.083936,0.086278,0.078623,0.081696,0.084611,0.077878,0.072877,0.074494,0.038923,-0.020884,-0.0038246,0.0024059,0.0025208,0.003256,0.0049925,0.0035808,0.0033152,0.0048505,0.0082285,0.010826,0.013088,0.016773,0.016323,0.015417,0.016741,0.017545,0.018645,0.010942,0.006861,0.011813,0.0048697,0.0030496,0.0082267,0.0092223
0.09431,-0.72083,-1.5276,-1.3785,-0.77446,0.099322,-0.3087,-0.13846,-0.097401,-0.087628,-0.098131,-0.10975,-0.12853,-0.13254,-0.17043,-0.2549,-0.34758,-0.40179,-0.35827,-0.24244,-0.15741,0.20434,0.20759,0.038073,0.05392,0.32768,0.43263,0.43441,0.48933,0.49795,0.47724,0.36902,0.22708,0.17209,0.16634,0.16842,0.097672,0.030975,0.009523,-0.040456,-0.038176,-0.037452,-0.034426,-0.031681,-0.033225,-0.035647,-0.034474,-0.041754,-0.056942,-0.051346,-0.052884,-0.052488,-0.056537,-0.061629,-0.056335,-0.056438,-0.04557,0.14595,0.23241,0.23331,0.23397,0.19651,0.26783,0.29113,0.27757,0.23611,0.22249,0.21823,0.21895,0.21647,0.22023,0.22171,0.22206
0.061205,5.3652,6.6408,6.1142,5.9123,5.6659,1.3687,-0.70715,-0.75952,-0.7654,-0.76138,-0.76018,-0.73206,-0.70373,-0.64442,-0.54381,-0.41312,-0.37892,-0.343,-0.30377,-0.28776,-0.33598,-0.39385,-0.45283,-0.49037,-0.56825,-0.58762,-0.56369,-0.55795,-0.55374,-0.54927,-0.54175,-0.51072,-0.50017,-0.49553,-0.48141,-0.45031,-0.42384,-0.41229,-0.39437,-0.3923,-0.38928,-0.38195,-0.38112,-0.38576,-0.38726,-0.38693,-0.37647,-0.36431,-0.37054,-0.38054,-0.38535,-0.38145,-0.38349,-0.38905,-0.38871,-0.39263,-0.4317,-0.44958,-0.44828,-0.44826,-0.44159,-0.45701,-0.46251,-0.46205,-0.45343,-0.45358,-0.45663,-0.45891,-0.45667,-0.4544,-0.45512,-0.45322
-0.70768,-1.0649,1.4831,2.8977,2.5223,2.8126,1.3768,-0.70413,-0.72306,-0.74967,-0.76536,-0.78401,-0.81738,-0.79634,-0.76563,-0.66604,-0.52282,-0.45506,-0.37647,-0.15166,-0.047005,0.013122,-0.039636,-0.040544,-0.11148,-0.19514,-0.19066,-0.15021,-0.13812,-0.12631,-0.12019,-0.14759,-0.12436,-0.10995,-0.096185,-0.070856,-0.015797,0.035698,0.012266,0.037069,0.063979,0.056765,0.057862,0.071009,0.062561,0.044516,0.053185,0.071075,0.063892,0.061195,0.044107,0.046055,0.049993,0.040712,0.032709,0.032059,0.021524,-0.0074057,-0.014282,-0.022993,-0.024646,-0.013747,-0.027481,-0.03144,-0.025921,-0.014336,-0.012594,-0.01382,-0.013107,-0.012106,-0.018232,-0.019049,-0.018456
