-0.59884,-1.1389,-0.98164,-0.33512,0.22587,0.58568,0.43375,-0.23916,-0.46794,-0.43298,-0.46609,-0.48324,-0.46942,-0.55804,-1.1833,-1.543,-1.2127,-0.70664,-0.069754,0.31155,0.27194,0.39443,0.37463,0.3695,0.35902,0.35763,0.34801,0.47677,0.469,0.45109,0.42247,0.4123,0.38897,0.35501,0.34454,0.33477,0.30229,0.2943,0.23762,0.19194,0.19662,0.21507,0.18533,0.18065,0.20322,0.18362,0.19307,0.21929,0.19053,0.19454,0.21167
-1.2293,-0.4724,0.3002,0.94073,0.56826,0.18916,-0.2748,-0.089126,-0.67248,-0.54559,-0.55683,-0.47271,-0.83295,-0.68545,-0.27098,0.54914,1.2104,0.91559,0.2786,-0.32433,-0.28413,-0.11419,-0.11359,-0.13359,-0.060001,-0.001859,0.057603,0.044235,-0.22792,0.31159,0.32475,0.30766,0.24189,0.2435,0.20891,0.14912,0.15288,0.14198,-0.016976,0.015267,0.03024,0.017049,0.01943,0.026337,0.0080528,0.014533,0.02251,0.016258,0.019974,0.027024,0.026348
-0.34793,-0.93524,-1.0299,-0.57221,-0.15835,-0.30397,-1.2508,-0.81394,-0.68862,-0.74429,-0.79065,-0.89114,-0.93301,-0.8522,-0.85559,-0.66489,0.53626,0.64957,0.70571,0.60999,0.055701,0.10277,0.17893,0.19387,0.19667,0.19481,0.24876,0.51997,0.55909,0.44453,0.43166,0.41041,0.37396,0.35262,0.33229,0.29599,0.28,0.28538,0.28655,0.27699,0.28037,0.28793,0.28373,0.2928,0.30148,0.28944,0.30952,0.31617,0.30466,0.31943,0.32466
1.1518,1.2586,1.403,1.4764,1.555,1.6052,2.0054,2.7326,2.7376,2.8685,2.8752,2.8166,2.6836,2.4825,1.5629,0.50777,-0.44435,-0.83228,-0.87641,-0.83897,-0.94067,-0.9241,-0.93379,-0.8891,-0.88669,-0.89559,-0.92376,-1.0411,-1.0612,-1.0442,-1.0002,-0.99376,-0.99142,-0.98996,-0.97298,-0.96243,-0.9601,-0.94542,-0.8743,-0.86853,-0.86768,-0.86847,-0.87164,-0.87027,-0.86689,-0.87601,-0.87966,-0.87986,-0.88463,-0.88437,-0.88191
1.0954,2.1478,2.7083,2.8737,2.9228,2.9001,2.9121,2.8409,2.792,2.71,2.692,2.675,2.7731,2.7496,2.3554,1.0956,-0.18095,-0.66221,-0.83486,-1.0614,-1.1765,-1.2697,-1.2547,-1.2267,-1.2745,-1.3016,-1.3083,-1.3749,-1.2441,-1.3631,-1.3601,-1.3428,-1.2893,-1.2771,-1.2649,-1.2293,-1.2329,-1.2172,-1.0805,-1.0959,-1.109,-1.1046,-1.1106,-1.1191,-1.1095,-1.1154,-1.1277,-1.1244,-1.1294,-1.1353,-1.1351
-1.4989,-0.11157,1.0513,1.5535,1.4607,1.5796,1.6619,0.75204,0.68703,0.89013,0.88907,0.78313,0.52495,0.33083,-1.0407,-1.6929,-0.60137,-0.32708,-0.1298,-0.18941,-0.24143,-0.15093,-0.12072,-0.093564,-0.087132,-0.10586,-0.10919,-0.15178,-0.30218,-0.29189,-0.14205,-0.15728,-0.17692,-0.18315,-0.20995,-0.2376,-0.25656,-0.2547,-0.24877,-0.25805,-0.25518,-0.25243,-0.26644,-0.26656,-0.26014,-0.26407,-0.25188,-0.23936,-0.25257,-0.24574,-0.23851
1.3868,-0.25209,0.01851,0.89901,1.175,1.2179,0.97572,-0.77595,-1.1583,-1.1227,-1.1037,-1.1083,-1.1132,-1.135,-1.2626,-1.3636,-0.96649,0.69205,1.0128,0.78153,0.97551,1.0034,0.82818,0.69496,0.66988,0.55183,0.23142,0.10657,0.0951,0.020585,-0.028052,-0.051999,-0.074953,-0.087836,-0.081891,-0.070249,-0.085686,-0.087613,-0.089445,-0.087616,-0.098588,-0.10521,-0.11892,-0.12252,-0.099125,-0.10136,-0.10988,-0.11536,-0.12242,-0.12347,-0.11253
0.20939,-1.2339,-2.0652,-2.1308,-1.0893,-0.081544,0.021462,-0.25613,-0.1794,-0.16402,-0.1368,-0.14947,-0.13197,-0.16669,-0.20431,-0.1653,-0.11185,0.023132,0.21289,0.2548,0.25271,0.24968,0.2318,0.23516,0.23473,0.23958,0.23191,0.23739,0.27178,0.2367,0.23686,0.23697,0.2367,0.23284,0.23909,0.24421,0.24488,0.2449,0.24686,0.2451,0.24462,0.24629,0.24621,0.24623,0.24721,0.24693,0.24717,0.24759,0.24774,0.24739,0.24771
-0.26411,7.0385,9.3831,8.8258,7.9236,7.3534,5.2793,-1.1504,-1.2462,-1.2117,-1.1315,-1.0896,-1.0935,-1.0601,-0.91383,-0.7434,-0.73795,-0.90014,-1.0802,-1.1195,-1.1895,-1.1736,-1.195,-1.1865,-1.1766,-1.1464,-1.1157,-1.0866,-1.0391,-0.97652,-0.97292,-0.9728,-0.97343,-0.96677,-0.97421,-0.98173,-0.98087,-0.98421,-0.99727,-0.99381,-0.99181,-0.99751,-0.99576,-0.9956,-0.9999,-0.99826,-0.99895,-1.0008,-0.99912,-0.99946,-1.0009
-1.1818,-0.44708,0.86389,0.76759,0.8373,1.4528,1.6216,-0.26529,0.018511,-0.034368,-0.15895,-0.16769,-0.13405,-0.17465,-0.44184,-0.54281,-0.34775,-0.60846,-0.23803,-0.044206,0.11737,0.077574,0.23526,0.24422,0.22388,0.16981,0.21918,0.1925,0.0026807,-0.13674,-0.11685,-0.11204,-0.1023,-0.10501,-0.10582,-0.10473,-0.10624,-0.10634,-0.091612,-0.10454,-0.10513,-0.097261,-0.098481,-0.099077,-0.10009,-0.10253,-0.096384,-0.089666,-0.093081,-0.091428,-0.091863
