-0.29778,0.10673,0.24255,0.27091,-0.21218,-0.64496,-0.33331,-0.11602,-0.19871,-0.59512,-1.0667,-1.022,-0.94343,-0.85716,-0.97464,-1.0504,-1.1182,-1.2404,-1.4019,-1.1333,-0.72522,-0.39042,-0.014994,0.10745,0.31254,0.34641,0.40651,0.42725,0.34725,0.21467,0.20453,0.19927,0.18916,0.13222,0.15075,0.18943,0.19794,0.17328,0.21036,0.20399,0.13651,0.15654,0.16667,0.16083,0.11329,0.029172,0.10243,0.13932,0.17935,0.20915,0.23235,0.18487,0.1556,0.19577,0.155,0.11496,0.12933,0.16879,0.17189,0.17747,0.25013,0.28922,0.27072,0.25654,0.28627,0.28724,0.26794,0.32606,0.35643,0.35947,0.36026,0.38362,0.39553,0.36919,0.36875,0.3479,0.29166,0.21671,0.22191,0.21026,0.10709,0.1184,0.13339,0.14962
0.26525,0.00014162,-0.25539,-0.40445,-0.57053,-0.44722,-0.29904,-0.31058,-0.5385,-0.62815,-0.52907,-0.50391,-0.63991,-0.7669,-0.75721,-0.69523,-0.5159,-0.321,-0.19045,-0.20654,-0.12939,0.020939,0.21675,0.077487,0.042614,-0.090427,-0.26929,-0.41605,-0.39855,-0.22462,-0.14713,-0.090366,-0.0092586,0.096767,0.13902,0.089141,0.063533,0.040596,-0.028167,-0.021977,0.027102,0.065435,0.11258,0.14678,0.10133,0.19132,0.2163,0.19866,0.24343,0.1758,0.11795,0.10233,0.018733,0.0052771,-0.021291,-0.044134,-0.030637,-0.026902,0.029877,0.14555,0.18485,0.20089,0.26068,0.29295,0.29323,0.35464,0.32853,0.21922,0.19382,0.17606,0.18881,0.21089,0.26978,0.33843,0.34234,0.34639,0.4857,0.61601,0.56659,0.50579,0.36097,0.31771,0.28803,0.23518
-0.27102,0.027207,-0.082122,-0.28273,-0.36519,-0.39667,-0.34739,-0.18836,-0.093028,-0.061025,-0.16299,-0.30757,-0.36598,-0.29754,-0.28701,-0.24275,-0.18012,-0.083681,0.05545,0.16975,0.33048,0.27447,-0.089792,0.32808,0.3851,0.22747,0.13178,0.22285,0.27621,0.31896,0.31711,0.31651,0.3232,0.27785,0.23468,0.19458,0.14435,0.087092,0.074875,0.066746,0.021761,-0.010018,-0.029739,-0.045739,-0.079911,-0.10425,-0.097479,-0.11878,-0.17638,-0.18419,-0.1421,-0.13361,-0.12115,-0.045085,0.025671,0.041087,0.051195,0.078774,0.080014,0.041871,0.028263,0.035692,0.0088063,-0.022339,-0.01035,-0.0070029,-0.052382,-0.058181,-0.020783,0.013837,-0.0029421,0.010778,0.012323,-0.0056465,-0.018993,-0.0091417,0.009566,-0.0025541,0.00037395,0.028197,0.026871,0.048556,0.10657,0.1487
0.042078,-0.22423,-0.21786,-0.08046,-0.058416,-0.17821,-0.18701,-0.036023,0.015351,-0.022247,-0.19339,-0.27551,-0.21192,-0.26098,-0.23179,-0.2533,-0.28305,-0.14936,0.020206,0.16392,0.18008,0.30122,0.28978,0.26575,0.23789,0.169,0.11949,0.10759,0.084512,0.062897,0.037098,0.039178,0.025241,-0.011334,-0.021007,-0.0032495,0.0050492,0.0043876,0.0087219,0.024639,0.034669,0.030338,0.0441,0.051379,0.064644,0.10013,0.11548,0.12274,0.12582,0.12805,0.12181,0.10157,0.07517,0.058672,0.021549,-0.013216,-0.023297,-0.012638,-0.0019634,0.0027308,0.025004,0.047142,0.049861,0.05575,0.062378,0.027419,0.034473,0.044095,0.037278,0.023577,0.0081974,0.0039217,0.0046382,-0.0043187,0.00014102,0.0034877,-0.046547,-0.10547,-0.10848,-0.11411,-0.1236,-0.13225,-0.13121,-0.11384
0.12685,-0.088449,-0.41547,-0.59873,-0.51289,-0.34705,-0.34552,-0.5603,-0.55223,-0.51025,-0.24844,-0.22009,-0.18741,-0.13166,-0.12879,-0.093948,-0.0061202,-0.081825,-0.15511,-0.11733,-0.10227,-0.055074,-0.049134,-0.011797,0.061379,0.1975,0.23932,0.26291,0.23694,0.1853,0.18633,0.15669,0.15725,0.17273,0.18162,0.18324,0.14747,0.1504,0.17441,0.15175,0.10821,0.075276,0.047098,0.042649,0.10662,0.045704,-0.060361,-0.055755,-0.023063,0.09655,0.13497,0.13127,0.16395,0.087412,0.12851,0.12009,0.10595,0.091382,0.060377,0.012301,0.01644,0.030053,0.011434,0.016707,0.031134,0.055693,0.041692,0.052526,0.022141,-0.016562,-0.020299,-0.016073,-0.011159,-0.035107,-0.034323,-0.029123,0.010412,0.063436,0.067045,0.078967,0.21762,0.2311,0.20842,0.13649
0.12039,0.0017736,-0.095637,-0.11836,-0.11517,0.074483,0.24354,0.29052,0.26087,0.075703,0.16581,0.20654,0.25725,0.14373,0.22591,0.18038,0.176,0.13777,-0.033718,-0.017909,0.039748,0.12253,0.083824,0.069378,0.043268,0.16119,0.19449,0.13633,0.10228,0.02945,0.043699,0.11302,0.17989,0.17964,0.1899,0.19762,0.19665,0.16782,0.18642,0.15449,0.0909,0.069252,0.056607,0.058529,-0.014199,-0.13485,-0.067247,-0.01072,0.029619,0.031985,0.027052,-0.021886,-0.0699,-0.084391,-0.13987,-0.20706,-0.21685,-0.18338,-0.18338,-0.18852,-0.14841,-0.12092,-0.12906,-0.17172,-0.17401,-0.1496,-0.17562,-0.16334,-0.15881,-0.18125,-0.18808,-0.15656,-0.14622,-0.14843,-0.13921,-0.12621,-0.11088,-0.13944,-0.13914,-0.11541,-0.16033,-0.16078,-0.15827,-0.15149
-0.28162,-0.29334,-0.095322,0.051813,0.15549,0.13062,0.048703,0.0040994,0.0018976,0.064856,0.067278,0.093202,0.12388,0.10746,0.11659,0.14867,0.21627,0.25152,0.24593,0.14384,0.052538,-0.012342,-0.059828,-0.05713,-0.041193,0.0329,0.057952,0.083624,0.044944,0.029876,0.025735,0.02572,0.020239,0.044775,0.042145,0.04166,0.027309,0.0098157,0.014556,0.010157,0.021151,0.0062601,0.0045788,0.023229,0.030221,-0.028046,-0.053627,-0.065735,-0.069959,-0.066916,-0.06619,-0.057062,-0.039634,-0.032003,-0.031861,-0.034343,-0.036833,-0.072694,-0.071898,-0.056747,-0.067749,-0.066733,-0.067367,-0.058294,-0.051952,-0.064136,-0.057107,-0.042058,-0.046843,-0.047502,-0.030911,-0.022971,-0.019675,-0.019789,-0.029727,-0.045966,-0.015038,0.011433,0.016788,0.0012686,-0.050966,-0.073176,-0.073613,-0.075082
0.57172,0.74295,0.69369,0.63164,0.6023,0.57748,0.54489,0.50517,0.46521,0.47002,0.44239,0.43952,0.48399,0.4641,0.45671,0.036214,-0.80818,-1.1708,-1.3979,-0.42756,0.13323,0.38646,0.57551,0.63784,0.34097,-0.14611,-0.21831,-0.2097,-0.26659,-0.45769,-0.60328,-0.55711,-0.74506,-1.0752,-1.1641,-0.98684,-0.75367,-0.66407,-0.5933,-0.4143,-0.24483,-0.15404,-0.045319,0.038735,0.24261,0.39103,0.43468,0.46559,0.3676,0.20934,0.20114,0.2077,0.21484,0.26344,0.25312,0.2763,0.29034,0.31518,0.33065,0.31979,0.32525,0.32537,0.31821,0.33473,0.31852,-0.010661,0.10001,0.27896,0.3162,0.3731,0.34355,0.27702,0.21953,0.20894,0.25495,0.25988,-0.28542,-0.87346,-0.83158,-0.84846,-0.87391,-0.95837,-0.91356,-0.57895
0.088939,-0.18565,-0.2731,-0.26699,-0.14408,-0.012006,-0.02692,-0.086575,-0.094314,-0.037835,0.063709,0.068527,0.039476,0.0073191,0.013142,0.11195,0.30972,0.47988,0.6359,0.46253,0.28302,0.13689,0.054065,0.039839,0.063717,-0.026192,-0.14933,-0.14919,-0.10017,0.051422,0.093778,0.072507,0.092493,0.15171,0.16524,0.12001,0.059221,0.042234,-0.0036544,0.00062008,0.019051,0.014316,0.039532,0.019164,-0.049741,-0.06502,-0.089535,-0.10023,-0.092746,-0.11862,-0.1321,-0.11976,-0.11585,-0.13544,-0.12951,-0.13486,-0.13859,-0.15123,-0.1327,-0.11931,-0.10932,-0.10444,-0.090479,-0.052817,-0.034566,0.0046708,-0.029991,-0.10581,-0.1411,-0.15527,-0.14436,-0.14341,-0.1098,-0.10105,-0.10836,-0.10569,0.044402,0.21473,0.19302,0.16652,0.15637,0.15019,0.13361,0.054286
-0.65266,-0.94196,-0.91663,-0.92149,-0.87825,-0.7896,-0.74411,-0.76356,-0.74206,-0.75413,-0.67893,-0.64843,-0.6278,-0.61843,-0.61215,-0.55198,-0.40853,-0.28973,-0.1958,-0.32227,-0.22771,-0.059323,-0.1487,-0.25165,-0.17174,0.49668,0.99686,1.0103,0.91083,0.5862,0.54916,0.5994,0.70677,0.80236,0.84555,0.8399,0.85014,0.83219,0.91204,0.73123,0.48893,0.3644,0.23012,0.18557,0.0088306,-0.41439,-0.32989,-0.19969,-0.088892,-0.016477,0.00025809,-0.026999,-0.0029979,-0.018335,-0.01384,-0.031944,-0.023629,0.024294,-0.023366,-0.053867,-0.028391,-0.012882,-0.047403,-0.19409,-0.2558,-0.083464,-0.068372,-0.0042628,0.040629,0.028068,0.046986,0.10564,0.063898,0.05426,0.04824,0.043324,0.11634,0.15472,0.18379,0.29837,0.37306,0.45074,0.4564,0.42014
