2.0057,1.865,2.2639,1.838,0.94497,1.0499,0.19773,0.74488,1.824,2.6735,2.8944,2.2604,1.8064,1.795,1.8242,1.1877,1.2098,1.1935,1.1834,1.1494,1.1488,0.80923,0.8342,-0.14423,0.022313,-0.1715,-0.56737,-0.89104,-0.53325,-0.51179,-0.7213,-0.64968,-0.56987,-0.71339,-0.60183,-0.48114,-0.49157,-0.51893,-0.52686,-0.53781,-0.60862,-0.64931,-0.60301,-0.63425,-0.68491,-0.65545,-0.62705,-0.73276,-0.75732,-0.66718,-0.70688,-0.7118,-0.68815,-0.72599,-0.73128,-0.69841,-0.68565,-0.70576,-0.72446,-0.69342,-0.68856,-0.71904,-0.71954,-0.67259,-0.69451,-0.71182,-0.65406,-0.62984,-0.6446,-0.6478,-0.62551,-0.64298,-0.66791,-0.62977,-0.5993,-0.61779,-0.64102,-0.59821,-0.59821
-2.4815,-2.1439,-1.2492,-0.35245,0.55693,1.529,2.8892,3.3132,3.1567,2.5753,2.362,2.5242,2.7741,2.3753,2.0903,2.0849,2.0184,2.0265,2.1849,2.2707,2.3452,2.4232,2.5997,3.3153,3.5789,2.7456,1.2493,0.29345,-0.53189,-1.0748,-1.3011,-1.2767,-1.3333,-1.2272,-0.86682,-0.80925,-0.87813,-0.86568,-0.77784,-0.77695,-0.77157,-1.1873,-0.93004,-0.69833,-1.2642,-1.3892,-1.0159,-1.34,-1.4921,-1.3478,-0.91785,-0.9035,-0.8718,-0.88846,-0.8857,-0.84661,-0.85984,-0.89971,-0.82931,-0.83514,-0.86361,-0.85653,-1.1524,-1.0283,-0.83625,-0.80578,-0.79211,-0.82951,-0.85826,-0.8267,-0.82092,-0.87828,-0.88924,-0.88633,-0.89664,-0.92294,-0.88339,-1.0669,-1.0669
0.53439,0.62241,-0.050046,-0.96138,-1.7875,-2.0427,-2.234,-2.4615,-2.4075,-2.214,-1.9132,-2.0714,-2.0406,-2.5171,-2.3845,-2.3214,-2.4522,-2.4388,-2.4269,-2.4423,-2.4785,-2.2801,-2.2901,-2.0469,-1.1497,-1.0887,0.11156,0.53129,0.93823,0.8672,0.97511,1.1437,1.2784,1.1031,0.9786,0.96591,0.92889,0.9212,0.92136,0.90946,0.86906,0.93066,0.8372,0.77718,0.83668,0.86545,0.81792,0.88798,0.94357,0.93323,0.87161,0.90231,0.92846,0.91015,0.93021,0.94089,0.92805,0.89675,0.89554,0.88437,0.86188,0.86442,0.91918,0.89777,0.87156,0.88754,0.92716,0.91441,0.91097,0.92017,0.91504,0.89439,0.86566,0.89793,0.88216,0.86118,0.8708,0.91028,0.91028
0.60427,0.56834,0.46137,0.36177,0.16972,0.062638,0.039937,-0.058679,-0.36482,-0.40027,-0.071589,-0.01107,0.044294,-0.061735,-0.072742,-0.10736,-0.16992,-0.18558,-0.18903,-0.21848,-0.17016,-0.19933,-0.27038,-0.56678,-0.94777,-0.65733,-0.56361,-0.49072,-0.31143,-0.18244,-0.040269,0.001389,-0.040951,-0.033409,-0.068115,-0.041109,-0.0077259,-0.041396,-0.02217,-0.00029199,-0.036059,-0.048462,0.015105,0.024815,0.037057,0.047838,0.062698,0.092438,0.18834,0.20904,0.13507,0.13775,0.14644,0.15054,0.18911,0.19684,0.20194,0.19254,0.18516,0.18316,0.17478,0.15747,0.12652,0.089443,0.076312,0.070493,0.072091,0.068764,0.066749,0.069723,0.074704,0.072971,0.073235,0.065643,0.15057,0.13916,0.13,0.13147,0.13147
1.2027,1.5619,1.8781,2.1311,2.0363,2.0751,2.2099,2.0293,1.49,1.5254,1.6596,1.8174,1.7059,1.7847,1.9025,1.9961,2.1514,2.0649,1.9931,1.9928,1.942,1.8859,1.8893,1.626,0.46648,0.17394,0.086052,-0.3035,-0.64605,-0.77204,-0.73026,-0.80928,-0.84616,-0.86959,-0.90177,-0.93686,-0.89476,-0.91313,-0.97015,-0.95304,-0.93789,-0.83148,-0.84149,-0.99465,-0.71798,-0.68439,-0.77992,-0.71566,-0.79779,-0.84487,-0.95809,-0.96722,-0.97244,-0.94036,-0.9397,-0.95915,-0.94235,-0.9095,-0.93387,-0.92408,-0.8955,-0.9025,-0.82405,-0.85347,-0.9075,-0.93238,-0.94505,-0.9198,-0.9022,-0.92528,-0.92362,-0.88617,-0.90246,-0.90166,-0.90023,-0.90124,-0.92959,-0.89279,-0.89279
-0.12203,-0.18716,-0.18069,-0.2149,-0.69549,-0.25383,-0.32331,-0.40882,-0.92858,-1.5313,-1.4074,-1.2217,-1.042,-1.1615,-1.1545,-1.2759,-1.2385,-1.274,-1.2904,-1.4015,-1.4094,-1.3942,-1.3616,-0.89324,0.94613,1.7535,1.8756,1.6982,1.3083,0.60057,0.56711,0.60921,0.68739,0.6225,0.5981,0.64139,0.5789,0.50946,0.51077,0.4709,0.40276,0.29245,0.32991,0.35474,0.29529,0.30522,0.34215,0.22414,0.13747,0.17075,0.12562,0.11309,0.10475,0.10864,0.25651,0.26968,0.25751,0.24324,0.24387,0.25551,0.26052,0.28209,0.19396,0.11932,0.12678,0.11849,0.15487,0.16029,0.14136,0.13896,0.14689,0.12887,0.12371,0.18155,0.25646,0.2575,0.25027,0.25942,0.25942
2.2341,2.2359,2.2889,2.219,2.1098,2.0854,2.1988,2.2401,2.2548,2.3474,2.3566,2.313,2.2363,2.2396,2.2189,2.0832,2.1231,2.1483,2.1785,2.2327,2.2764,2.2599,2.326,0.46771,-0.83795,-0.30038,0.16629,-0.14473,-0.39064,-0.49581,-0.5796,-0.67811,-1.487,-1.7362,-1.4218,-1.0791,-1.0097,-1.0407,-1.1366,-1.208,-1.2716,-1.2371,-1.1436,-1.1217,-1.1105,-1.0796,-1.0865,-1.0511,-1.0619,-1.0804,-1.0779,-1.0803,-1.095,-1.0886,-1.0859,-1.0661,-1.052,-1.0345,-1.0293,-1.0268,-1.03,-1.0496,-1.0347,-1.0373,-1.0493,-1.0501,-1.0501,-0.89965,-0.82318,-0.80941,-0.80781,-0.80785,-0.76009,-0.66938,-0.69048,-0.70255,-0.71353,-0.71454,-0.71454
0.88796,1.0056,0.83532,1.0584,0.95857,0.46854,-0.24448,-0.23367,0.32873,-0.97287,-0.40808,0.1536,0.36905,0.65978,0.90101,1.5643,1.283,1.3457,1.1661,0.93602,0.9809,0.62677,0.21026,-1.3646,-1.2582,-1.0787,-0.93144,-0.73286,-0.56888,-0.37236,-0.34934,-0.35816,-0.38677,-0.39664,-0.40395,-0.38009,-0.36265,-0.36583,-0.37023,-0.36912,-0.36679,-0.32046,-0.33895,-0.33825,-0.31005,-0.29802,-0.3258,-0.23241,0.38331,0.49436,0.38365,0.31194,0.23295,0.14493,0.11941,0.089676,0.071157,0.048316,-0.025918,-0.051829,-0.065053,-0.15469,-0.21084,-0.24418,-0.25641,-0.22846,-0.24019,-0.24391,-0.23465,-0.22953,-0.23574,-0.21702,-0.12682,-0.25684,-0.19815,-0.1256,-0.1157,-0.059066,-0.059066
-1.3911,-1.2793,-1.0534,-1.3025,-1.6804,-1.3801,-0.3204,-0.22017,-0.5315,-0.31737,-0.42547,-0.62128,-0.7656,-0.83075,-1.0049,-1.6804,-1.5487,-1.5108,-1.4121,-1.274,-1.0938,-1.0554,-0.74673,0.83414,1.314,1.1064,0.83453,0.68662,0.39081,0.38114,0.35267,0.31498,0.26518,0.2826,0.37034,0.40707,0.42339,0.42376,0.42884,0.43762,0.46363,0.47462,0.49767,0.52055,0.49179,0.48407,0.51022,0.4139,0.20964,0.21545,0.29664,0.3147,0.32613,0.34321,0.353,0.36184,0.36125,0.3633,0.38372,0.3805,0.3796,0.34454,0.31394,0.32986,0.35131,0.36318,0.36401,0.37244,0.38821,0.39003,0.39225,0.38608,0.35239,0.30093,0.28746,0.27652,0.29135,0.27117,0.27117
1.798,1.6612,1.1473,1.2749,0.3539,0.87545,-0.095693,0.019481,0.41614,0.478,0.22711,0.17912,0.46755,0.73762,0.96319,1.074,1.3996,1.1235,0.85543,0.59768,0.2857,-0.2479,-0.56707,-0.81283,-0.66066,-0.60432,-0.4894,-0.53803,-0.50838,-0.27968,-0.08988,0.032652,0.60086,0.64192,0.33124,0.1848,0.073811,0.080889,0.11214,0.0074185,-0.049066,-0.14801,-0.22524,-0.2454,-0.14131,-0.11004,-0.17606,-0.29994,-0.59096,-0.59448,-0.58404,-0.53483,-0.56692,-0.54937,-0.49501,-0.47264,-0.49112,-0.44928,-0.44794,-0.41597,-0.39912,-0.24496,-0.16539,-0.19017,-0.24379,-0.30707,-0.29665,-0.33745,-0.38373,-0.39443,-0.39219,-0.39117,-0.38326,-0.2166,-0.22003,-0.21905,-0.25504,-0.23955,-0.23955
