1.8082,1.737,1.9364,1.7091,1.6885,0.88469,0.17066,0.15111,0.93667,1.8291,1.7964,1.6943,1.7358,1.7368,1.4837,1.1006,0.99219,1.0312,-0.18719,-1.0485,-0.71299,0.68653,0.73972,0.69574,0.66891,0.56254,0.60346,-0.0038375,-0.16894,-0.50436,-0.35212,-0.6297,-0.6118,-0.67969,-0.40006,-0.29119,-0.57756,-0.67221,-0.69196,-0.70914,-0.70727,-0.69184,-0.71649,-0.68598,-0.67025,-0.67543,-0.71051,-0.70764,-0.72155,-0.72985,-0.69335,-0.6491,-0.68794,-0.72142,-0.7138,-0.68075,-0.72932,-0.73434,-0.74127,-0.73397,-0.74651,-0.77518,-0.75913,-0.74883,-0.75001,-0.77557,-0.7445,-0.73623
-1.9851,-1.2651,-1.1581,-0.79193,-1.1057,0.1488,2.5644,3.2162,3.2076,3.051,2.6635,2.4569,2.4088,1.9585,1.7483,1.3774,1.6747,0.9418,2.3255,4.6422,4.9123,4.4705,4.2705,4.2602,4.6205,4.2665,3.2106,2.628,1.5852,-0.073967,-1.2601,-1.6085,-1.4997,-1.3049,-1.5528,-1.7783,-1.7115,-1.6761,-1.6618,-1.6859,-1.7453,-1.7289,-1.732,-1.7447,-1.7539,-1.6929,-1.6694,-1.6679,-1.6645,-1.6668,-1.7342,-1.7667,-1.7203,-1.6313,-1.6057,-1.6134,-1.6081,-1.6111,-1.6545,-1.6734,-1.6705,-1.6467,-1.6176,-1.5935,-1.5866,-1.5632,-1.5609,-1.5662
0.28643,0.49068,0.8993,1.0705,0.54452,-0.14497,-0.98065,-0.91335,-1.1096,-0.82908,-1.0495,-0.97264,-0.94714,-1.259,-1.273,-1.196,-0.92656,-0.7175,-1.0376,-0.77825,-0.69715,-0.6873,-1.1182,-0.83453,-0.95525,-0.89788,-0.81006,-1.5623,-2.175,-1.6938,-1.3193,-0.03953,0.41787,0.52438,0.57043,0.60384,0.59215,0.58659,0.62306,0.66476,0.69394,0.70771,0.72971,0.73545,0.71693,0.68424,0.67528,0.67595,0.67702,0.67563,0.67123,0.67188,0.67661,0.66989,0.66259,0.67109,0.64956,0.64181,0.63958,0.66052,0.67903,0.6889,0.68728,0.70165,0.69434,0.67414,0.66748,0.67107
0.37642,0.36428,0.39834,0.43502,0.31083,0.48904,0.53745,0.44612,0.14813,-0.12587,0.0016822,0.18046,0.24466,0.32891,0.34706,0.41422,0.35014,0.34687,0.72119,1.1808,0.81555,-0.078252,0.15428,0.18521,0.15431,-0.013635,-0.72834,-0.81434,-0.51499,-0.44517,-0.43014,-0.43816,-0.24441,-0.24993,-0.26592,-0.16587,-0.16086,-0.15382,-0.16079,-0.13819,-0.10119,-0.079622,-0.086921,-0.078003,-0.072459,-0.073912,-0.09796,-0.10452,-0.11346,-0.12994,-0.1226,-0.1186,-0.14516,-0.17061,-0.17849,-0.1746,-0.18017,-0.16246,-0.15754,-0.15151,-0.15224,-0.16192,-0.16473,-0.1644,-0.16423,-0.17063,-0.16313,-0.16124
0.16394,0.25741,0.5022,0.58718,-0.33072,-0.69818,-0.045535,0.46068,0.39015,-0.11389,-0.026635,0.08995,-0.067873,-0.033765,0.22531,0.53477,0.63159,0.52495,0.64566,0.96569,0.83816,0.22392,0.32227,0.29061,0.25735,0.63054,0.91828,0.77652,0.72917,0.35448,-0.14463,-0.50786,-0.55798,-0.60676,-0.39556,-0.22984,-0.22348,-0.21435,-0.18511,-0.17374,-0.18558,-0.21139,-0.21924,-0.22285,-0.24994,-0.27682,-0.26198,-0.23647,-0.23021,-0.21979,-0.24732,-0.269,-0.27252,-0.28295,-0.27021,-0.24612,-0.23667,-0.25032,-0.24648,-0.23969,-0.23556,-0.25052,-0.2538,-0.23853,-0.23485,-0.24054,-0.22272,-0.21283
0.41843,-0.082343,-0.13007,-0.21445,-0.3557,-0.27806,-0.10541,-0.35378,-1.0175,-1.4244,-1.2102,-1.0929,-1.066,-0.86636,-0.93862,-0.76523,-0.87672,-0.47753,-0.1682,0.18718,-0.33898,-1.8505,-1.4701,-1.428,-1.7882,-1.7301,-1.8337,-1.3425,-0.67065,-0.39336,-0.1449,0.044926,0.43682,0.41404,0.46976,0.58645,0.61082,0.5856,0.5969,0.62705,0.64073,0.652,0.68267,0.70247,0.7137,0.68651,0.69228,0.69281,0.67909,0.66458,0.67564,0.69795,0.68562,0.67432,0.68162,0.70144,0.68633,0.66886,0.6722,0.68183,0.68272,0.68966,0.71137,0.73248,0.74512,0.74245,0.74851,0.75144
0.57476,0.60998,0.61352,0.6816,0.50115,0.35347,0.59851,0.7292,0.8026,0.83454,0.78285,0.75003,0.65012,0.64124,0.694,0.66979,0.72017,0.48685,0.46389,0.85334,0.88596,0.91123,0.86952,0.84145,0.95714,0.6345,-0.19329,-0.78427,-0.68451,-0.034352,0.038588,-1.0637,-1.007,-1.1369,-0.75608,0.01093,-0.059962,-0.25087,-0.38017,-0.41924,-0.27055,-0.24647,-0.24853,-0.2113,-0.145,-0.18919,-0.28872,-0.35772,-0.36704,-0.36741,-0.3633,-0.37415,-0.43013,-0.47138,-0.49143,-0.48949,-0.49697,-0.48666,-0.45948,-0.48035,-0.50207,-0.50092,-0.50676,-0.52108,-0.52044,-0.52906,-0.53193,-0.54305
1.6423,1.652,2.2175,2.3244,3.7643,4.07,1.8125,1.1269,1.2622,0.96517,1.32,2.0295,2.5543,2.9292,2.9503,3.7659,3.7865,3.9004,2.8844,0.75693,0.37929,-0.093197,0.073224,0.20523,0.0611,-7.5119e-06,0.29886,0.48645,0.092377,0.19177,0.58313,-0.33137,-0.59817,-0.8218,-0.89111,-0.87866,-1.0289,-1.1876,-1.4769,-1.5918,-1.4967,-1.4512,-1.4394,-1.3687,-1.2311,-1.2528,-1.3929,-1.4963,-1.519,-1.5574,-1.2623,-1.0818,-1.2201,-1.4156,-1.5058,-1.5717,-1.6091,-1.5251,-1.4608,-1.4596,-1.4882,-1.5152,-1.5437,-1.6264,-1.6335,-1.6397,-1.7003,-1.7221
-1.9041,-1.6722,-1.8094,-1.5163,-2.4842,-2.4635,-1.0815,-0.36018,-0.18453,-0.18967,-0.55427,-1.0191,-1.2567,-1.321,-1.1828,-1.4821,-1.3294,-1.9732,-1.8291,0.26535,0.52915,0.37074,0.18048,0.059094,0.63138,0.86751,0.86218,0.8175,0.76417,0.54551,0.32527,0.46687,0.47316,0.49846,0.4691,0.42356,0.46301,0.48795,0.54401,0.55453,0.51424,0.5165,0.52101,0.50326,0.47575,0.49195,0.52176,0.54564,0.55056,0.55952,0.5036,0.474,0.50494,0.54518,0.56387,0.57103,0.57097,0.54727,0.521,0.5183,0.52516,0.53513,0.54978,0.56374,0.56608,0.57626,0.58691,0.59087
3.3806,2.515,2.6436,1.6466,3.2771,2.7686,0.54903,-0.34755,-0.66021,-0.18866,0.34657,0.67788,1.1217,1.366,1.1615,1.5087,0.78251,2.7453,1.7509,-1.8802,-1.9555,-1.7139,-1.4175,-1.3749,-2.7908,-2.7972,-1.9584,-1.5441,-1.1674,-0.95614,-0.67732,-0.064524,-0.055109,-0.11165,-0.16065,-0.32641,-0.30864,-0.27955,-0.18595,-0.15779,-0.21579,-0.20775,-0.19737,-0.21648,-0.25108,-0.24304,-0.20416,-0.16403,-0.16153,-0.15435,-0.1876,-0.19606,-0.16955,-0.15285,-0.13897,-0.1271,-0.14687,-0.19011,-0.22187,-0.21135,-0.20408,-0.19611,-0.17909,-0.17663,-0.17545,-0.1668,-0.15702,-0.14839
