1.8988,2.2002,2.0647,0.6908,-0.58829,-0.82434,-0.38803,0.87531,0.72985,0.97725,0.97889,0.96137,0.68398,0.40394,-0.5008,-1.5106,-1.2334,0.44081,1.1636,1.4899,1.4725,1.2222,0.68798,-0.47884,-1.1327,-1.2067,-0.96837,-0.4462,-0.21321,-0.16929,-0.015913,0.11335,-0.14022,-0.12609,-0.16459,-0.15732,-0.17647,-0.15843,-0.16367,-0.18997,-0.26828,-0.28615,-0.22694,-0.21285,-0.26505,-0.24851,-0.25325,-0.25176,-0.24256,-0.28825,-0.3114,-0.27371,-0.31158,-0.32818,-0.30079,-0.34116,-0.35865,-0.30615,-0.31446,-0.37338,-0.39875,-0.34596,-0.34763,-0.40274,-0.42152,-0.42244
-0.6951,-0.0090828,-0.34567,0.33021,1.6749,2.7146,3.4999,3.545,3.2291,2.8792,2.4893,2.6556,1.7911,1.5791,3.0373,3.8607,4.4282,4.9249,4.694,4.3459,4.4653,5.1924,5.3454,4.5825,3.7985,2.622,0.91182,-0.87212,-2.0287,-2.5427,-2.7635,-2.6347,-2.566,-2.1947,-2.0473,-2.4453,-2.2386,-2.0453,-1.9942,-1.9434,-1.9336,-1.9452,-1.8863,-1.8367,-1.9297,-1.9402,-1.9128,-1.9217,-1.9323,-1.969,-1.9401,-1.9136,-1.9407,-1.9205,-1.9073,-1.8839,-1.9105,-1.8378,-1.8393,-1.8755,-1.881,-1.8382,-1.799,-1.836,-1.8512,-1.8486
0.62148,0.75687,0.39358,0.43682,0.35554,0.30882,-0.15371,0.057942,0.044026,0.33657,0.32603,0.32525,0.2595,0.0024515,-0.22866,-0.62996,-0.746,-0.27444,-1.575,-1.6942,-1.4861,-1.4924,-0.63065,-0.56343,-1.3073,-1.2332,-0.46335,-0.7454,-0.29396,0.0345,-0.02975,0.50221,0.52924,0.57331,0.54148,0.57216,0.53385,0.4743,0.42241,0.41245,0.42714,0.4191,0.36905,0.33077,0.31552,0.27347,0.24366,0.23752,0.23022,0.2183,0.169,0.13343,0.12881,0.11622,0.076433,0.07751,0.073182,0.050036,0.055092,0.070851,0.096395,0.10301,0.11432,0.12767,0.13527,0.13476
0.97305,0.91752,0.7361,0.64609,1.3764,1.4808,1.0965,0.20285,0.26809,0.27033,0.38267,0.352,0.48119,0.44839,0.48322,0.97177,0.79912,-0.33581,-0.18068,-0.13316,-0.087412,-0.049976,-0.49354,-0.90823,-0.41272,-0.16477,-0.063321,-0.29238,-0.53652,-0.44243,-0.29131,-0.27955,-0.2654,-0.26934,-0.23168,-0.21762,-0.19998,-0.21171,-0.21509,-0.22998,-0.16658,-0.16585,-0.15956,-0.1448,-0.18833,-0.20964,-0.19161,-0.18855,-0.17916,-0.18574,-0.19195,-0.19419,-0.21783,-0.22558,-0.19938,-0.22885,-0.24961,-0.20812,-0.21166,-0.24206,-0.25008,-0.20766,-0.20948,-0.24417,-0.25658,-0.25645
-0.027255,0.13563,0.10352,0.25132,0.77073,1.0057,0.80177,0.40924,0.45,0.51621,0.4606,0.43357,0.34077,0.58272,0.88179,1.4953,1.235,-0.080731,-0.27697,-0.13882,-0.22217,-0.25571,0.3924,1.2038,1.6094,1.4958,1.2385,1.0301,0.61066,0.20627,0.026242,-0.10962,-0.03908,-0.10335,-0.23714,-0.17019,-0.2843,-0.40334,-0.47638,-0.51459,-0.53983,-0.55256,-0.58938,-0.60318,-0.56781,-0.55059,-0.56086,-0.55737,-0.55961,-0.54859,-0.5815,-0.60058,-0.5918,-0.58993,-0.51283,-0.56932,-0.55084,-0.55352,-0.53941,-0.51423,-0.50106,-0.51092,-0.53405,-0.52587,-0.52097,-0.5208
-0.56128,-0.6375,-0.26759,-0.53951,0.67411,1.1199,-0.090398,-1.4138,-1.5423,-1.2865,-1.0021,-1.5551,-1.5448,-1.4411,-0.77555,-0.22584,-0.71076,-2.0281,-1.6252,-1.4878,-1.5369,-2.0346,-2.0754,-1.896,-0.41261,0.97774,1.1946,0.23296,-0.16934,0.13055,0.4039,0.461,0.38131,0.60567,0.63681,0.59127,0.61242,0.68504,0.64521,0.64777,0.65074,0.65244,0.61929,0.60451,0.66858,0.62812,0.59634,0.60218,0.61155,0.61709,0.6187,0.65027,0.68131,0.68532,0.64682,0.68677,0.71324,0.65091,0.65084,0.68196,0.67954,0.62202,0.62632,0.65804,0.67818,0.67873
2.9112,2.3982,1.3235,1.9029,2.2747,2.3332,2.5549,2.6866,2.8233,2.7335,2.6592,2.7775,2.6955,2.4816,2.4321,2.6724,2.7792,2.7446,2.6918,2.675,2.6954,2.8532,2.2957,-0.03415,-0.87207,-0.96358,-1.0228,-0.86798,-0.76926,-0.88949,-1.4269,-1.2527,-1.2329,-1.4752,-1.5054,-1.4303,-1.3851,-1.4427,-1.4349,-1.4326,-1.4155,-1.4094,-1.4263,-1.4637,-1.4234,-1.4195,-1.4217,-1.4211,-1.4425,-1.43,-1.4334,-1.4304,-1.4476,-1.4869,-1.4863,-1.4865,-1.5399,-1.5825,-1.5819,-1.6103,-1.5822,-1.6066,-1.6053,-1.6019,-1.6012,-1.6013
0.96146,1.2176,2.8052,1.8549,1.2217,1.8431,1.9486,-0.073129,-1.1982,-0.58783,0.20522,0.74785,3.1964,3.8265,2.2269,1.42,1.1877,0.25917,0.016304,0.5881,0.95994,0.54812,-2.4191,-2.3874,-1.9108,-1.7713,-1.286,-0.50526,-0.29028,-0.32282,-0.072997,-0.21429,-0.62304,-0.90074,-0.83413,-0.62515,-0.38748,-0.26892,-0.26406,-0.29407,-0.30152,-0.28083,-0.22309,-0.21398,-0.22282,-0.22443,-0.22009,-0.21386,-0.18099,-0.18459,-0.16673,-0.15283,-0.17932,-0.24623,-0.28502,-0.32883,-0.39866,-0.46198,-0.50218,-0.58085,-0.67075,-0.68221,-0.69439,-0.71882,-0.72856,-0.73416
-0.91911,-0.79974,-1.5375,-2.1142,-1.9898,-1.0357,-0.21648,0.53375,0.7894,0.36327,-0.36314,-0.58308,-1.8149,-2.1939,-1.2766,0.032851,0.39078,0.34253,-0.028631,-0.35424,-0.38306,0.48273,1.3552,1.4453,1.3081,1.159,0.83265,0.4312,0.28542,0.2193,0.19804,0.17297,0.22683,0.3231,0.31984,0.23505,0.16867,0.15752,0.15781,0.15815,0.10046,0.079667,0.0868,0.098305,0.091009,0.091019,0.091256,0.092403,0.084817,0.084067,0.085765,0.094193,0.097702,0.11011,0.1279,0.13824,0.15959,0.176,0.18655,0.20149,0.20087,0.20124,0.20677,0.21051,0.21123,0.21286
0.52368,0.29077,2.0859,2.0316,0.97868,-0.18759,-1.8318,-2.1472,-1.8449,-1.1267,0.044637,-0.52539,0.13152,0.68598,0.088015,-2.1637,-2.5401,-1.5657,-0.11069,0.39769,0.061365,-2.3064,-1.9882,-1.1305,-0.70709,-0.24751,0.064419,0.02328,0.25924,0.43847,0.72849,0.62273,0.56091,0.66831,0.637,0.6123,0.43946,0.40596,0.38011,0.36042,0.22713,0.19562,0.19927,0.20149,0.22419,0.213,0.1933,0.19825,0.19671,0.19942,0.19441,0.21439,0.23644,0.24898,0.25118,0.27314,0.34087,0.32048,0.3264,0.36838,0.34967,0.32446,0.32119,0.35165,0.36599,0.3664
