0.34762,0.048218,-0.18738,-0.29101,-0.25355,-0.090062,0.031424,0.050856,0.075913,0.076677,0.069755,0.065029,0.18288,-0.091152,-0.08728,0.0513,0.099931,0.013826,0.011469,-0.012937,-0.0097979,0.010443,0.01259,0.018005,0.0080331,-0.021627,0.0046871,0.016457,-0.043622,-0.054759,-0.021046,-0.054216,-0.013706,0.031131,-0.0075251,-0.016604,-0.0068076,-0.0031154,-0.0032817,-0.0015802,0.022176,-0.0056562,-0.013535,0.0066111,0.0015167,-0.0055869,0.013326,0.02597
0.11113,0.022869,-0.16105,-0.30823,-0.26617,-0.11045,0.026086,0.086872,0.089485,0.080549,0.095946,-0.0043858,-0.23006,-0.50704,-0.5184,-0.37299,-0.099051,-0.078013,-0.043541,0.032471,0.036003,0.04248,-0.015141,-0.0033679,-0.0043335,0.0050675,0.013113,0.054497,0.089316,0.11902,0.088554,0.033148,0.049734,0.068917,0.048474,0.056206,0.096185,0.086003,0.086726,0.12305,0.11342,0.098154,0.1492,0.14358,0.12693,0.14483,0.16001,0.1442
0.48603,0.78059,0.88447,0.99635,0.8009,0.42811,0.13465,0.077717,0.038302,0.01903,0.024328,0.17964,0.27656,0.22103,-0.011401,-0.19225,-0.25194,-0.23354,-0.22812,-0.2098,-0.2054,-0.21496,-0.22418,-0.22104,-0.21323,-0.20883,-0.19288,-0.17813,-0.16725,-0.14514,-0.1363,-0.14241,-0.099083,-0.092478,-0.094029,-0.090371,-0.083622,-0.08783,-0.096408,-0.096736,-0.10567,-0.13034,-0.12879,-0.14161,-0.1722,-0.17858,-0.17869,-0.19452
-0.23477,-0.45381,-0.75943,-0.82016,-0.88137,-0.81555,-0.85437,-0.82984,-0.86441,-0.83335,-0.80559,-0.72971,-0.53706,-0.1032,0.17688,0.18878,0.21651,0.28527,0.26845,0.26372,0.26798,0.27022,0.29102,0.31038,0.33686,0.33528,0.33675,0.33094,0.32357,0.3242,0.33898,0.3157,0.27667,0.26938,0.2614,0.25031,0.2532,0.25133,0.24406,0.2366,0.23826,0.23373,0.27092,0.25845,0.29787,0.3264,0.33624,0.33628
0.03689,-0.047949,-0.1883,-0.24668,-0.31147,-0.34077,-0.34549,-0.35685,-0.35362,-0.34538,-0.36139,-0.33481,-0.34346,-0.3527,-0.25733,-0.084512,0.036836,0.13571,0.19382,0.16223,0.16279,0.18381,0.15039,0.13884,0.17438,0.16483,0.14934,0.17986,0.19895,0.19569,0.17331,0.15726,0.1159,0.087719,0.091202,0.092999,0.07823,0.093397,0.1073,0.098202,0.12223,0.13844,0.11017,0.11255,0.1188,0.099472,0.097766,0.11137
-0.13429,-0.36592,-0.41716,-0.41708,-0.21148,-0.066077,0.030908,0.11049,0.08978,0.10288,0.14292,0.14174,0.16565,0.26872,0.20656,0.015172,-0.025266,-0.032592,-0.0096571,-0.059573,-0.070946,-0.071097,-0.068565,-0.071267,-0.071264,-0.087217,-0.058436,-0.041912,-0.072583,-0.078546,-0.067311,-0.05147,0.015539,0.059389,0.043731,0.046039,0.065206,0.063727,0.070687,0.062192,0.066799,0.05735,0.08811,0.092923,0.10687,0.12914,0.1498,0.1574
0.07542,-0.039198,-0.039209,-0.044975,-0.03248,0.0062459,0.036451,-0.0026316,-0.0047818,0.0071204,-0.07452,-0.17045,-0.054434,0.16717,0.35408,0.5255,0.4966,0.3998,0.28863,0.081803,-0.024334,0.086261,0.13098,0.13145,0.050137,0.030339,0.060729,0.029748,-0.038048,-0.083323,-0.11682,-0.14025,-0.15744,-0.15674,-0.19311,-0.19856,-0.20306,-0.19248,-0.19121,-0.15998,-0.065409,-0.058444,-0.063875,-0.090506,-0.088423,-0.088847,-0.089471,-0.095438
-0.25809,-0.51935,-0.808,-0.83906,-0.87635,-0.90978,-0.91952,-0.91764,-0.92112,-0.92278,-0.90611,-0.61859,-0.07054,0.65052,0.87846,0.67987,0.6549,0.52895,0.32237,0.33531,0.34778,0.27435,0.52759,0.54559,0.45252,0.43579,0.41138,0.16446,-0.028545,-0.085493,0.07244,0.19377,0.20535,0.24538,0.25828,0.22972,0.18753,0.158,0.12428,0.091532,0.033694,0.014342,0.014624,0.042768,0.099282,0.14228,0.13545,0.14243
-0.16948,-0.079338,-0.10163,-0.090159,-0.10169,-0.11042,-0.12865,-0.12676,-0.12497,-0.12947,-0.1391,-0.11874,-0.22566,-0.18266,-0.19688,-0.2449,-0.18145,-0.080641,0.013291,0.0605,0.066832,0.090528,0.021287,0.017197,0.048585,0.051672,0.030273,0.077354,0.12258,0.14881,0.1208,0.078945,0.077267,0.069064,0.037967,0.052263,0.065609,0.069849,0.10085,0.12328,0.13155,0.13088,0.13474,0.1308,0.11869,0.11263,0.1144,0.11411
-0.36321,-0.40133,-0.211,-0.20371,-0.18715,-0.257,-0.2569,-0.23569,-0.22964,-0.2302,-0.16528,-0.32927,-0.37254,-0.14015,-0.07203,-0.098482,-0.078416,0.087642,0.13958,0.037583,0.044881,-0.015201,-0.027806,-0.028984,0.011214,0.01452,0.089964,0.15923,0.18846,0.16928,0.14059,0.18837,0.21052,0.20731,0.19498,0.1805,0.18061,0.18568,0.21093,0.15911,0.142,0.15788,0.14255,0.14781,0.12868,0.12243,0.1257,0.13599
