0.65544,-0.0048629,-0.075695,0.02619,-0.34211,-0.2048,-0.003105,-0.35335,-0.13072,0.067447,-0.054957,-0.17271,-0.1892,-0.14691,-0.06221,-0.43265,-0.3745,-0.26752,-0.2549,-0.080512,-0.013363,-0.068893,-0.011069,0.043837,0.018446,0.014109,0.024726,0.015882,0.014637,0.036697,0.027991,0.024389,0.048441,0.047121,0.03318,0.061938,0.03807,0.029464,0.058041,0.03253,0.023133,0.051325,0.023162,0.019313,0.037723,0.02557,0.022177,0.053251,0.027638,0.012029,0.048909,0.03881,0.03422,0.049292,0.038697,0.035447,0.048709,0.045469,0.056881,0.054225,0.055465,0.054755,0.065415,0.051885,0.053585,0.077329,0.070715,0.043493,0.054366,0.072196,0.066298,0.093409,0.078309,0.069774,0.072853,0.070849,0.062216,0.066566
-0.27362,-0.37124,-0.5413,-0.45099,-0.61986,-0.61622,-0.36796,-0.44685,-0.49697,-0.38288,-0.3689,-0.41846,-0.45432,-0.48873,-0.55326,-0.56809,-0.43131,-0.30879,-0.21674,-0.0507,-0.023331,0.0075719,0.04871,0.069942,0.10264,0.11708,0.14033,0.17874,0.20108,0.2031,0.20644,0.21443,0.20013,0.20559,0.19798,0.18097,0.18786,0.19221,0.18717,0.18528,0.1861,0.16664,0.16787,0.16833,0.1671,0.16048,0.16023,0.1475,0.15906,0.16657,0.13279,0.12841,0.13336,0.13953,0.14124,0.14337,0.13542,0.12862,0.12278,0.12603,0.1153,0.11601,0.12466,0.1213,0.12934,0.13608,0.12888,0.14088,0.13184,0.13265,0.14906,0.15031,0.13929,0.15832,0.14456,0.13863,0.14196,0.14278
0.31884,0.32272,0.39045,0.27494,0.33862,0.38017,0.31518,0.36661,0.47793,0.34304,0.36438,0.45597,0.49348,0.49478,0.51302,0.37737,0.21169,-0.014341,-0.044091,-0.11926,-0.14492,-0.14306,-0.14766,-0.17109,-0.15972,-0.1533,-0.13532,-0.11804,-0.11297,-0.10324,-0.11349,-0.12833,-0.12118,-0.12664,-0.14325,-0.1468,-0.14722,-0.15673,-0.14582,-0.14943,-0.15017,-0.1491,-0.15042,-0.15526,-0.14809,-0.14551,-0.14609,-0.1401,-0.1344,-0.13885,-0.13307,-0.1227,-0.12418,-0.11815,-0.10838,-0.10961,-0.10874,-0.10371,-0.098028,-0.089957,-0.081049,-0.078153,-0.06931,-0.061166,-0.062859,-0.049304,-0.04834,-0.048926,-0.04328,-0.040913,-0.040747,-0.037488,-0.037085,-0.045278,-0.037374,-0.043836,-0.047026,-0.046642
-0.443,-0.3503,-0.32743,-0.39107,-0.28804,-0.27135,-0.38157,-0.29449,-0.25862,-0.33811,-0.32505,-0.26772,-0.27164,-0.27696,-0.26512,-0.0060014,0.086063,0.12889,0.13576,0.095663,0.088476,0.089861,0.11102,0.13113,0.12366,0.12458,0.12029,0.10674,0.10049,0.095408,0.089913,0.084016,0.086094,0.079032,0.075501,0.080421,0.074263,0.070487,0.072084,0.066302,0.062859,0.067553,0.059891,0.059254,0.059199,0.055437,0.052783,0.056845,0.047632,0.04133,0.054249,0.050651,0.046349,0.045857,0.042786,0.042255,0.053831,0.056983,0.060159,0.066341,0.065393,0.066932,0.071584,0.072666,0.067994,0.07168,0.069383,0.064703,0.06647,0.077318,0.076628,0.082573,0.082561,0.085203,0.082843,0.087599,0.082767,0.083779
-0.43919,-0.13198,-0.11145,-0.26595,-0.076444,-0.083215,-0.36225,-0.17339,-0.066704,-0.30059,-0.26152,-0.10088,-0.11526,-0.058126,-0.011204,0.037079,-0.05708,-0.088228,-0.070654,-0.065661,-0.086213,-0.10025,-0.11512,-0.12117,-0.11756,-0.11112,-0.07712,-0.04806,-0.04022,-0.022097,-0.028436,-0.024657,-0.004016,0.0027733,0.00023229,0.016931,0.011341,0.01351,0.058424,0.061056,0.060127,0.076135,0.085661,0.082821,0.092484,0.095125,0.09078,0.098438,0.10304,0.10443,0.099118,0.095399,0.094562,0.10219,0.097743,0.093327,0.091374,0.093176,0.097043,0.098446,0.10289,0.10212,0.098051,0.10008,0.10115,0.098864,0.1066,0.1018,0.09924,0.097591,0.087486,0.085536,0.088754,0.078558,0.080361,0.086968,0.083424,0.083565
-0.36804,-0.48296,-0.41896,-0.51502,-0.60134,-0.47886,-0.57742,-0.58578,-0.4391,-0.41895,-0.55252,-0.6569,-0.63825,-0.56268,-0.22323,0.11091,-0.14524,-0.18213,-0.16295,-0.079311,-0.050426,-0.062562,-0.061149,-0.056708,-0.025313,-0.028958,0.030529,0.09578,0.098601,0.1206,0.1227,0.12023,0.14203,0.16274,0.13667,0.14512,0.13516,0.12913,0.18569,0.17383,0.16473,0.17143,0.16459,0.1607,0.16654,0.16257,0.1607,0.17079,0.16198,0.15146,0.15873,0.15171,0.14742,0.15156,0.14831,0.12547,0.12066,0.12844,0.14335,0.14051,0.15229,0.15492,0.15944,0.15926,0.17282,0.18872,0.18669,0.18572,0.19913,0.18967,0.19168,0.20639,0.20161,0.20421,0.21782,0.21004,0.21554,0.21744
-0.24825,-0.28726,-0.30415,-0.27075,-0.22391,-0.24663,-0.23339,-0.18705,-0.27251,-0.26091,-0.22986,-0.2262,-0.23062,-0.29249,-0.38835,-0.20525,0.15303,0.32696,0.34055,0.29389,0.28013,0.27819,0.31507,0.33916,0.297,0.29271,0.22476,0.1505,0.11176,0.10093,0.086793,0.074653,0.054907,0.06662,0.064865,0.074106,0.072285,0.052725,0.016584,0.003622,0.0082067,0.0028812,-0.012024,0.0022011,-0.025218,-0.0038251,0.0015565,0.0084603,-0.010089,-0.021781,-0.014268,0.0066867,-0.0042715,-0.0094507,-0.0048075,-0.014274,0.0020236,0.0085416,0.025961,-0.013046,0.0086159,0.031109,0.025733,-0.01071,-0.0067066,-0.017596,0.0034743,-0.0072717,-0.0060717,-0.012113,-0.0062071,0.022397,0.019412,0.013783,0.013114,0.010225,0.010466,0.010653
0.13142,-0.041209,0.039085,-0.050747,0.054348,0.11641,-0.022098,0.094067,0.13042,0.099586,0.10155,0.037891,0.057813,0.1433,0.32638,0.29037,0.079792,0.11336,0.12049,0.094381,0.070105,0.036135,0.059823,0.097186,0.11221,0.067073,0.04442,0.032545,-0.0082392,-0.045172,-0.0041425,-0.01257,-0.01635,-0.0035121,-0.00016041,-0.0006203,-0.0012543,-0.0026317,-0.016971,-0.027782,-0.02284,-0.027969,-0.051866,-0.03615,-0.063719,-0.073706,-0.057505,-0.056893,-0.11667,-0.14938,-0.028947,-0.018162,-0.029208,-0.072854,-0.072585,-0.11916,-0.10492,-0.082854,-0.061531,-0.064691,-0.060657,-0.060083,-0.062357,-0.063333,-0.062849,-0.06826,-0.08919,-0.11206,-0.08469,-0.062526,-0.063181,-0.062587,-0.051588,-0.033499,-0.015802,-0.010609,-0.010859,-0.010937
-0.42727,-0.24416,-0.2645,-0.32019,-0.2552,-0.27566,-0.33766,-0.24398,-0.25142,-0.32597,-0.30631,-0.2558,-0.26275,-0.27667,-0.29,-0.029348,0.013574,-0.018164,0.00048862,-0.038224,-0.056506,-0.040468,-0.029726,-0.040085,-0.025743,-0.0094037,0.014083,0.042524,0.052072,0.062231,0.059373,0.06289,0.066245,0.074947,0.071373,0.069668,0.070036,0.072674,0.089523,0.091504,0.090398,0.090529,0.097713,0.095046,0.10103,0.10071,0.097175,0.095617,0.10789,0.1164,0.09142,0.085091,0.088949,0.098221,0.09702,0.10459,0.095426,0.09332,0.092266,0.088667,0.094565,0.095403,0.091539,0.090659,0.10141,0.10458,0.10582,0.11253,0.10657,0.10224,0.10413,0.10158,0.099058,0.096417,0.094893,0.093355,0.094906,0.094912
-0.48356,-0.45405,-0.45502,-0.48753,-0.48085,-0.48842,-0.55912,-0.54307,-0.50617,-0.52191,-0.55302,-0.57739,-0.57415,-0.54683,-0.4261,-0.11673,0.019795,0.060799,0.0697,0.073343,0.075517,0.068225,0.070004,0.055088,0.057381,0.062923,0.077995,0.087519,0.08326,0.094569,0.091342,0.089265,0.098747,0.10622,0.10529,0.10671,0.10321,0.10604,0.11819,0.12091,0.11613,0.12398,0.12884,0.12024,0.13528,0.13211,0.12754,0.13095,0.14423,0.1507,0.13507,0.12296,0.12732,0.13794,0.13559,0.1556,0.14551,0.1477,0.14881,0.14289,0.16283,0.16052,0.15061,0.15603,0.17363,0.18411,0.18306,0.18554,0.18571,0.18078,0.17725,0.17283,0.17102,0.15655,0.16705,0.16353,0.16559,0.16584
