1.8507,2.2092,2.7464,2.9884,2.985,2.9203,2.6936,2.5691,2.4844,2.4724,2.5535,2.5597,2.5875,2.6341,2.5623,2.5322,2.0367,0.83404,0.076401,-0.71307,-0.86715,-1.0146,-0.95227,-1.3399,-1.2883,-1.2615,-1.258,-1.2504,-1.2457,-1.3455,-1.3657,-1.3496,-1.3332,-1.3301,-1.3297,-1.3344,-1.3413,-1.3267,-1.3218,-1.3345,-1.319,-1.3088,-1.3235,-1.3157,-1.2945,-1.3213,-1.3171,-1.2952,-1.3102,-1.3165,-1.2963,-1.3209,-1.3268,-1.3268
1.1228,0.83732,1.0775,0.84415,0.75558,0.22828,0.10056,-0.016823,0.069609,0.1143,0.1356,0.10948,0.056168,0.05143,0.46305,0.45376,1.0523,1.7757,1.9405,0.83581,0.42562,-0.323,-0.33062,-0.26041,-0.33945,-0.49361,-0.46182,-0.42727,-0.41637,-0.39043,-0.3718,-0.38949,-0.4018,-0.37973,-0.38933,-0.38124,-0.35779,-0.36853,-0.36712,-0.3555,-0.35789,-0.35955,-0.34592,-0.35402,-0.37354,-0.36174,-0.35674,-0.37755,-0.3787,-0.37703,-0.3936,-0.39043,-0.40032,-0.40032
0.8114,1.4018,1.216,1.2345,1.195,1.433,1.6524,1.7357,1.6103,1.5192,1.4767,1.4926,1.5138,1.487,1.2801,1.0952,0.98312,0.87837,0.31092,-0.047254,-0.65129,-0.76924,-0.60874,-0.59656,-0.64776,-0.69007,-0.72268,-0.75074,-0.72708,-0.71057,-0.70718,-0.69159,-0.68991,-0.68842,-0.68255,-0.67908,-0.6876,-0.68118,-0.675,-0.69518,-0.70044,-0.70503,-0.72386,-0.73531,-0.73637,-0.75615,-0.76196,-0.76682,-0.77267,-0.77628,-0.76965,-0.77619,-0.77317,-0.77317
1.1884,1.354,1.5032,1.5496,1.6788,2.0917,2.3531,2.356,2.3694,2.3472,2.3224,2.3141,2.3068,2.3011,2.0976,1.6397,1.1236,0.27414,-0.24711,-0.76151,-1.1477,-1.1708,-1.0964,-1.0799,-1.0904,-1.0624,-1.012,-0.99237,-0.96484,-0.95231,-0.94241,-0.92531,-0.9244,-0.91956,-0.91194,-0.91397,-0.91726,-0.91008,-0.9022,-0.90519,-0.89984,-0.89551,-0.89984,-0.89453,-0.88272,-0.89,-0.88713,-0.88339,-0.88541,-0.88488,-0.87911,-0.88102,-0.87866,-0.87866
-0.58488,-0.32428,-0.4935,-0.51218,-0.50342,-0.55241,-0.60798,-0.48664,-0.53006,-0.55345,-0.56146,-0.54326,-0.53397,-0.52223,-0.54204,-0.39189,-0.711,-0.99889,-0.37863,0.53444,0.51582,0.41432,0.56665,0.36099,0.21012,0.35707,0.28557,0.32035,0.30181,0.27926,0.26811,0.28245,0.28154,0.26306,0.26824,0.25758,0.24156,0.24641,0.24037,0.23008,0.23326,0.23519,0.22682,0.24065,0.25567,0.25165,0.25206,0.26427,0.2644,0.26667,0.27524,0.27542,0.28254,0.28254
-0.969,-1.14,-0.76827,-0.71188,-0.69915,-0.79192,-0.54614,-0.62253,-0.61654,-0.62954,-0.59378,-0.59947,-0.52557,-0.4553,-0.8576,-1.272,-1.42,-1.2749,-0.013639,0.62926,0.30707,0.12904,0.67653,0.69377,0.46473,0.33337,0.38998,0.42036,0.43722,0.36955,0.37059,0.38758,0.39889,0.39553,0.39555,0.4012,0.39782,0.40175,0.40497,0.39986,0.40303,0.40754,0.39859,0.40358,0.41433,0.40684,0.40613,0.41502,0.40817,0.40347,0.40939,0.40848,0.40901,0.40901
-1.5244,-1.5043,-1.4904,-1.4674,-1.2704,-0.67217,-0.60829,-0.63977,-0.65511,-0.66015,-0.66558,-0.66829,-0.69569,-0.72076,-0.63525,-0.64312,-0.66098,-0.65544,-0.15713,0.53448,0.48268,0.71772,0.52821,0.40909,0.65863,0.80809,0.77217,0.64737,0.41497,0.2413,0.24502,0.2424,0.36668,0.45026,0.38829,0.35306,0.34197,0.34211,0.35899,0.44141,0.44142,0.43499,0.47267,0.47373,0.48224,0.46204,0.44522,0.45303,0.49005,0.45098,0.45455,0.42227,0.38325,0.38325
-0.52722,-0.71643,-0.80121,-0.75921,-0.30084,0.071578,0.058021,0.015014,0.0026325,-0.0011672,-0.005184,-0.0050706,-0.037434,-0.077506,-0.01336,0.18393,0.0081736,-0.21681,-0.37372,-0.26121,-0.059201,0.11073,0.046631,0.024718,0.095611,0.11039,0.12651,0.11881,0.12299,0.10966,0.10966,0.11254,0.1199,0.11874,0.11881,0.12177,0.12275,0.1229,0.12363,0.12466,0.12448,0.12501,0.12486,0.12315,0.12521,0.12482,0.12353,0.12739,0.12682,0.12559,0.12718,0.12609,0.12534,0.12534
-1.2025,-1.5148,-1.573,-1.7109,-1.2941,-1.058,-1.0342,-1.1082,-1.1138,-1.1046,-1.0981,-1.0836,-1.1534,-1.1983,-0.76957,-0.29639,2.6571,2.8936,2.2976,1.0409,0.4828,0.34573,0.38275,0.32901,0.25835,0.23963,0.24452,0.26295,0.27384,0.24913,0.25576,0.2592,0.2608,0.25449,0.25724,0.26697,0.27535,0.27281,0.26678,0.26363,0.26379,0.26299,0.26305,0.26523,0.26107,0.26843,0.26864,0.268,0.26286,0.26633,0.26198,0.26793,0.27116,0.27116
1.3812,1.5472,1.8592,2.1177,1.4954,1.4035,1.6293,1.7231,1.7493,1.7623,1.9187,1.9706,2.2914,2.5046,1.3897,0.26172,-1.1541,-1.623,-1.5501,-1.0888,-0.6284,-0.47179,-0.4855,-0.69325,-0.70523,-0.72928,-0.69361,-0.64177,-0.5728,-0.63107,-0.63123,-0.61979,-0.62469,-0.66289,-0.64603,-0.61869,-0.60923,-0.61087,-0.62436,-0.65087,-0.64967,-0.64772,-0.66248,-0.66079,-0.66008,-0.65204,-0.65155,-0.63586,-0.6571,-0.64675,-0.641,-0.63226,-0.62023,-0.62023
0.060365,0.11167,-0.07209,-0.29674,-0.44589,-0.15429,-0.28383,-0.15383,-0.13204,-0.14477,-0.30939,-0.37575,-0.51262,-0.5546,-0.23775,-0.44094,-0.41673,0.20647,0.17114,-0.021475,-0.21905,-0.27114,-0.25379,0.17627,0.17568,0.15186,0.10506,0.064231,0.06135,0.26404,0.253,0.22961,0.17007,0.18946,0.19234,0.15783,0.13786,0.14299,0.1572,0.15531,0.1535,0.15246,0.15367,0.15055,0.14811,0.13855,0.14568,0.1159,0.13434,0.13664,0.13087,0.13236,0.13514,0.13514
0.85786,0.65831,0.48194,0.56022,0.38204,-0.36553,-0.6955,-0.62604,-0.47973,-0.50579,-0.4932,-0.50342,-0.54874,-0.61319,-0.69283,-0.69131,-0.14431,-0.21345,0.23388,0.13,-0.0431,-0.12491,0.048198,-0.027915,-0.12791,-0.069229,-0.061813,-0.037158,0.015957,0.022456,0.04893,0.097113,0.094207,0.10295,0.13869,0.13175,0.13779,0.16135,0.17218,0.14654,0.16783,0.18428,0.16809,0.17836,0.19454,0.17726,0.18401,0.17417,0.16971,0.17027,0.16109,0.16571,0.1737,0.1737
-1.0301,-1.316,-1.2972,-1.1031,-0.6692,0.39579,0.82639,0.85136,0.85971,0.85787,0.85554,0.86379,0.8757,0.88221,1.0857,1.2978,1.5661,1.3837,1.0723,0.7155,0.20912,0.18241,-0.19178,-0.14281,-0.18878,-0.16654,-0.18987,-0.25635,-0.29714,-0.32635,-0.30589,-0.33126,-0.32075,-0.29629,-0.30784,-0.31436,-0.30057,-0.30649,-0.31375,-0.29565,-0.29871,-0.31211,-0.3023,-0.29709,-0.31906,-0.32218,-0.32011,-0.30991,-0.33323,-0.32683,-0.31518,-0.34825,-0.35404,-0.35404
0.84479,0.5142,0.54691,0.58851,0.56124,0.28424,-0.3042,-0.76001,-0.84124,-0.8472,-0.84923,-0.85402,-0.85355,-0.70337,-0.36831,-0.464,-0.35052,-0.56934,-0.62531,-0.54571,-0.12166,0.30885,0.13712,0.014508,0.15036,0.21552,0.2706,0.24877,0.22312,0.22984,0.22403,0.17803,0.19783,0.20496,0.18394,0.1932,0.19024,0.16487,0.17496,0.18653,0.16685,0.1683,0.17165,0.15457,0.14219,0.13595,0.12579,0.15111,0.14791,0.14106,0.15657,0.13425,0.11216,0.11216
0.25015,0.52675,0.56033,0.52916,0.44085,0.5938,0.75889,0.82634,0.81581,0.80431,0.79331,0.7906,0.77656,0.73309,0.56263,0.050483,-0.33268,-0.39678,-0.3765,-0.28609,-0.35878,-0.3504,-0.27123,-0.30426,-0.27159,-0.26829,-0.29121,-0.2795,-0.2831,-0.28747,-0.29723,-0.20501,-0.21363,-0.22275,-0.2302,-0.24011,-0.24823,-0.25122,-0.25368,-0.2603,-0.26311,-0.26775,-0.27314,-0.25844,-0.184,-0.1833,-0.1892,-0.20855,-0.19824,-0.20295,-0.22087,-0.20006,-0.19161,-0.19161
0.86119,1.1309,1.1075,0.90152,1.0688,1.3801,1.1819,1.0189,0.98478,1.0137,1.0285,1.0341,1.0631,1.1722,1.2187,1.0105,0.81755,0.77499,0.23336,-0.24157,-0.38184,-0.45919,-0.64712,-0.71979,-0.53367,-0.61437,-0.61737,-0.521,-0.50747,-0.48242,-0.5102,-0.50668,-0.53012,-0.55558,-0.55392,-0.55559,-0.57135,-0.56964,-0.56938,-0.58107,-0.57749,-0.57151,-0.57759,-0.5801,-0.55977,-0.56128,-0.55929,-0.55448,-0.54712,-0.54756,-0.54057,-0.53106,-0.53257,-0.53257
-0.72999,-0.50602,-0.42746,-0.45749,-0.49107,-0.023618,-0.10629,0.096017,0.18496,0.18367,0.1991,0.20426,0.19631,0.14519,-0.043839,-0.55358,-0.48488,-0.29528,-0.36933,-0.57064,-0.2732,-0.13637,-0.15388,-0.17919,-0.062217,0.004739,-0.009086,-0.0065281,0.039893,0.053283,0.067944,0.13917,0.13736,0.14265,0.1758,0.16999,0.17457,0.20405,0.20814,0.18633,0.20919,0.21918,0.20908,0.22318,0.23084,0.24918,0.24338,0.14515,0.20253,0.19154,0.10292,0.2106,0.26488,0.26488
0.49096,0.6253,0.61929,0.61825,-0.033482,-1.9022,-1.6731,-1.636,-1.6259,-1.6234,-1.616,-1.6102,-1.5977,-1.5857,-1.5988,-1.4348,-1.1788,-1.2863,0.9941,2.7381,1.0964,-0.58406,1.3591,1.7385,0.51271,0.22608,0.21627,0.29968,0.31946,0.30257,0.31678,0.36771,0.34093,0.32068,0.33691,0.3545,0.35681,0.35717,0.35243,0.33781,0.33867,0.34514,0.33841,0.36465,0.38321,0.39767,0.4016,0.40323,0.39325,0.40115,0.39173,0.40572,0.41171,0.41171
0.93964,1.9835,2.7505,2.8558,0.74459,-0.52428,-0.44062,-0.40431,-0.38518,-0.37544,-0.36573,-0.35526,-0.32952,-0.2834,-0.26473,-0.56992,-0.47043,-0.1965,-0.1115,-0.13542,-0.10448,-0.087014,-0.12794,-0.12903,-0.11264,-0.11349,-0.11764,-0.12077,-0.1251,-0.12119,-0.11989,-0.12163,-0.12307,-0.12011,-0.12009,-0.12159,-0.12095,-0.12009,-0.12181,-0.12231,-0.12066,-0.12147,-0.1208,-0.11868,-0.12049,-0.11985,-0.11901,-0.12416,-0.12302,-0.1219,-0.1243,-0.12048,-0.11811,-0.11811
1.1523,0.66508,0.50231,0.50159,1.0556,1.0607,0.94257,0.80839,0.74596,0.69953,0.64641,0.58502,0.45044,0.2099,0.080045,0.83814,0.66927,-0.20307,-0.91286,-0.83651,-0.55953,-0.34128,-0.51883,-0.57715,-0.40362,-0.29212,-0.25888,-0.26835,-0.26598,-0.26839,-0.26805,-0.26634,-0.24604,-0.24253,-0.2468,-0.24887,-0.25141,-0.25218,-0.23873,-0.22701,-0.23266,-0.22856,-0.22668,-0.24133,-0.23907,-0.24495,-0.25119,-0.24056,-0.23278,-0.24481,-0.24366,-0.25658,-0.26791,-0.26791
1.6083,2.596,2.4968,2.4656,0.57947,-1.0278,-0.48057,-0.4388,-0.41639,-0.40274,-0.39217,-0.37232,-0.34336,-0.2805,-0.22658,-1.0892,-0.76987,-0.1365,-0.43394,-0.49791,-0.18079,0.086331,-0.28608,-0.3834,-0.15513,-0.074642,-0.057517,-0.054571,-0.067056,-0.053863,-0.049345,-0.054494,-0.048129,-0.0422,-0.047222,-0.050511,-0.050799,-0.0518,-0.054036,-0.050611,-0.050094,-0.052755,-0.049696,-0.050353,-0.050053,-0.050887,-0.051333,-0.054476,-0.051707,-0.051677,-0.05066,-0.049137,-0.04941,-0.04941
1.9826,1.5216,1.5261,1.5365,2.0543,0.91634,-0.12191,-0.10162,-0.090408,-0.082132,-0.064048,-0.049334,-0.018632,0.032649,0.076804,1.0858,0.36407,0.11983,0.020277,-0.79152,-0.42091,-0.013258,-0.29577,-0.32418,-0.13974,-0.18944,-0.2318,-0.27199,-0.2513,-0.25992,-0.27572,-0.28988,-0.3015,-0.30821,-0.30251,-0.30143,-0.29984,-0.29844,-0.30269,-0.31407,-0.31178,-0.31268,-0.3178,-0.32129,-0.3285,-0.3306,-0.32733,-0.32763,-0.33447,-0.3286,-0.32368,-0.32366,-0.31834,-0.31834
