-0.88798,-0.83874,-0.75708,-0.39986,-0.79733,-0.1449,1.3771,2.3816,2.8895,2.6872,3.1525,3.1139,2.785,2.9131,2.8882,2.8113,2.7882,2.7888,2.8152,2.8809,2.7953,2.7443,2.3233,1.8303,0.6954,-0.28888,-0.96519,-0.74339,-0.5871,-0.62933,-0.61089,-0.60025,-0.59347,-0.60755,-0.64826,-0.67569,-0.64224,-0.66681,-0.69718,-0.68516,-0.66991,-0.67409,-0.68448,-0.70667,-0.67943,-0.66089,-0.71153,-0.7107,-0.68954,-0.68426,-0.71324,-0.71115,-0.70378,-0.69676,-0.72702,-0.74685,-0.70641,-0.72831,-0.76054,-0.76003,-0.73708,-0.74844,-0.76815,-0.76894,-0.75269,-0.75328,-0.79553,-0.77117,-0.76176,-0.78755,-0.79425,-0.77754,-0.77005,-0.79245,-0.78188,-0.76799,-0.76044,-0.7958,-0.7937,-0.76869,-0.80248,-0.813,-0.80063,-0.78987,-0.81128,-0.80831,-0.79527
-0.82675,-0.26615,-0.34041,0.40137,0.25108,0.40184,1.0237,0.95279,0.4452,0.082244,0.22598,0.034899,-0.40975,-0.46992,-0.3842,-0.39525,-0.4081,-0.37281,-0.34592,-0.29463,-0.19141,0.23205,0.51717,1.047,1.4872,0.73809,0.45637,-0.20458,-0.21225,-0.16812,-0.07613,-0.071166,-0.13732,-0.1317,-0.075973,-0.017279,-0.016522,-0.0062389,-0.0029642,-0.011663,-0.013304,-0.032485,-0.012878,-0.037968,-0.0072445,-0.039766,-0.035117,-0.041532,-0.046485,-0.061381,-0.066269,-0.034427,-0.029873,-0.039007,-0.028417,-0.012803,-0.053462,-0.064776,-0.074285,-0.070965,-0.071531,-0.080154,-0.050089,-0.035315,-0.038364,-0.037229,-0.018497,-0.028296,-0.050261,-0.057021,-0.06349,-0.056569,-0.077586,-0.070148,-0.042813,-0.043823,-0.046025,-0.03866,-0.033294,-0.069559,-0.080915,-0.082304,-0.089036,-0.10472,-0.11475,-0.090213,-0.086666
-0.28564,-0.34468,-0.29183,-0.37394,0.09158,-0.29752,-0.44278,0.33655,0.88472,1.0021,1.0016,1.0767,1.1726,0.76589,0.4533,0.34883,0.29779,0.26061,0.21902,0.17532,0.16318,0.28809,0.35358,0.32222,0.18335,0.036691,-0.37721,-0.23497,-0.076969,-0.15493,-0.19835,-0.15327,-0.097454,-0.096203,-0.11232,-0.14875,-0.14752,-0.14484,-0.1443,-0.1418,-0.12679,-0.11829,-0.11558,-0.13392,-0.13719,-0.13638,-0.14691,-0.14739,-0.13816,-0.12347,-0.10858,-0.10527,-0.10655,-0.10604,-0.11663,-0.13426,-0.13457,-0.13132,-0.13131,-0.1265,-0.10342,-0.091315,-0.080357,-0.085475,-0.077654,-0.091897,-0.10924,-0.11239,-0.11991,-0.11755,-0.11609,-0.10684,-0.090174,-0.084792,-0.079555,-0.075986,-0.075794,-0.093821,-0.10711,-0.1212,-0.12683,-0.12554,-0.11685,-0.099411,-0.087521,-0.073685,-0.072919
-0.41779,-0.42696,-0.55733,-0.56463,-0.11638,0.52614,1.2599,1.6301,1.7118,1.6988,1.6746,2.2334,2.6505,2.7849,2.7787,2.7587,2.7371,2.7202,2.7025,2.7238,2.7305,2.4616,2.1247,1.8844,1.2221,0.055226,-0.54543,-0.61103,-0.70853,-0.82525,-0.79975,-0.76029,-0.7148,-0.71114,-0.71656,-0.73342,-0.73257,-0.70369,-0.70977,-0.71279,-0.71667,-0.72483,-0.72298,-0.7295,-0.74224,-0.72435,-0.72699,-0.723,-0.71579,-0.70851,-0.70894,-0.70635,-0.70028,-0.68918,-0.68732,-0.68606,-0.66994,-0.66674,-0.66896,-0.66445,-0.65569,-0.6552,-0.65379,-0.64994,-0.64132,-0.63968,-0.64344,-0.63376,-0.62625,-0.6313,-0.63199,-0.62619,-0.62388,-0.62846,-0.6245,-0.61922,-0.61392,-0.61924,-0.61711,-0.60535,-0.61066,-0.61252,-0.6108,-0.60831,-0.6119,-0.6134,-0.61064
0.21225,0.03829,0.051045,-0.18587,-0.25538,-0.51027,-0.27089,0.12275,0.42715,0.54669,0.42941,0.21697,0.24249,0.30319,0.30297,0.33035,0.34171,0.31376,0.2943,0.28033,0.29459,0.22613,0.1491,-0.32749,-0.61901,-0.30558,-0.37793,-0.10061,-0.027458,-0.025116,-0.089015,-0.036331,0.027343,0.021235,-0.018864,-0.065966,-0.074993,-0.090744,-0.10811,-0.10863,-0.10959,-0.1014,-0.11576,-0.052547,-0.107,-0.077203,-0.077026,-0.069735,-0.063844,-0.054658,-0.052688,-0.069579,-0.066125,-0.055919,-0.058475,-0.059699,-0.026685,-0.019861,-0.016743,-0.017939,-0.018496,-0.016543,-0.03439,-0.039694,-0.035246,-0.033985,-0.044664,-0.031471,-0.015321,-0.015376,-0.011779,-0.013058,-0.0028551,-0.011595,-0.025112,-0.021102,-0.018892,-0.022255,-0.019132,0.012883,0.016244,0.014335,0.019535,0.025036,0.025163,0.0084379,0.0079982
0.39701,0.44968,0.39766,0.41829,0.45623,0.029904,-1.0617,-1.5022,-1.1205,-0.97288,-0.78862,-0.77532,-0.86428,-0.58279,-0.51251,-0.52994,-0.51804,-0.50368,-0.49513,-0.46383,-0.69822,-1.4987,-1.9742,-1.8927,-1.1612,-0.45245,0.093203,0.39616,0.39353,0.22886,0.3469,0.26932,0.2825,0.28219,0.26573,0.23543,0.23438,0.37155,0.39374,0.39489,0.3554,0.31507,0.33968,0.28644,0.20885,0.2256,0.2095,0.20895,0.22051,0.23071,0.22796,0.23702,0.24292,0.25314,0.24626,0.23771,0.25566,0.24682,0.23546,0.23599,0.25249,0.25879,0.25718,0.25919,0.26883,0.27186,0.25102,0.25782,0.25905,0.24944,0.24722,0.25507,0.25806,0.25357,0.26366,0.27144,0.27819,0.26261,0.26473,0.27102,0.25573,0.24995,0.25338,0.26025,0.2543,0.26063,0.2666
0.078047,0.077048,0.14176,-0.071032,-0.72416,-1.1937,-0.85995,-0.76461,-0.9222,-0.8452,-1.004,-0.41014,-0.15048,-0.20435,-0.20824,-0.21713,-0.22838,-0.24027,-0.25202,-0.26492,-0.16087,0.10225,0.20966,0.2287,0.18265,0.16667,0.14698,0.1527,0.14664,0.12393,0.12373,0.1257,0.12654,0.12514,0.12099,0.11739,0.11936,0.11921,0.11854,0.12028,0.12073,0.11988,0.1206,0.12151,0.12078,0.12195,0.11976,0.11985,0.12183,0.12209,0.12073,0.12154,0.12308,0.12393,0.12268,0.12141,0.12343,0.12197,0.121,0.12178,0.12312,0.12259,0.12083,0.12096,0.12131,0.1217,0.11927,0.12067,0.12098,0.11958,0.11952,0.12044,0.12089,0.12118,0.12229,0.12315,0.12475,0.12432,0.12504,0.12661,0.12483,0.12529,0.12569,0.1257,0.12479,0.12549,0.12623
1.2091,1.2118,0.66011,0.12646,-1.0005,-1.5836,-1.2459,-1.1426,-1.4374,-1.2518,-1.2136,-0.69118,-0.51702,-0.63696,-0.64143,-0.65555,-0.66211,-0.67617,-0.69432,-0.7221,-0.51168,-0.082937,0.056463,0.093201,0.050913,0.084266,0.15097,0.20894,0.2172,0.2108,0.20336,0.19402,0.19554,0.1973,0.19363,0.19186,0.19412,0.19415,0.19623,0.19702,0.1955,0.1964,0.1971,0.19158,0.19644,0.19708,0.19635,0.19643,0.19766,0.19833,0.19822,0.19702,0.19737,0.19707,0.19569,0.19275,0.19498,0.19328,0.19478,0.19433,0.19463,0.19699,0.19288,0.19084,0.19024,0.19209,0.18904,0.18877,0.18972,0.19031,0.19106,0.18996,0.19132,0.1925,0.19122,0.19127,0.19274,0.19314,0.19305,0.19376,0.19468,0.19628,0.19612,0.19706,0.19783,0.19687,0.1967
-0.16059,-0.15703,-0.13192,-0.49911,-1.928,-0.56265,-0.80502,-1.3421,-0.50454,0.15613,0.35063,-1.1474,-1.2555,-0.89643,-0.86679,-0.82184,-0.81703,-0.76184,-0.688,-0.49545,-0.972,-0.75298,-0.18231,0.042422,0.14667,0.22263,0.24061,0.20149,0.22763,0.24506,0.25065,0.25104,0.25363,0.26103,0.27101,0.27946,0.27622,0.26927,0.26797,0.26377,0.25542,0.25188,0.25406,0.25584,0.25756,0.25398,0.25534,0.25469,0.2517,0.24915,0.24838,0.25165,0.25109,0.24857,0.24867,0.24872,0.24763,0.23976,0.24001,0.23625,0.23481,0.23719,0.237,0.23873,0.23617,0.24102,0.23796,0.23788,0.23574,0.23459,0.236,0.23517,0.2318,0.23104,0.23404,0.23324,0.23119,0.23225,0.23252,0.23009,0.22842,0.22656,0.22577,0.22278,0.22124,0.22355,0.22401
-1.0799,-1.2255,-1.1365,-1.565,0.95671,2.5082,1.0306,0.86913,2.2396,2.766,3.2601,2.5666,2.7384,3.0829,3.123,3.1864,3.3688,3.4923,3.5625,3.533,2.7746,0.49166,-0.81265,-1.4598,-1.5476,-1.0543,-0.80335,-0.56227,-0.48882,-0.51968,-0.5095,-0.54001,-0.51424,-0.50104,-0.51046,-0.52232,-0.51899,-0.50646,-0.50411,-0.5102,-0.5363,-0.54426,-0.54036,-0.55365,-0.56995,-0.56335,-0.5695,-0.56976,-0.56941,-0.56582,-0.56702,-0.57108,-0.57404,-0.57574,-0.58432,-0.59654,-0.5802,-0.59631,-0.59549,-0.60542,-0.60233,-0.58966,-0.60472,-0.61022,-0.61234,-0.60177,-0.62472,-0.62251,-0.61948,-0.62036,-0.61635,-0.61966,-0.61596,-0.62037,-0.623,-0.62224,-0.62331,-0.63006,-0.63189,-0.62556,-0.62773,-0.63148,-0.62938,-0.62532,-0.62485,-0.62738,-0.62675
