0.70348,0.56214,0.65421,0.76049,0.45293,0.41925,0.44378,0.342,0.20557,-0.077532,-0.063813,-0.081793,-0.056183,-0.48693,-0.31478
0.21266,0.027303,-0.087396,-0.22131,-0.18145,-0.21962,-0.35254,-0.5034,-0.56725,-0.60945,-0.95197,-1.1221,-1.307,-1.0153,-1.2702
1.0228,0.99283,0.86488,0.82829,0.83591,0.88463,0.83889,0.77697,0.75974,0.65781,0.63412,0.71753,0.8654,0.74531,0.97912
-1.016,-0.85969,-0.71062,-0.77406,-0.60964,-0.57502,-0.74661,-0.77415,-0.64801,-0.31049,-0.20052,-0.0029915,0.12331,0.79708,0.66829
-1.516,-1.6192,-1.3245,-1.0529,-1.1084,-1.0457,-0.85856,-0.83941,-0.91824,-0.9743,-0.89832,-0.87996,-0.78183,-0.95545,-0.68527
0.68969,0.82869,0.65113,0.60915,0.92467,1.02,1.0583,1.1388,1.2114,1.278,1.1787,0.96104,0.67017,0.55909,0.44237
1.7386,1.6854,1.7476,1.8149,1.7117,1.4491,1.1386,1.0439,1.0013,0.97167,0.9961,0.89819,0.75552,0.56246,0.52648
-0.28709,-0.19629,-0.11575,-0.12491,-0.16362,-0.29447,-0.50906,-0.78851,-1.0626,-1.0029,-0.8717,-0.69889,-0.61879,-0.37382,-0.50082
-1.8863,-1.8367,-1.9887,-2.0521,-1.9967,-1.9537,-1.9219,-1.8778,-1.8497,-1.8505,-1.6641,-1.3944,-0.96465,-0.81644,-0.39306
0.028275,-0.19074,-0.30456,-0.5552,-0.78498,-0.84294,-0.64712,-0.15616,0.27854,0.37614,0.35101,0.25626,0.40573,0.63814,1.1278
-1.1282,-0.81149,-0.82969,-0.81984,-0.77318,-0.83271,-0.83761,-0.66319,-0.41945,-0.14536,0.069632,0.28394,0.50895,0.59469,0.52858
-1.711,-1.654,-1.2929,-1.0996,-0.9825,-0.83108,-0.81728,-0.88515,-0.82848,-0.70858,-0.8197,-0.91839,-1.1287,-0.91036,-1.0762
