1.1541,1.9348,1.6285,1.1447,0.87909,0.59867,1.1094,0.56071,0.32919,0.95248,0.55952,0.37144,0.60448,0.48346,0.29619,0.18063,0.13486
0.71537,0.013922,0.083514,0.3852,0.18468,0.059793,-0.47587,-0.25968,-0.11368,-0.59769,-0.49203,-0.47541,-0.70432,-0.66186,-0.7127,-0.84809,-0.98261
1.0098,1.3312,1.091,0.94973,0.9858,0.90092,1.2963,1.0658,0.94485,1.332,1.1768,1.1919,1.3905,1.4637,1.5433,1.5315,1.6058
-0.23336,-0.68198,-0.42157,-0.11547,-0.070644,0.15407,-0.59812,0.015811,0.39718,-0.18805,0.2507,0.38348,0.099455,0.10809,0.29682,0.43243,0.54627
-1.7459,-1.4754,-1.5023,-1.548,-1.4573,-1.6707,-1.2675,-1.2968,-1.2837,-0.87337,-0.98614,-1.0904,-0.89159,-0.83611,-0.83555,-0.84729,-0.89935
-0.38092,-0.74411,-0.60069,-0.65046,-0.31407,0.29342,0.31164,0.54273,0.59541,0.32044,0.62341,0.83161,0.62868,0.43899,0.30388,0.18264,0.1954
1.1613,1.2701,1.3354,1.5687,1.0995,0.85894,0.78989,0.72072,0.50412,0.30538,0.099778,0.051104,0.10839,0.10949,-0.0087398,-0.12796,-0.18516
-0.67151,-0.84597,-0.88359,-1.1919,-0.76859,-0.40848,-0.88559,-0.59546,-0.47819,-1.0379,-1.0349,-1.1382,-1.3331,-1.3708,-1.256,-1.1907,-1.1565
-1.0702,-1.2529,-1.2212,-1.363,-1.4692,-1.4797,-1.446,-1.4983,-1.5356,-1.1387,-0.93022,-0.92753,-0.86281,-0.8912,-0.65201,-0.44407,-0.26192
0.61361,0.074834,-0.28598,-0.046786,-0.083942,-0.37315,-0.24609,-0.38131,-0.35469,-0.019026,0.33585,0.70821,0.84989,1.1154,1.0332,0.85724,0.79363
-0.50036,-0.34511,-0.39491,-0.17884,0.24147,0.57103,0.75056,0.42216,0.47157,0.7239,0.78791,1.1143,1.3631,1.0783,0.79766,0.49964,0.50329
-0.56303,-0.76373,-0.2258,0.3805,0.35513,0.10461,-0.005575,0.6347,0.91021,0.56017,0.59169,0.38154,-0.085873,-0.22482,-0.485,-0.8034,-1.1003
