0.2642,0.44244,0.41013,0.52311,0.26683,0.18268,-0.017537,-0.16082,0.061402,-0.060216,-0.43862,0.12901,0.14838,-0.44157,-0.39418,-0.1627,-0.18461,-0.44135,-0.39384
0.21855,-0.14152,-0.27546,-0.58969,-0.59671,-0.7165,-0.56267,-0.621,-0.60239,-0.15442,0.15727,-0.38926,-0.97679,-0.88172,-1.0258,-1.2032,-1.189,-1.3056,-1.6745
1.1898,1.2302,1.228,1.2692,1.2009,1.2129,1.4035,1.4133,1.6535,1.892,1.9268,1.7292,1.2472,1.4665,1.658,1.6085,1.6615,1.6206,1.6471
-0.91703,-0.99494,-0.49845,-0.67683,-0.63045,-0.51526,-0.38032,-0.26375,-0.18586,0.396,0.85497,0.026628,0.086034,0.77491,0.94404,0.99417,0.93895,1.1136,1.2075
-2.3769,-2.2447,-2.1453,-1.7742,-1.6187,-1.5097,-1.5462,-1.5194,-1.391,-1.348,-1.2503,-0.38415,-0.28169,-0.68081,-0.72765,-0.59315,-0.41058,-0.33319,-0.12744
0.28387,0.68312,0.92356,0.8373,0.83157,0.95215,1.1644,1.3247,1.5001,1.7826,1.8327,0.97916,0.57489,0.64963,0.60136,0.54391,0.52985,0.73477,0.71709
1.6011,1.5783,1.8211,1.8398,1.6545,1.4368,1.3152,1.1057,0.9926,1.117,0.94536,0.51814,0.49065,0.34792,0.19007,0.30435,0.28551,0.35879,0.65773
-0.6999,-0.64486,-0.32766,-0.11543,-0.055703,-0.20722,-0.31509,-0.17446,-0.29889,-0.26416,0.20471,-0.2876,-0.28935,-0.26622,-0.30043,-0.2407,-0.13113,0.17145,0.48115
-1.1003,-0.98074,-0.97108,-1.0205,-1.1941,-1.136,-1.3388,-1.2855,-1.1652,-1.2233,-1.1353,-0.93917,-0.8549,-0.64821,-0.32517,-0.13059,-0.095529,0.19076,0.68106
0.6872,0.096551,-0.54688,-0.64889,-0.79943,-0.98709,-0.91049,-0.9547,-0.6725,0.20635,0.3305,0.17921,-0.13376,0.044013,0.091544,-0.041448,0.20986,0.44184,0.53254
-1.0644,-0.85362,-0.73566,-0.91369,-1.2016,-1.3367,-1.3595,-1.0045,-0.30204,0.19363,0.29916,0.28098,-0.0073145,-0.49596,-0.18716,0.3807,0.52298,0.44502,0.2134
-1.4298,-1.479,-1.0096,-1.199,-1.1124,-0.72278,-0.11488,-0.040097,0.16038,0.56727,0.45455,-0.1269,-0.5957,-0.18301,-0.40184,-0.86577,-1.174,-1.2308,-1.2962
