0.82956,1.0959,1.3717,0.93695,0.69626,1.0132,1.4041,0.90931,0.56718,0.36693,0.60505,0.34182,0.45962,0.32723,0.13004,0.34036,0.23701,0.0051993
-0.2737,-0.31276,-0.42989,-0.23699,-0.16535,-0.31063,-0.34116,-0.13146,-0.38529,-0.44542,-0.73564,-0.55312,-0.80166,-0.67891,-0.41611,-0.68628,-0.97296,-1.072
0.21623,0.39075,0.29679,0.49902,0.34523,0.35934,0.49163,0.21162,0.35971,0.46935,0.76192,0.93001,1.3112,1.2458,1.2435,1.3079,1.2029,1.3751
0.22759,0.2427,0.47228,0.64605,0.82477,0.70444,0.69291,1.2352,1.1804,1.2774,1.001,1.0303,0.37085,0.75799,1.1514,0.86286,0.80987,0.85793
-1.0896,-0.70517,-0.37011,-0.44974,-0.6782,-0.58283,-0.1265,-0.30906,-0.39051,-0.2755,-0.16865,-0.55001,-0.38162,-0.32736,-0.39026,-0.23846,-0.11287,-0.29711
-0.35832,-0.19285,-0.89574,-0.64842,0.0090332,0.25559,0.15447,0.24797,0.073063,-0.53114,-0.90781,-0.33461,-0.26701,-0.30088,-0.45942,-0.61156,-0.4815,-0.20742
2.8397,2.7369,2.778,2.1892,1.9632,1.4473,1.1391,1.1247,0.97205,0.46192,0.34226,-0.060044,-0.017998,-0.26737,-0.23103,-0.14704,-0.13581,-0.00073599
0.88617,0.44759,-0.27282,-0.00065697,0.060523,-0.042263,-0.11823,-0.4187,-0.84065,-0.82822,-1.0154,-0.7947,-1.084,-0.94361,-1.0963,-1.1477,-0.96372,-0.94862
-0.56659,-0.80584,-1.0725,-1.2004,-1.3857,-1.378,-1.2538,-1.0434,-0.81203,-0.92645,-0.83717,-0.78899,-0.74236,-0.4538,-0.18836,-0.045223,0.20755,0.47409
1.1986,1.1298,1.0451,1.0047,0.44687,0.076149,0.078755,0.73484,1.1206,1.2082,1.381,0.89088,1.3901,1.2735,1.3865,1.5101,1.5284,1.5321
0.16785,0.24624,-0.10701,-0.053573,0.5403,1.3679,1.8803,1.0919,0.90692,0.44517,0.25807,0.75347,0.76344,0.74574,0.27826,0.20407,-0.11084,-0.37962
-1.1823,-0.97601,0.00012643,0.5631,0.78685,0.65667,0.63947,0.94333,0.5732,0.30047,-0.05991,-0.32688,-0.59643,-0.62052,-0.34553,-0.88307,-1.1459,-1.2834
