0.3756,0.41516,0.31052,0.28185,0.10315,-0.21793,-0.30344,-0.11087,-0.21502,-0.21632,-0.30263,-0.53336,-0.42598,-0.29612,-0.13178,0.0046505,0.11835,0.12682,0.097186,0.061151,0.06519,0.19415,0.16628,0.1419,0.16148,0.13416,0.09003,0.094339,0.10765,0.086989,0.071996,0.054111,-0.011046,-0.027574,-0.017206,-0.00054623,0.028436,0.044962,-0.017036,-0.025161,-0.059471,-0.019112,-0.024834,-0.065429,-0.046009,-0.037614,-0.063981,-0.062631,-0.051499,-0.053522
-0.14505,-0.21892,-0.25803,-0.25937,-0.32499,-0.42753,-0.46923,-0.34417,-0.39924,-0.39508,-0.44277,-0.6334,-0.67514,-0.51407,-0.23822,0.021621,0.1715,0.19502,0.16308,0.1484,0.26527,0.26231,0.25544,0.23399,0.20899,0.16184,0.1345,0.15345,0.15782,0.13676,0.15662,0.14688,0.10794,0.13363,0.15543,0.15185,0.18896,0.23719,0.17604,0.16207,0.17053,0.16814,0.16569,0.16858,0.1533,0.13939,0.12003,0.126,0.12695,0.12001
0.37148,0.43783,0.30028,-0.071965,-0.16851,-0.05552,-0.10328,-0.22593,-0.23203,-0.26606,-0.32896,-0.42751,-0.20749,0.042568,0.054614,0.040853,0.0053706,-0.0035519,-0.00063022,-0.014953,-0.039531,-0.01152,-0.022592,-0.027302,6.5006e-06,-0.012211,-0.0024969,0.015807,0.02815,0.03433,0.03907,0.054141,0.053307,0.055996,0.059917,0.050929,0.039992,0.032814,0.036448,0.023646,0.01933,0.032678,0.028138,0.020769,0.048149,0.05201,0.04487,0.060102,0.06738,0.071074
-0.27966,-0.57499,-0.66148,-0.54684,-0.52355,-0.60349,-0.59091,-0.49629,-0.53846,-0.56111,-0.50149,-0.28103,-0.14089,0.04144,0.17075,0.27066,0.29258,0.27303,0.22562,0.19579,0.10813,0.089862,0.098473,0.11231,0.13576,0.15659,0.1661,0.17323,0.18172,0.18288,0.192,0.18646,0.1605,0.15501,0.1525,0.15335,0.17786,0.19383,0.15584,0.15646,0.1517,0.16461,0.16553,0.16446,0.17269,0.17974,0.18077,0.18262,0.18885,0.19048
-0.078768,-0.22236,-0.31475,-0.35835,-0.35324,-0.30765,-0.2411,-0.42219,-0.32449,-0.24578,-0.30655,-0.41016,-0.3338,-0.16394,-0.00063604,0.064719,0.11965,0.10211,0.12049,0.11765,0.03676,0.056212,0.09403,0.081778,0.086578,0.11207,0.12738,0.11172,0.11626,0.13671,0.12501,0.12098,0.13819,0.14534,0.13154,0.14274,0.13524,0.10623,0.11455,0.12629,0.11528,0.11731,0.12743,0.12987,0.12804,0.13073,0.14525,0.13888,0.13758,0.14319
-0.048327,0.12791,0.30065,0.38907,0.40015,0.3751,0.25266,0.32803,0.35604,0.31271,0.25234,0.0876,0.036056,-0.025144,-0.076938,-0.18125,-0.24147,-0.21287,-0.16915,-0.15704,-0.11088,-0.022886,-0.020331,-0.050972,-0.054223,-0.07739,-0.10583,-0.1038,-0.099067,-0.10843,-0.11047,-0.094902,-0.085093,-0.047831,-0.027021,-0.01734,-0.063269,-0.09252,-0.048881,-0.058801,-0.072645,-0.061103,-0.068331,-0.082371,-0.070237,-0.064224,-0.08161,-0.071193,-0.066645,-0.06782
-0.22199,-0.41246,-0.50215,-0.44293,-0.39597,-0.42604,-0.34599,-0.32331,-0.36034,-0.3403,-0.21308,0.13638,0.2169,0.14631,0.13337,0.13,0.12104,0.12257,0.11869,0.11807,0.11735,0.093257,0.070857,0.10077,0.10927,0.11533,0.11513,0.11609,0.11445,0.10633,0.10751,0.11606,0.10359,0.060414,0.055264,0.051295,0.060078,0.070308,0.081605,0.084191,0.090224,0.090947,0.090932,0.087612,0.090114,0.091113,0.088892,0.086753,0.08897,0.086518
0.24522,0.11525,-0.035605,-0.11458,-0.12327,-0.11205,-0.11657,-0.10117,-0.11788,-0.1133,-0.060966,-0.020187,0.025218,0.019256,0.05886,0.10912,0.11288,0.090204,0.044055,0.081095,0.05359,-0.015739,-0.046072,-0.035101,-0.011171,0.025544,0.036492,0.03443,0.0063739,-0.013673,-0.0070296,-0.016448,-0.0037954,0.01735,0.022726,0.0063424,-0.03247,-0.033027,-0.029128,-0.027111,-0.019978,-0.0046392,-0.025254,-0.027667,-0.0030839,0.030573,0.029609,0.034894,0.034376,0.033514
-0.15565,-0.21935,-0.18066,-0.16209,-0.15297,-0.10684,-0.11801,-0.13142,-0.10841,-0.12481,-0.13612,-0.10578,-0.06636,-0.0061369,0.0036431,0.014548,0.032519,0.038048,0.035746,0.028628,0.051316,0.06385,0.07371,0.064539,0.057192,0.043233,0.034096,0.030786,0.035046,0.046017,0.051774,0.050616,0.043918,0.058395,0.066528,0.073557,0.072449,0.067307,0.061454,0.062538,0.061625,0.055472,0.059008,0.059626,0.053544,0.046923,0.044763,0.047055,0.043301,0.041837
-0.23575,-0.20717,-0.16535,-0.2045,-0.21862,-0.16024,-0.19547,-0.22971,-0.18485,-0.18803,-0.18847,-0.089355,0.10611,0.17833,0.12556,0.040759,-0.013507,0.0035408,0.028745,0.027975,0.044062,0.079806,0.081533,0.082558,0.079752,0.070296,0.051958,0.037446,0.038409,0.057567,0.056974,0.056565,0.054685,0.061773,0.07662,0.089962,0.060695,0.031921,0.05753,0.063669,0.060375,0.055905,0.063973,0.049011,0.059254,0.059454,0.048617,0.051689,0.045416,0.042525
-0.39138,-0.52841,-0.51304,-0.38619,-0.31929,-0.39286,-0.34716,-0.25166,-0.29514,-0.30347,-0.22596,0.063204,0.1756,0.21206,0.15089,0.099171,0.093154,0.081041,0.097789,0.094699,0.067087,0.055222,0.062666,0.061728,0.055557,0.062772,0.094374,0.11747,0.12776,0.10452,0.09187,0.10753,0.12814,0.094491,0.06027,0.044228,0.092952,0.1245,0.11997,0.10889,0.10966,0.10871,0.10317,0.13035,0.10435,0.090163,0.11359,0.10484,0.11644,0.1237
1.1463,-0.00096772,-0.56295,-0.32806,-0.65499,-1.4974,-1.4542,-0.76584,-1.1686,-1.233,-1.2466,-1.0997,-1.2366,-1.0375,-0.53187,0.28246,1.0495,0.93712,0.51237,0.34349,0.28821,0.3658,0.3633,0.35597,0.44286,0.44388,0.4435,0.46952,0.51489,0.52451,0.55444,0.39286,0.11827,0.10896,0.10905,0.13411,0.4602,0.6738,0.14923,0.15172,0.12099,0.17602,0.15502,0.16556,0.1312,0.12776,0.14392,0.14486,0.15651,0.16017
-0.17793,0.16973,0.6605,0.69128,0.54553,1.2072,1.0998,0.82383,1.0413,0.9391,1.0976,1.7014,1.8576,1.3937,0.59238,0.034365,-0.2861,-0.2643,-0.35765,-0.36397,-0.35236,-0.4127,-0.41023,-0.3904,-0.39584,-0.43008,-0.44352,-0.43205,-0.43388,-0.44131,-0.41349,-0.38922,-0.40094,-0.3807,-0.37432,-0.37944,-0.41268,-0.43097,-0.39413,-0.40837,-0.41075,-0.41992,-0.40888,-0.44646,-0.41422,-0.41289,-0.44502,-0.44827,-0.43462,-0.43775
-0.87046,-0.83617,-0.52088,0.30789,0.23771,0.13918,0.17775,0.24201,0.2953,0.60297,0.72556,0.63011,-0.12421,-0.76625,-0.29881,0.063392,0.14421,0.21153,0.11349,0.11636,0.12308,-0.0023958,0.022503,0.051978,-0.020293,0.00054943,0.023265,0.024309,0.017246,0.019353,0.038972,0.013853,0.001097,-0.01605,-0.034426,-0.04949,-0.029938,-0.01887,-0.059206,-0.064509,-0.053809,-0.080034,-0.051773,-0.080169,-0.05017,-0.041123,-0.06362,-0.079013,-0.065213,-0.066783
-1.5415,-2.4153,-2.3922,-1.5138,-0.89223,-1.6442,-1.7203,-1.0512,-1.2532,-1.5451,-1.5191,-1.262,-0.77098,0.37579,0.80094,0.77859,0.37321,0.33541,0.45883,0.46383,0.37584,0.38616,0.48656,0.58372,0.56031,0.58288,0.59003,0.58432,0.58099,0.5719,0.58649,0.58822,0.56909,0.56388,0.55873,0.56081,0.56509,0.55789,0.55,0.54489,0.5328,0.50676,0.47542,0.50227,0.47688,0.47645,0.49995,0.50797,0.50326,0.50485
-0.65376,0.22083,0.96899,1.5305,1.7386,1.3622,1.4822,1.8141,1.566,1.5689,1.5676,1.6137,1.3664,1.2231,0.4179,-0.37401,-0.67946,-0.65451,-0.54164,-0.54067,-0.56893,-0.45413,-0.48058,-0.44777,-0.44226,-0.42887,-0.43683,-0.44779,-0.45131,-0.45612,-0.50493,-0.54279,-0.5281,-0.5604,-0.56125,-0.55191,-0.53121,-0.52069,-0.51312,-0.50549,-0.50352,-0.5008,-0.49704,-0.4966,-0.50139,-0.50543,-0.50232,-0.51198,-0.52241,-0.52112
