-0.15193,-0.38365,-0.56426,-0.69133,-0.67032,-0.66603,-0.66172,-0.71,-0.72884,-0.65545,-0.57954,-0.2134,-0.23439,-0.23876,-0.0081367,0.16331,0.30104,0.24653,0.28776,0.27777,0.23703,0.23181,0.22227,0.17626,0.18593,0.22353,0.21125,0.22207,0.23792,0.21167,0.20003,0.21177,0.21831,0.20311,0.21526,0.23232,0.21114,0.20425,0.2367,0.23808,0.20225,0.19185,0.21144,0.17291,0.17788,0.20836,0.19469,0.19128
-0.23677,-0.43837,-0.64422,-0.72589,-0.73761,-0.73307,-0.74661,-0.75499,-0.74425,-0.70163,-0.63772,-0.49484,-0.45654,-0.21309,0.07764,0.22842,0.33639,0.35882,0.36064,0.31933,0.33797,0.33813,0.31773,0.32261,0.34416,0.30408,0.25976,0.22469,0.22559,0.23501,0.22453,0.21616,0.17758,0.14849,0.16648,0.15867,0.16628,0.19522,0.18275,0.16316,0.1986,0.24198,0.23078,0.24557,0.26169,0.23999,0.22911,0.22759
0.20628,0.30714,0.61697,0.83505,0.9344,0.9516,0.97382,0.98853,1.0071,0.96021,0.82086,0.66622,0.26894,-0.075415,-0.16934,-0.18409,-0.19124,-0.20884,-0.26048,-0.26658,-0.26775,-0.272,-0.27786,-0.29887,-0.29484,-0.29836,-0.31371,-0.30397,-0.30538,-0.30531,-0.29386,-0.28857,-0.29325,-0.29344,-0.27123,-0.25921,-0.26324,-0.26265,-0.26706,-0.28038,-0.28681,-0.29109,-0.30262,-0.31547,-0.31093,-0.3218,-0.323,-0.31846
-0.31775,-0.3425,-0.34508,-0.36011,-0.35202,-0.3521,-0.35203,-0.37319,-0.39687,-0.36306,-0.37462,-0.32406,-0.12415,0.014894,0.041477,0.066194,0.076538,0.095534,0.11634,0.14891,0.14551,0.1464,0.17225,0.12009,0.10291,0.12004,0.11891,0.19094,0.15785,0.16096,0.17422,0.16176,0.12603,0.13156,0.16773,0.11474,0.15817,0.18414,0.18709,0.12247,0.10661,0.10473,0.11344,0.10839,0.11086,0.10787,0.10095,0.10104
0.052498,0.018357,0.027511,0.071766,0.071887,0.061155,0.058417,0.055562,0.043059,0.037892,0.0105,-0.053104,-0.20604,-0.21037,-0.15869,-0.11095,-0.075944,-0.063877,-0.034254,-0.009878,-0.020444,-0.019468,0.0060015,-0.0031327,0.0030337,0.0201,0.010161,0.0077129,0.03202,0.037504,0.043169,0.05231,0.045953,0.024676,0.021837,0.032158,0.032238,0.018025,0.022018,0.010752,-0.0081536,-0.0023012,0.0059969,0.0028038,-0.0024696,0.011327,0.017697,0.012975
-0.13969,-0.099968,-0.15434,-0.22723,-0.26828,-0.26006,-0.26895,-0.27433,-0.24291,-0.23965,-0.16587,0.0077816,0.12057,0.13085,0.15653,0.14957,0.15018,0.1432,0.1437,0.18472,0.17642,0.18087,0.17969,0.12996,0.12972,0.1388,0.12562,0.14833,0.14157,0.14556,0.067374,-0.018569,-0.040649,-0.029644,-0.015709,-0.033257,-0.015374,0.003229,0.023824,-0.015913,-0.03881,-0.038495,-0.034049,-0.032639,-0.0057523,-0.037661,-0.038982,-0.041303
-0.44729,-0.43285,-0.43438,-0.44637,-0.45728,-0.45762,-0.45862,-0.46055,-0.45996,-0.4558,-0.45295,-0.4349,-0.033937,0.18332,0.16775,0.15595,0.14398,0.15063,0.15462,0.15491,0.15267,0.15187,0.15779,0.15528,0.15481,0.15552,0.15498,0.1552,0.15534,0.15355,0.15296,0.15268,0.15331,0.15333,0.15458,0.1547,0.15457,0.15526,0.15793,0.15801,0.15572,0.15426,0.15466,0.15256,0.15283,0.15295,0.15223,0.15178
-0.22842,-0.23367,-0.22294,-0.20425,-0.20001,-0.2019,-0.2022,-0.2014,-0.20083,-0.2031,-0.20718,-0.18012,-0.17417,-0.23905,-0.21473,-0.21516,-0.20387,-0.19714,-0.17697,-0.1338,-0.13596,-0.13077,-0.12057,-0.10261,-0.17383,-0.10287,0.080793,0.2286,0.12991,0.081063,0.083148,0.07274,0.19096,0.35361,0.32744,0.29251,0.29946,0.29933,0.33201,0.40035,0.35905,0.22097,0.21663,0.18311,0.16126,0.16809,0.15534,0.17114
-0.062189,-0.050022,-0.029277,-0.013977,-0.019914,-0.018537,-0.019743,-0.016259,-0.012485,-0.016858,-0.034944,-0.068344,-0.018522,0.093414,0.080639,0.061701,0.056714,0.074124,0.072196,0.055653,0.055752,0.055625,0.065695,0.063734,0.08038,0.059383,0.020167,-0.030888,-0.011625,-0.0017448,-0.0038083,-0.00095911,-0.02458,-0.058501,-0.053423,-0.044798,-0.047338,-0.045299,-0.038329,-0.048746,-0.042817,-0.017232,-0.017887,-0.011941,-0.0057288,-0.0069053,0.0018729,-0.0034241
-0.42025,-0.37434,-0.35566,-0.36518,-0.3821,-0.38069,-0.3805,-0.37603,-0.36313,-0.38026,-0.36488,-0.28502,0.060881,0.29753,0.2603,0.21801,0.20277,0.1986,0.201,0.19394,0.18399,0.1863,0.19291,0.17599,0.19155,0.17972,0.14652,0.080493,0.10505,0.11178,0.097355,0.087149,0.070565,0.042905,0.043925,0.05634,0.050477,0.045564,0.079194,0.070024,0.053772,0.062944,0.066258,0.066025,0.076453,0.077636,0.1006,0.093498
