2.1928,2.043,1.7652,1.3651,1.4001,1.7066,1.5558,1.23,1.2502,1.2826,1.3908,1.2877,1.1449,1.0349,0.91815,0.39292,0.23777,-0.28373,-0.81894,-0.69789,-0.63984,-0.36332,-0.19219,-0.54735,-0.39614,-0.16771,-0.20688,-0.19961,-0.24875,-0.25428,-0.37347,-0.34333,-0.35032,-0.37115,-0.38945,-0.37006,-0.43292,-0.38926,-0.3492,-0.33992,-0.3528,-0.35469,-0.33868,-0.33175,-0.32606,-0.32601,-0.30535,-0.25511,-0.2128,-0.18761,-0.12786,-0.056652,-0.036014,-0.024635,0.024213,-0.098217,0.015762,-0.15945,-0.57855,-0.20345,-0.50309,-0.51776,-0.52703,-0.49882,-0.47085,-0.4704,-0.4531,-0.42771,-0.43365,-0.42338,-0.39145,-0.40863,-0.44311,-0.43023,-0.44075,-0.34302,-0.42725,-0.40249,-0.43176,-0.40502,-0.38747
0.2239,0.064195,-0.088175,-0.13166,0.050761,0.13201,-0.0088029,0.10902,0.13378,0.0036485,0.062013,0.10449,0.11238,0.23361,0.23334,0.21759,0.33569,0.11306,0.10382,0.40887,0.070054,-0.23187,-0.48157,-0.46316,-0.34684,-0.18653,-0.16725,-0.18908,-0.28315,-0.25277,-0.2842,-0.23479,-0.26392,-0.22805,-0.22869,-0.30079,-0.27436,-0.23444,-0.23517,-0.21488,-0.17099,-0.14155,-0.14102,-0.12113,-0.10244,-0.10736,-0.073992,-0.041227,-0.050612,-0.0017295,0.077514,0.073763,0.11027,0.13143,0.10627,0.12052,0.14228,0.11376,0.10824,0.12947,0.080234,0.061703,0.13188,0.13011,0.14173,0.1733,0.17977,0.18368,0.21596,0.21129,0.201,0.1327,0.11835,0.13409,0.12132,0.13543,0.063598,0.017549,-0.046279,0.020007,0.049003
1.7782,2.0999,2.2624,2.12,1.9744,1.9836,2.0482,1.807,1.4727,1.6059,1.8095,1.8612,1.7532,1.6835,1.5887,1.4285,1.5111,0.46044,0.070222,-0.12958,-0.68911,-0.87165,-0.76612,-0.78958,-0.80156,-0.86685,-0.8952,-0.90347,-0.82585,-0.73449,-0.70948,-0.65578,-0.55826,-0.48086,-0.50077,-0.4423,-0.39078,-0.4067,-0.40953,-0.39597,-0.38592,-0.38542,-0.36405,-0.36526,-0.36078,-0.34147,-0.35954,-0.36677,-0.34638,-0.34681,-0.368,-0.36737,-0.37087,-0.39052,-0.38194,-0.38542,-0.39674,-0.40775,-0.42342,-0.45271,-0.50167,-0.49839,-0.52426,-0.53099,-0.52969,-0.53507,-0.54389,-0.53511,-0.52651,-0.52504,-0.50756,-0.49401,-0.51546,-0.49887,-0.49121,-0.48449,-0.44597,-0.43249,-0.47684,-0.46957,-0.46056
1.1801,1.353,1.4726,1.4523,1.3807,1.2421,1.1859,1.1242,1.141,1.1421,1.1496,1.1322,1.171,1.1983,1.2583,1.0252,0.70927,0.22184,-0.078165,-0.26646,-0.37595,-0.37494,-0.43039,-0.46609,-0.45373,-0.39639,-0.36664,-0.35154,-0.36806,-0.33277,-0.35859,-0.38744,-0.34563,-0.31396,-0.34281,-0.33848,-0.30454,-0.30747,-0.30015,-0.29602,-0.30778,-0.31432,-0.30718,-0.31004,-0.32372,-0.33674,-0.33389,-0.34354,-0.34281,-0.31547,-0.31506,-0.30222,-0.30057,-0.29855,-0.29227,-0.29099,-0.29361,-0.28782,-0.28506,-0.29341,-0.29948,-0.31679,-0.32139,-0.31766,-0.32562,-0.31488,-0.31531,-0.30845,-0.30935,-0.31367,-0.3122,-0.30778,-0.30803,-0.31901,-0.34596,-0.31479,-0.33438,-0.35278,-0.34911,-0.35236,-0.34928
1.6766,1.9918,2.1741,2.1827,1.9071,1.9068,1.9972,2.0381,1.9929,1.798,1.746,1.8297,1.9353,1.8519,1.7721,1.7205,1.335,1.0963,0.53896,-0.1614,-0.23942,-0.29491,-0.48339,-0.6298,-0.57587,-0.42129,-0.41328,-0.39647,-0.38276,-0.50889,-0.43727,-0.48178,-0.43523,-0.44439,-0.45265,-0.47397,-0.48811,-0.47389,-0.46025,-0.47283,-0.4695,-0.46925,-0.49434,-0.53449,-0.55391,-0.56358,-0.58488,-0.59984,-0.58785,-0.61729,-0.63733,-0.61283,-0.62269,-0.62672,-0.59706,-0.59506,-0.60206,-0.56568,-0.53667,-0.55591,-0.53827,-0.56473,-0.64457,-0.64227,-0.6455,-0.65948,-0.65479,-0.65392,-0.67494,-0.67686,-0.68319,-0.58146,-0.54823,-0.56555,-0.56925,-0.63139,-0.64348,-0.6219,-0.48308,-0.59185,-0.66172
1.7245,1.927,2.3533,2.0913,1.8359,1.7645,1.7021,1.7673,1.7575,1.6673,1.5384,1.6613,1.8139,1.7591,1.5463,0.98337,0.50287,-0.29567,-0.74779,-0.68461,-0.76559,-0.53443,-0.54952,-0.61148,-0.61264,-0.57269,-0.51622,-0.50304,-0.42169,-0.39808,-0.43613,-0.55348,-0.48383,-0.54143,-0.5949,-0.58119,-0.57326,-0.54778,-0.53265,-0.51281,-0.52098,-0.52766,-0.52446,-0.54561,-0.53347,-0.49139,-0.49198,-0.48381,-0.48883,-0.34278,-0.32533,-0.31986,-0.31333,-0.32906,-0.31939,-0.32502,-0.32764,-0.3437,-0.36745,-0.34977,-0.40283,-0.43308,-0.36835,-0.32145,-0.35403,-0.29589,-0.29898,-0.28639,-0.28381,-0.27787,-0.25307,-0.27735,-0.27903,-0.32351,-0.45478,-0.29414,-0.38526,-0.47829,-0.48861,-0.5025,-0.49424
-0.47565,-0.36318,-0.44215,-0.50565,-0.54205,-0.48428,-0.44937,-0.49513,-0.50613,-0.4516,-0.451,-0.50064,-0.5105,-0.46907,-0.3354,-0.34669,-0.36375,-0.32432,-0.15243,0.22986,0.38834,0.39345,0.339,0.25962,0.21748,0.19733,0.1918,0.17613,0.16054,0.15066,0.1508,0.14279,0.14213,0.11658,0.12294,0.11329,0.10914,0.11298,0.11012,0.10515,0.10774,0.11305,0.098081,0.086992,0.067283,0.057702,0.050674,0.055683,0.048452,0.05319,0.052921,0.056596,0.055829,0.055034,0.056694,0.050571,0.055155,0.04763,0.030664,0.044286,0.041507,0.055336,0.061358,0.062442,0.052519,0.062863,0.063204,0.06405,0.064995,0.11811,0.21312,0.24408,0.23108,0.22754,0.2259,0.21138,0.1989,0.199,0.2013,0.20009,0.19586
-0.41485,-0.45598,-0.47971,-0.47539,-0.35815,-0.31232,-0.45246,-0.57615,-0.71021,-0.51518,-0.47235,-0.63974,-0.73458,-0.7884,-0.94048,-1.2007,-1.0774,-0.90239,-0.64884,-0.44492,-0.37271,-0.20485,-0.034639,-0.0065828,-0.037355,-0.07318,-0.068553,-0.050425,-0.072483,0.024055,0.051622,0.053214,0.044717,-0.021072,0.062251,0.35058,0.45686,0.40297,0.39945,0.38667,0.2376,0.13049,0.18589,0.23617,0.25714,0.31291,0.35372,0.35075,0.31944,0.31287,0.28517,0.27704,0.26492,0.2807,0.2816,0.26761,0.23368,0.217,0.21441,0.22408,0.31505,0.31865,0.31764,0.29479,0.28271,0.24744,0.24666,0.26372,0.25166,0.27107,0.28846,0.28267,0.2799,0.28049,0.28262,0.29032,0.28516,0.28184,0.28241,0.32622,0.377
-0.19877,-0.19082,-0.096846,-0.047998,-0.097176,-0.10814,-0.033318,0.021283,0.00085429,-0.071056,-0.047539,0.0059489,0.035254,0.024667,0.094624,0.24926,0.25423,0.25317,0.16934,0.051692,0.040373,-0.017386,-0.069408,-0.056089,-0.041004,-0.01751,-0.012852,0.0013301,0.01769,-0.02783,-0.035117,-0.025352,-0.024885,-0.0031793,-0.039151,-0.087075,-0.093475,-0.076692,-0.073116,-0.0598,-0.026821,-0.0027682,-0.014825,-0.022123,-0.015706,-0.025226,-0.035082,-0.022813,-0.023395,-0.019613,-0.013816,-0.014728,-0.0051396,-0.0076817,-0.0053473,0.0042113,0.0096587,0.015274,0.030387,0.036622,0.023386,0.017106,0.021573,0.024784,0.028197,0.033337,0.034264,0.029495,0.032079,0.031272,0.030767,0.030116,0.033304,0.035363,0.037192,0.03278,0.033236,0.032206,0.03355,0.016048,0.00074857
0.15497,0.010747,0.29146,0.2816,0.16779,0.17264,0.25543,0.36846,0.51283,0.4713,0.24372,0.29258,0.48421,0.51635,0.43791,0.55329,0.47258,0.3072,-0.1129,-0.33401,-0.35322,-0.23068,-0.15529,-0.16431,-0.16525,-0.15912,-0.14576,-0.10475,-0.0065505,-0.078829,-0.10872,-0.11758,-0.093857,-0.098569,-0.17685,-0.19365,-0.21256,-0.17834,-0.1609,-0.12887,-0.10661,-0.09075,-0.096401,-0.108,-0.087272,-0.073421,-0.09328,-0.07172,-0.071553,-0.044595,-0.062504,-0.05888,-0.048916,-0.062526,-0.043911,-0.046265,-0.034739,-0.045157,-0.07136,-0.019228,-0.063591,-0.075919,-0.06657,-0.050993,-0.051747,-0.042159,-0.04322,-0.04507,-0.047675,-0.052193,-0.050279,-0.05166,-0.048339,-0.056232,-0.076043,-0.036526,-0.038473,-0.043736,-0.042265,-0.086703,-0.10801
