0.70774,0.53151,0.46827,0.38583,-0.058183,0.15171,0.1821,-0.060044,-0.19082,-0.49121,-0.24364,-0.17747,-0.57223
2.2418,2.6674,2.6629,2.5236,2.185,1.8372,1.3883,1.4743,1.1775,0.6565,-0.38978,-0.98367,-1.1377
0.6552,0.097585,-0.33622,-0.17951,-0.026323,-0.24334,-0.54409,-0.62212,-0.031649,0.4695,0.71069,0.41842,1.0334
-1.2064,-1.4729,-1.2688,-0.96392,-0.4861,-0.38277,0.26413,0.65516,0.9614,1.2812,0.087502,-0.26103,0.44756
-1.1546,-1.1886,-0.96974,-0.58753,-0.75484,-0.66094,-1.0701,-1.2826,-1.1837,-1.1174,0.32383,1.3219,1.0066
-1.9812,-1.218,-0.84026,-0.6711,0.12799,0.15413,0.75899,0.74276,0.61684,0.85928,0.90539,1.0498,0.48982
0.69001,-0.16459,-0.54257,-0.012534,-0.19525,-0.48723,-0.9711,-1.4453,-1.5537,-1.5247,-0.88949,-0.042904,-0.056787
-2.3345,-2.2061,-1.5025,-1.5575,-1.1933,-1.2803,-0.77674,-0.10717,0.057186,0.36607,0.35837,0.91139,1.2767
1.6079,0.45297,-0.81429,-0.65794,-0.55391,-0.86882,-1.488,-2.4326,-1.9738,-1.2446,0.104,0.75796,0.90765
-3.2351,-2.8222,-2.3765,-2.9784,-2.7585,-2.4692,-1.3621,-0.82108,-0.92408,-0.46594,-0.098304,-0.035813,-0.2692
3.2246,3.0818,2.4543,2.1791,1.7161,1.607,0.57934,0.96506,1.0606,0.59925,0.4681,-0.29376,-0.60389
-1.7354,-2.3618,-2.217,-1.8367,-1.0286,-0.70128,-0.071182,-0.42675,-0.31361,-0.28862,-1.3831,-2.305,-2.5744
