-0.50923,-0.43986,0.032375,0.30722,0.51585,0.20097,-0.11883,-0.49745,-1.0123,-1.1625,-1.14,-1.1183,-1.3368
0.25039,0.26887,0.12238,0.14618,-0.0066141,0.11724,0.18294,0.28837,0.28249,-0.1397,-0.30689,-0.44649,-0.29293
-0.79655,-0.86302,-0.87991,-0.86288,-0.66714,-0.46513,-0.5194,-0.53171,0.15482,0.49887,0.65837,1.1728,1.5453
-0.6542,-0.67008,-0.73601,-0.77713,-0.656,-0.39491,-0.32066,-0.070427,0.54067,1.139,1.5864,1.7153,2.042
-0.29666,-0.34903,-0.1274,0.15601,0.4671,0.62586,0.4362,0.17672,-0.03595,0.15277,0.29898,0.50326,0.32766
-1.1084,-0.66837,-0.30133,-0.26434,-0.24299,-0.19138,0.073105,0.32115,-0.091831,-0.24663,-0.19296,-0.49669,-0.79094
-0.057216,-0.12721,-0.30453,-0.28576,-0.093423,-0.25586,-0.56394,-0.53996,-0.40552,-0.109,0.17524,0.16864,0.045078
1.1278,1.0901,0.95916,0.63886,0.29894,-0.033476,-0.34651,-0.47315,-0.30843,0.27628,0.75633,1.0947,1.1777
0.025579,-0.15424,-0.35035,-0.62345,-0.48025,-0.72791,-1.0571,-1.1593,-0.63037,0.043764,0.43616,0.78896,0.86121
-0.68495,-0.79521,-0.98076,-1.1821,-1.0873,-0.60797,-0.2139,-0.17675,0.149,0.24621,-0.00035793,-0.34699,-0.48618
-0.4118,-0.44117,-0.38202,-0.24106,-0.40651,-0.65949,-0.22173,0.092747,0.18781,-0.10757,-0.50458,-0.89269,-1.3815
-0.46596,-0.56671,-0.66713,-0.55298,-0.10069,0.36466,0.13433,-0.077713,-0.15824,-0.15263,-0.59617,-1.1035,-1.2536
