0.58221,0.03909,-0.37989,-0.6733,-0.88662,-0.88641,-0.49977,-0.86651,-1.2869,-1.6262,-1.939
0.027445,0.073826,0.097701,0.34087,0.63721,0.3078,-0.43,-0.43378,-0.39227,-0.57919,-0.58556
-0.77563,-0.89828,-0.81641,-0.61907,-0.48748,-0.36954,-0.19311,-0.1848,-0.039458,0.089937,0.3163
-0.41635,-0.24517,-0.04305,0.3136,0.95454,1.5069,1.2922,1.5433,2.0601,2.5795,2.8534
-0.55865,-0.97437,-1.2278,-1.2454,-1.3487,-1.1411,-0.21929,-0.215,-0.24812,-0.15482,-0.38822
-1.0662,-0.27037,0.40993,0.45293,0.76635,1.0285,0.09808,-0.39864,-0.33411,0.15993,0.59683
0.08956,-0.52145,-1.1618,-1.5312,-2.0022,-2.0902,-1.7333,-1.7686,-1.5943,-0.80947,-0.8604
-1.4506,-0.94239,-0.40695,-0.31286,0.096083,0.62659,0.48825,0.58891,1.036,1.8051,2.3188
1.2298,0.40725,-0.42665,-0.81111,-1.0699,-0.95388,-0.41303,-0.3238,0.015702,0.55041,0.34627
-2.6006,-2.1325,-1.628,-1.3916,-0.9934,-0.88831,-0.89525,-0.5949,-0.36942,-0.31523,-0.27336
-0.26576,0.18952,0.331,0.64728,0.60391,-0.27276,-0.41608,-0.55789,-0.81866,-0.92845,-1.2586
0.11851,0.070385,0.23,0.58827,0.70098,0.23107,-0.71478,-1.1734,-1.1737,-1.2528,-1.7073
