-0.55914,-0.044713,0.22056,0.60755,0.45499,0.1506,0.10021,0.27245,0.28782,0.57807,0.55253,0.19098,-0.32771
1.1027,1.3796,1.7641,1.1657,0.73666,0.5551,0.61044,0.39748,0.18795,-0.4304,-0.91401,-1.3219,-1.305
-0.40969,-0.75319,-1.1458,-1.1673,-1.0675,-1.0242,-0.60502,-0.29049,-0.052313,0.28656,0.4857,0.99531,1.5273
-0.17625,-0.2526,0.28412,0.46055,0.17939,0.13128,-0.057966,-0.22853,0.10394,0.46983,1.0839,1.4276,1.5971
-0.98666,-0.87924,-1.0807,-0.83683,-0.24787,0.27856,0.14419,0.40687,0.33456,0.60375,0.86187,0.82707,0.61121
-1.1392,-1.3855,-1.3558,-0.92993,-0.64645,-0.51276,0.11353,-0.19864,-0.017067,0.10904,-0.047482,-0.057455,-0.042241
1.3297,1.2071,0.42489,0.87567,0.97985,0.98451,0.15816,0.026317,-0.17388,0.017334,0.65855,0.64473,0.42914
0.37578,0.071603,0.18718,0.44961,0.27103,0.045914,0.072421,-0.78198,-0.85321,-0.11797,0.62022,1.321,1.7998
0.99856,-0.093071,-1.498,-1.7323,-1.6539,-1.3373,-1.5033,-1.0712,-1.0595,-0.6645,0.17681,0.97906,1.2996
-1.8724,-2.0393,-1.3494,-1.0885,-1.3715,-2.0228,-1.4571,-0.85575,0.32165,0.86923,0.67554,0.012789,-0.46265
2.0028,2.0525,1.2302,0.059269,-0.12976,0.067895,0.43926,0.43285,0.1312,0.14033,-0.12814,-0.66529,-0.93876
-0.46622,-0.98408,-0.33866,0.21469,0.12562,-0.080114,-0.39097,-0.25479,-0.21986,-0.80589,-1.1312,-1.625,-2.1327
