-0.622,0.058315,-0.1792,-0.19195,-0.53025,-0.71242,-0.83492,-1.0034,-1.2137,-1.466
0.86073,0.52352,0.077802,-0.1976,-0.33484,-0.66966,-0.84413,-0.94942,-1.0649,-0.96661
0.059208,-0.019866,-0.1622,-0.21589,-0.092692,0.16842,0.25504,0.57727,0.89074,1.2428
-1.4326,-1.5981,-1.2509,-0.93078,-0.31042,0.13671,0.55512,1.0525,1.3205,1.7712
-0.99013,-0.49131,-0.05131,0.097284,-0.013452,0.13384,0.19335,0.43905,0.74794,0.83212
1.594,0.73069,0.38237,0.5691,0.52584,-0.21395,-0.34566,-0.49037,-0.55418,-0.75145
-0.57273,-0.30805,0.045988,0.41799,0.35,0.029374,-0.010069,0.29615,0.6398,0.57972
1.1951,0.31641,0.17242,-0.00079574,-0.025909,0.073253,0.24447,0.58599,1.0002,1.467
-0.69232,-0.86794,-0.73703,-0.75057,-0.56779,-0.26091,0.045113,0.66241,0.94544,1.1554
0.15122,0.2002,0.49466,0.59556,0.34446,-0.0051773,0.040419,0.19614,0.12341,-0.20789
1.1562,1.5811,1.757,1.9078,1.294,0.67773,0.20934,-0.45145,-1.071,-1.4118
-0.33436,-0.50105,-0.040237,0.53391,0.76217,0.089779,-0.2092,-0.36917,-0.70428,-0.79987
