-0.018966,-0.24455,-0.21636,0.39939,1.3293,1.5411,1.0664,0.54176,-0.13771,-0.1495
0.3297,0.38993,0.71321,0.35929,-0.72621,-0.85695,-0.61195,-0.40908,-0.29145,-0.51134
-0.56008,-0.96442,-0.70872,-0.77207,0.17943,0.77656,0.45486,0.50223,0.54264,0.77847
1.4861,1.5706,1.7211,1.833,0.47955,-0.16591,0.37194,0.81905,1.5761,1.7942
-2.7969,-2.9048,-3.0634,-2.4299,-0.85725,-0.16674,-0.093104,-0.088526,-0.2799,-0.076448
1.0041,1.8731,2.1157,1.7634,0.66927,0.11917,0.26192,0.45357,0.72268,0.39446
1.0403,0.84437,-0.3832,-0.57227,0.15871,0.08896,-0.15767,-0.25041,-0.13628,0.14685
0.54184,1.0588,0.81021,0.75559,-0.41238,-0.93646,-0.62275,-0.18618,0.54349,0.85343
1.1185,0.59154,-0.13795,-0.77025,0.12221,0.14993,0.074468,0.13888,0.43339,0.79931
0.78342,0.30448,1.1754,1.1963,0.19926,0.27494,0.2017,0.30926,0.36237,0.11039
0.54779,0.013176,-0.028805,0.42508,1.1483,1.2527,1.4052,1.1705,0.47553,-0.16443
1.836,1.3238,1.5635,1.5247,1.2934,1.2455,0.63604,-0.00067056,-0.83134,-1.6429
