0.62228,0.54404,0.5077,0.3563,0.38932,-0.062538,-0.3889,-0.39027,-0.3701,-0.50962,-0.56269
0.22763,0.44677,0.2458,0.19245,0.27989,0.71074,0.8043,0.80512,0.49161,0.22929,0.17481
0.57432,0.31037,0.28804,-0.087481,-0.32492,-0.62124,-0.39574,-0.072304,0.26289,0.4644,0.49346
-1.7198,-1.4105,-1.0943,-0.68831,-0.40413,0.20068,0.51272,0.81784,1.5264,2.1934,2.5249
0.62178,1.1574,1.3045,1.5293,1.6673,1.3635,1.0844,0.9981,1.0237,1.1748,1.152
0.1028,-0.012706,-0.074981,-0.19724,-0.61114,-0.94142,-1.0483,-0.87277,-1.017,-1.6026,-1.789
-0.5241,-0.44837,-0.4706,-0.38414,-0.47799,-0.31895,-0.074299,-0.17159,-0.046819,0.46135,0.67817
0.852,0.8219,0.56384,0.20993,-0.21993,-0.57272,-0.63128,-0.32375,0.35317,0.68432,0.7429
-0.032591,-0.098295,0.17607,0.29607,0.24634,0.074322,0.0096275,-0.020651,0.43511,1.3021,1.6857
0.0089331,0.10109,-0.045251,-0.36427,-0.39771,-0.51551,-0.74921,-0.6365,-0.34028,-0.65397,-0.93434
1.0043,0.28737,0.39734,0.57779,0.60985,1.1461,1.5888,1.275,0.21069,-0.27952,-0.32118
0.45205,0.42125,0.67877,0.58303,0.34991,-0.15677,-0.61014,-0.62301,-0.28016,-0.4356,-0.87766
