0.87393,0.85745,0.63619,0.37913,0.18514,0.23205,0.050267,-0.18303,-0.29162,-0.41256,-0.31247
-0.75845,-0.85851,-0.74447,-0.26208,0.00058232,-0.16891,-0.23825,-0.33493,-0.52086,-0.77628,-1.1157
0.14414,-0.15042,-0.29673,-0.16577,0.22393,0.29069,0.29095,0.45386,0.53452,0.72032,0.87365
-2.092,-2.1715,-2.0981,-1.8052,-1.3428,-1.5781,-1.3603,-0.93828,-0.48186,0.12893,0.37394
0.35945,0.41983,0.55599,0.42012,0.21213,0.44983,0.49049,0.51708,0.60583,0.81732,0.94849
-0.57697,-0.45289,-0.37263,-0.061285,-0.0015434,0.13213,-0.017994,-0.28488,-0.45152,-0.46771,-0.56608
-0.63822,-0.65006,-0.8661,-1.2771,-1.4785,-1.2409,-0.95037,-1.1288,-1.0638,-0.59624,-0.5251
0.89979,0.80147,0.85043,0.5153,0.065771,-0.36359,-0.4778,-0.41435,-0.17187,0.38344,0.61871
0.57241,0.091733,-0.22159,-0.54945,-0.62268,-1.1171,-1.4814,-1.3274,-0.87144,-0.19739,0.31196
-0.76785,-0.91463,-0.96519,-0.77389,-0.72416,-0.54627,-0.44401,-0.26019,-0.11199,0.014997,-0.13804
-0.33545,-0.35268,-0.36436,-0.25068,0.067128,0.54674,1.0871,1.1177,0.98941,0.40875,-0.35486
-0.34014,-0.59761,-0.8341,-0.61336,-0.45297,-0.93517,-0.64975,-0.24485,-0.29089,-1.0409,-1.8222
