0.39355,0.0010619,0.0022223,-0.15274,-0.3989,-0.79219,-0.99366,-0.91065,-0.88341,-1.2587,-1.5501,-1.7905
1.4413,1.4269,1.3819,1.7917,1.8207,1.699,1.0535,0.86275,0.85547,0.89827,0.73718,0.62199
-0.93118,-0.74965,-0.43447,-0.55458,-0.90064,-0.67131,-0.03395,0.37901,0.44979,0.72054,1.0752,1.2032
-1.0452,-0.58466,-0.42235,0.007148,0.22639,0.70537,1.1932,1.5423,2.3166,2.914,3.0194,3.3371
-0.026797,-0.28061,-0.061516,0.1153,0.13144,-0.26824,-0.39656,-0.44734,-0.46726,-0.63821,-0.48123,-0.76535
-1.2888,-0.92044,-1.1347,-1.9412,-2.3941,-1.52,-1.0848,-1.4238,-1.8966,-1.2655,-0.71194,-0.43789
-0.12404,-0.71469,-0.40502,0.29816,0.71195,0.76433,1.1496,1.1086,1.1367,1.2831,1.4499,1.956
0.056322,0.41215,0.40161,-0.69466,-1.4834,-1.7578,-1.986,-1.8463,-1.3063,-0.48027,0.10917,0.078284
-0.92751,-1.2897,-1.3664,-1.1472,-1.3309,-0.86952,0.5851,1.1551,1.3568,1.7692,2.2695,2.4682
-0.1947,0.33486,0.64645,-0.050766,-0.18911,0.083836,0.15845,-0.72532,-1.2271,-1.4558,-1.5008,-1.317
1.0193,1.2049,1.7298,2.9526,1.7331,1.4727,1.7572,1.9562,1.1698,0.8837,0.61815,-0.11686
-0.29764,0.36984,1.1782,1.0328,0.75044,1.1482,1.1809,0.27978,-0.53173,-1.1092,-1.6087,-1.9432
