0.15699,0.13557,0.098553,-0.14461,-0.26626,-0.36474,-0.56913,-0.85298,-1.0667,-1.0815
-0.49131,-0.35339,-0.12761,0.037101,-0.05416,-0.25121,-0.39757,-0.55029,-0.80331,-0.96586
-0.61831,-0.56092,-0.33671,-0.29019,-0.3115,-0.23155,-0.18123,0.017127,0.36237,0.69929
-1.5359,-1.5713,-1.4315,-1.0874,-1.0753,-0.92316,-0.42473,0.19255,0.72432,1.0644
0.083354,0.070617,0.23055,0.26699,0.19854,0.2036,0.23117,0.28536,0.59034,0.71162
-0.39856,-0.01317,0.21135,0.41959,0.70575,0.64041,0.33157,0.25782,0.30053,-0.0016976
-0.40353,-0.58001,-0.877,-0.98367,-0.81237,-0.68187,-0.61704,-0.45822,-0.21258,-0.23364
0.89038,0.63327,0.33166,0.17684,-0.055289,-0.085847,0.18186,0.68333,1.307,1.5862
-0.2981,-0.77516,-1.1449,-1.5164,-1.8098,-1.8494,-1.6738,-1.1193,-0.35743,0.085688
-0.6413,-0.69841,-0.71871,-0.73861,-0.60987,-0.6089,-0.67893,-0.51919,-0.63276,-0.92962
-0.66735,-0.44072,-0.49182,-0.38553,0.1968,0.78541,1.0401,0.96587,0.2998,-0.36914
-1.2196,-1.3209,-1.1484,-1.034,-1.0912,-0.89872,-0.70717,-1.0069,-1.5564,-1.9943
