-1.0785,-1.3859,-0.78512,-0.4859,-0.8144,-0.80103,-0.27873,0.75837,0.72476,0.58038,-0.20782,-0.10395,0.0069169,-0.08888,-0.13868,-0.17198,-0.23743,-0.27613,-0.30183,-0.44014,-0.64908,-0.61099,-1.4575,-1.6706,-0.75236,-0.5721,-0.19009,0.18425,0.2093,0.40606,0.45133,0.53559,0.45143,0.40788,0.44069,0.41933,0.36686,0.3847,0.3617,0.32748,0.34315,0.34667,0.32669,0.32491,0.33137,0.32105,0.31868,0.3333,0.35207,0.34445,0.31271,0.32197,0.27498,0.23232,0.24433,0.25025,0.22131,0.21813,0.22821,0.21461,0.19831,0.20309,0.21955
1.091,1.8562,2.5913,2.6388,3.128,3.2788,3.2928,2.9664,0.92983,0.56073,0.82785,1.0198,1.0425,1.0108,0.99542,1.0429,1.0142,1.0286,1.0044,1.2614,2.2173,2.2341,3.1564,3.4403,2.0228,0.57322,-0.26962,-0.68654,-1.0433,-0.95544,-1.0033,-1.169,-1.2492,-1.2844,-1.303,-1.3363,-1.3566,-1.3583,-1.366,-1.3498,-1.3555,-1.3745,-1.3789,-1.3668,-1.3504,-1.355,-1.3411,-1.3235,-1.3281,-1.3009,-1.2913,-1.2316,-1.2709,-1.2832,-1.2893,-1.3153,-1.324,-1.3387,-1.3388,-1.3539,-1.3447,-1.3185,-1.3202
-0.95466,0.61245,1.7887,2.5471,3.4122,3.4926,2.8409,2.9908,4.1823,3.98,2.2636,2.003,1.9133,1.9071,1.9041,1.8917,1.8947,1.894,1.8584,1.8423,1.6061,1.5812,0.72019,-0.78455,-1.8176,-1.973,-2.094,-1.8848,-1.5409,-1.2953,-1.2374,-1.1972,-1.1364,-1.1508,-1.1387,-1.1479,-1.1705,-1.1658,-1.1491,-1.1508,-1.1456,-1.1315,-1.1161,-1.105,-1.0877,-1.0652,-1.064,-1.0579,-1.0504,-1.0584,-1.0829,-1.0761,-1.0891,-1.1089,-1.1202,-1.1151,-1.1169,-1.1192,-1.1053,-1.0947,-1.083,-1.0765,-1.0678
2.7844,2.8119,2.4956,2.0276,1.4596,1.0432,0.72522,0.75019,-0.21219,-3.391,-3.1756,-3.1806,-3.2447,-3.2762,-3.2576,-3.2547,-3.2525,-3.2362,-3.2426,-3.222,-3.1863,-2.5339,0.28453,1.2836,1.2095,0.90451,0.7376,0.63152,0.62362,0.63885,0.66997,0.63388,0.53983,0.50431,0.53079,0.55129,0.56627,0.57836,0.58975,0.59014,0.59587,0.59981,0.59917,0.60022,0.60208,0.60475,0.60476,0.60912,0.61369,0.61554,0.65835,0.7575,0.72618,0.7284,0.73269,0.73926,0.73375,0.73363,0.73256,0.73161,0.72775,0.72544,0.72793
-1.0311,-0.47225,0.053847,0.38433,0.21853,0.19213,0.21751,-0.022468,0.40578,0.26163,0.30769,0.21466,0.21815,0.27587,0.30495,0.19994,0.21492,0.23098,0.26199,0.25707,0.10105,0.555,1.2749,0.66803,0.41098,0.15157,-0.21703,-0.51986,-0.53778,-0.3735,-0.31338,-0.18109,-0.050335,-0.031152,-0.035866,-0.045497,-0.057,-0.033551,-0.033257,-0.05142,-0.044849,-0.038465,-0.041198,-0.043306,-0.04861,-0.054531,-0.077363,-0.093784,-0.095509,-0.11704,-0.14124,-0.19856,-0.20388,-0.21959,-0.21216,-0.20751,-0.21548,-0.20876,-0.20566,-0.20658,-0.2229,-0.24011,-0.23784
2.6308,2.8009,2.2535,1.1872,0.2006,-0.24055,-0.40964,0.21788,-1.104,-5.4873,-5.0404,-4.7856,-4.8285,-4.8991,-4.8651,-4.838,-4.8448,-4.8935,-4.9156,-5.119,-5.9714,-5.3986,-0.52479,1.1669,1.5455,1.3036,0.88561,0.7979,1.0497,1.4674,1.5027,1.6505,1.5769,1.4444,1.4668,1.4713,1.4625,1.4768,1.4789,1.467,1.473,1.4783,1.48,1.4837,1.4943,1.4962,1.503,1.5097,1.525,1.5358,1.5549,1.6666,1.6304,1.6079,1.6032,1.6004,1.5796,1.5694,1.5737,1.5725,1.5679,1.5723,1.5826
-0.06452,-0.42933,-0.48174,-0.5026,-0.5404,-0.52071,-0.45751,-0.28127,-0.15609,-0.01524,0.08915,0.026896,0.073173,0.041916,0.070957,0.10024,0.11545,0.13706,0.16795,0.22129,0.37361,0.37563,0.47712,0.52495,0.48144,0.45808,0.50582,0.52625,0.23895,-0.095337,-0.13447,-0.082795,-0.072493,-0.062388,-0.05556,-0.045318,-0.047047,-0.047377,-0.04943,-0.040909,-0.039464,-0.039746,-0.040878,-0.040727,-0.041177,-0.042376,-0.041709,-0.04155,-0.040957,-0.040852,-0.041281,-0.041615,-0.043936,-0.045456,-0.038295,-0.032731,-0.025211,-0.023874,-0.023665,-0.024466,-0.02499,-0.024489,-0.023935
-2.0507,-3.1696,-3.7118,-3.98,-4.1449,-4.1143,-3.9322,-0.89949,3.8572,3.9254,3.9685,3.9414,3.9424,3.9318,3.9331,3.9478,3.9483,3.9464,3.9573,4.0599,4.4703,4.025,-0.50091,-1.6166,-1.3523,-1.097,-0.90209,-0.80462,-0.80722,-0.89652,-0.91239,-0.90708,-0.89305,-0.73368,-0.69203,-0.64219,-0.56955,-0.67339,-0.6915,-0.71525,-0.73602,-0.73989,-0.76009,-0.79798,-0.84228,-0.84812,-0.80843,-0.79488,-0.78743,-0.7751,-0.68667,-0.63597,-0.55239,-0.46123,-0.48634,-0.46201,-0.45866,-0.45787,-0.4847,-0.47244,-0.46136,-0.46228,-0.47277
-1.2835,-0.17829,0.42155,0.46542,0.74283,1.0626,1.416,1.6841,-0.50008,-2.7694,-2.9793,-2.957,-2.9844,-2.9468,-3.0031,-2.9883,-2.988,-2.9976,-2.9396,-2.423,-0.18252,0.21856,0.5159,1.1616,1.0471,0.93589,0.7996,0.69455,0.67139,0.78231,0.78202,0.76011,0.76476,0.71753,0.69058,0.6733,0.65811,0.67052,0.66191,0.66436,0.66732,0.66503,0.66713,0.67572,0.68105,0.67512,0.67357,0.6657,0.6653,0.66971,0.65442,0.63588,0.61191,0.59161,0.59488,0.58574,0.58165,0.58129,0.5861,0.58141,0.58032,0.58327,0.58431
1.9001,3.7168,4.3519,4.7724,5.1609,5.4771,5.9175,6.2142,6.2812,6.5425,6.1606,6.2463,6.244,6.1839,6.2061,6.1507,6.1335,6.0825,6.0278,4.7567,0.40476,-2.2623,-2.7448,-3.5317,-3.0095,-2.6432,-2.5853,-2.5896,-2.5919,-2.5245,-2.5439,-2.462,-2.4482,-2.539,-2.5722,-2.5795,-2.5969,-2.5885,-2.6076,-2.609,-2.6032,-2.5981,-2.5929,-2.5866,-2.5853,-2.5944,-2.5921,-2.6112,-2.6013,-2.5955,-2.6157,-2.6386,-2.6729,-2.7034,-2.699,-2.701,-2.7044,-2.7044,-2.6974,-2.6975,-2.7021,-2.7048,-2.7
2.0075,2.3409,2.165,2.2432,1.8462,0.97784,-0.41972,-3.9882,-5.583,-4.7685,-4.4914,-4.5405,-4.562,-4.5151,-4.5121,-4.4956,-4.4804,-4.443,-4.4869,-4.0584,-2.6724,-1.0013,0.71417,1.3398,0.97751,0.79294,0.92211,1.0795,1.2506,1.1355,1.1753,1.1157,1.0846,1.1548,1.2052,1.2071,1.2066,1.2469,1.2982,1.312,1.3129,1.3136,1.3202,1.3251,1.345,1.371,1.3437,1.3685,1.3509,1.3282,1.3154,1.3316,1.3624,1.3723,1.3763,1.3751,1.384,1.3847,1.3867,1.3879,1.3894,1.3878,1.3866
0.26116,0.19015,0.30993,0.42585,0.42082,0.37069,0.23019,0.16871,0.47452,1.473,1.5674,1.788,1.6729,1.7526,1.7666,1.8031,1.8213,1.8407,1.8188,1.8981,2.087,1.5643,0.91647,0.59714,0.17069,-0.63462,-0.70896,-0.6739,-0.56037,-0.53265,-0.28725,-0.74865,-0.77859,-0.78051,-0.73132,-0.74125,-0.76839,-0.72516,-0.73483,-0.7675,-0.73779,-0.74252,-0.77007,-0.76056,-0.75477,-0.76274,-0.77084,-0.75265,-0.73713,-0.75452,-0.75126,-0.71454,-0.73009,-0.75976,-0.72905,-0.72118,-0.75849,-0.74414,-0.73317,-0.75518,-0.76577,-0.76173,-0.74831
0.45389,0.93521,1.1317,1.1503,1.711,1.7949,1.7921,1.8472,1.0721,-0.79635,0.37616,0.24114,0.20288,0.21276,0.19845,0.1743,0.16595,0.19187,0.19258,0.18824,0.34957,0.91621,1.5364,1.4574,0.80548,0.28106,-0.1245,-0.36623,-0.5888,-0.53406,-0.45406,-0.44651,-0.46467,-0.47224,-0.49374,-0.50697,-0.49799,-0.50824,-0.52122,-0.51596,-0.51973,-0.53436,-0.54197,-0.53019,-0.53464,-0.54878,-0.53539,-0.53163,-0.54686,-0.53625,-0.51474,-0.5187,-0.52126,-0.50986,-0.50604,-0.51927,-0.5244,-0.51628,-0.51898,-0.53174,-0.5232,-0.50815,-0.51484
-0.31238,0.26792,1.2461,1.8824,1.99,2.0347,2.1609,2.1644,1.9134,0.29405,1.1514,0.93144,1.0074,0.95424,0.89612,0.79993,0.75673,0.72552,0.69571,0.66336,0.61087,0.13145,0.27557,-0.065268,-0.57779,-0.51923,-0.27257,-0.4344,-0.54757,-0.92871,-0.99981,-0.58631,-0.58354,-0.58305,-0.60193,-0.59319,-0.58638,-0.61329,-0.6105,-0.58492,-0.60653,-0.61111,-0.59742,-0.59981,-0.60352,-0.59127,-0.58126,-0.58916,-0.58363,-0.57453,-0.57318,-0.57627,-0.58214,-0.57707,-0.59523,-0.60243,-0.58221,-0.59155,-0.59904,-0.58724,-0.58101,-0.58233,-0.58482
-1.586,-1.2913,-0.75776,-0.19741,-0.18384,-0.20601,-0.27803,-0.37855,0.33272,3.0303,2.7254,2.5504,2.4821,2.4171,2.361,2.3205,2.3914,2.3504,2.3774,2.3754,2.2197,1.7055,0.76565,0.13338,-0.23745,-0.51558,-0.59452,-0.62007,-0.64114,-0.70253,-0.70073,-0.74176,-0.74927,-0.74699,-0.74033,-0.73544,-0.73473,-0.73122,-0.72733,-0.73186,-0.73097,-0.72903,-0.73117,-0.73591,-0.73854,-0.73813,-0.74401,-0.74464,-0.74354,-0.74732,-0.74708,-0.73873,-0.73821,-0.73726,-0.7375,-0.73483,-0.73777,-0.73886,-0.7411,-0.73981,-0.74234,-0.74688,-0.74481
0.041329,0.73122,1.025,0.85975,0.19977,-0.0066773,-0.074993,-0.30389,0.20168,2.3216,1.5098,1.6775,1.7628,1.7795,1.8095,1.8292,1.8408,1.8214,1.8224,1.8025,1.6708,1.8488,1.793,1.6139,1.3952,0.77238,0.16302,-0.14039,-0.46836,-0.88411,-0.95645,-0.98797,-0.98495,-0.97849,-0.95659,-0.94174,-0.94777,-0.9341,-0.9187,-0.9166,-0.91385,-0.89965,-0.89039,-0.90105,-0.89488,-0.88311,-0.8989,-0.90324,-0.89429,-0.90504,-0.92654,-0.92377,-0.91859,-0.92533,-0.92413,-0.91245,-0.90276,-0.9097,-0.90818,-0.89895,-0.90878,-0.92582,-0.92167
0.56841,0.63755,0.93575,1.6109,1.7367,1.6705,1.5712,1.42,0.75947,2.2324,1.2383,1.0624,0.83873,0.81026,0.76832,0.88659,0.91982,0.89083,0.8696,0.86689,0.93591,0.59829,-0.26561,-0.54918,-0.55598,-0.67589,-0.45112,-0.20059,-0.2707,-0.43938,-0.44887,-0.66013,-0.6662,-0.66662,-0.62215,-0.61762,-0.64113,-0.603,-0.6097,-0.63381,-0.60788,-0.60822,-0.6321,-0.62898,-0.62496,-0.63383,-0.64608,-0.63299,-0.62387,-0.63829,-0.64068,-0.61479,-0.61887,-0.64205,-0.6099,-0.59439,-0.61486,-0.6028,-0.59229,-0.60724,-0.6166,-0.61511,-0.60423
-2.1321,-2.1798,-2.3094,-2.4515,-2.4883,-2.4949,-2.4714,-2.3321,-1.2093,-1.4407,-1.6349,-1.6427,-1.6669,-1.6519,-1.6585,-1.686,-1.6635,-1.6356,-1.6244,-1.5642,-1.9716,-2.4142,-1.9875,-1.8505,-1.5505,-1.4537,-1.7118,-1.7934,-0.19314,1.7904,2.0459,1.8473,1.7831,1.701,1.6616,1.5958,1.5927,1.596,1.5949,1.5374,1.5324,1.5323,1.5319,1.5332,1.5343,1.5331,1.5322,1.5319,1.5317,1.5316,1.5292,1.5281,1.5243,1.5206,1.484,1.4515,1.3992,1.393,1.394,1.3927,1.3918,1.3924,1.3929
-0.71641,-0.79792,-0.93174,-0.99642,-1.0085,-1.0429,-1.0581,-1.1575,0.95934,2.0867,2.3478,2.4177,2.4456,2.4651,2.4469,2.4538,2.4627,2.4674,2.4659,2.3924,1.6806,-0.82662,-0.85626,-0.58552,-0.49931,-0.46259,-0.42368,-0.40626,-0.43989,-0.47495,-0.47815,-0.48353,-0.48565,-0.49562,-0.49656,-0.49984,-0.50668,-0.4969,-0.49547,-0.49294,-0.49048,-0.49071,-0.4901,-0.48674,-0.48278,-0.48255,-0.48614,-0.48608,-0.48687,-0.48829,-0.4958,-0.49974,-0.50582,-0.5136,-0.5097,-0.51103,-0.51096,-0.51048,-0.50803,-0.50986,-0.51085,-0.51025,-0.50922
