0.84212,1.1295,1.2604,1.0067,0.41622,-0.80308,-0.69799,-0.83803,-0.9804,-1.0558,-1.1026,-1.0949,-1.1122,-1.2694,-1.6056,-1.8177,-1.9121,-1.6478,-0.74833,-0.45137,-0.23768,0.41362,0.53258,0.44421,0.40704,0.41848,0.45381,0.35222,0.33874,0.34585,0.34051,0.33042,0.31072,0.33122,0.32505,0.28941,0.31796,0.31599,0.29043,0.32398,0.2472,0.22912,0.2344,0.26236,0.26934,0.24966,0.2671,0.29766,0.29895,0.28214,0.30408,0.2808,0.24026,0.27054,0.26294,0.24099,0.25594,0.27397,0.25675,0.25254,0.27575,0.28539
3.4211,3.382,3.0243,2.0212,0.50028,0.092943,0.51526,0.87909,0.95332,0.82145,0.79121,0.84319,0.79574,1.0486,1.9975,2.5648,3.2436,3.3923,1.8419,0.42966,-0.38977,-0.76447,-0.55791,-0.5693,-0.57037,-0.58037,-0.69542,-0.75383,-0.70272,-0.70473,-0.7198,-0.69675,-0.70103,-0.72451,-0.73489,-0.72306,-0.74931,-0.75498,-0.76892,-0.77845,-0.86449,-0.87065,-0.86123,-0.8647,-0.87336,-0.83162,-0.80937,-0.81837,-0.82435,-0.82226,-0.82724,-0.82252,-0.81387,-0.8496,-0.86638,-0.86121,-0.89345,-0.90912,-0.91803,-0.91291,-0.90001,-0.90411
2.3862,2.7457,3.0007,3.1494,3.3101,1.5325,1.8993,1.7852,1.5763,1.5415,1.5594,1.5814,1.5707,1.5617,1.2071,0.22062,-0.99959,-1.5325,-1.3579,-1.6339,-1.2007,-0.62136,-0.62084,-0.58646,-0.59264,-0.60188,-0.6291,-0.59232,-0.55338,-0.53746,-0.53539,-0.53212,-0.54553,-0.55427,-0.56696,-0.59447,-0.59638,-0.60066,-0.61373,-0.61671,-0.59269,-0.58629,-0.57204,-0.55753,-0.53772,-0.53338,-0.53035,-0.52973,-0.54183,-0.5662,-0.57605,-0.58784,-0.61009,-0.61249,-0.61532,-0.62944,-0.62759,-0.61801,-0.61106,-0.60428,-0.5905,-0.58116
1.6187,0.88395,0.59245,0.92105,-2.081,-2.9246,-1.6579,-0.94506,-0.93868,-0.82017,-0.62426,-0.40607,-0.39773,-0.20826,0.20853,1.1913,1.0458,0.72827,0.47202,0.24661,0.20294,0.16703,0.072658,0.013128,0.032555,0.063973,0.08148,0.08791,0.070969,0.080349,0.087679,0.06234,0.068472,0.081599,0.082035,0.074088,0.080937,0.074494,0.073015,0.069892,0.092143,0.078346,0.074933,0.080381,0.071468,0.049627,0.047478,0.051102,0.054757,0.056163,0.064319,0.05962,0.060243,0.07533,0.078101,0.073173,0.080377,0.077779,0.066584,0.059365,0.058058,0.058079
0.68777,1.1164,0.97898,0.5398,1.6488,1.9333,1.7664,1.5977,1.517,1.5519,1.5286,1.4633,1.4812,1.4906,1.2958,1.2802,0.8153,0.40819,0.14966,-0.31285,-0.67788,-0.56391,-0.50183,-0.48639,-0.44991,-0.47375,-0.53317,-0.53625,-0.54405,-0.53328,-0.52655,-0.54888,-0.56412,-0.55578,-0.55379,-0.55143,-0.52594,-0.52234,-0.52497,-0.51069,-0.51031,-0.51292,-0.52312,-0.52608,-0.51724,-0.5389,-0.55274,-0.55473,-0.58076,-0.59085,-0.57777,-0.5701,-0.58224,-0.57358,-0.57128,-0.58166,-0.5712,-0.56314,-0.55998,-0.56202,-0.56626,-0.56612
2.0789,0.54221,-0.28015,-0.28722,-4.3389,-4.8699,-2.3839,-1.1075,-1.1182,-0.91779,-0.62273,-0.24389,-0.3216,-0.40427,-0.60694,0.67566,0.49842,0.41886,0.1807,-0.13241,-0.0018582,0.42311,0.5777,0.48946,0.51084,0.47726,0.31495,0.27184,0.26917,0.2989,0.32328,0.31862,0.30281,0.31303,0.30627,0.28695,0.30875,0.31201,0.30135,0.31403,0.30081,0.28688,0.28836,0.30815,0.33206,0.31886,0.3169,0.32398,0.31369,0.30091,0.31803,0.31317,0.29204,0.29879,0.28955,0.28079,0.28336,0.28821,0.27014,0.26002,0.26623,0.27131
-0.36586,-0.26233,-0.3955,0.39283,2.6505,2.7517,2.4048,2.2103,1.9694,1.7807,1.6282,1.5894,1.5942,1.6145,0.6288,-0.011169,-0.020445,-0.30745,-0.34943,-0.14482,-0.11644,-0.28746,-0.51828,-0.57008,-0.57673,-0.56334,-0.48665,-0.45327,-0.46428,-0.48945,-0.50554,-0.5011,-0.48628,-0.47969,-0.46949,-0.46446,-0.47238,-0.47307,-0.46925,-0.47944,-0.47167,-0.46735,-0.46432,-0.46785,-0.4878,-0.47919,-0.47105,-0.45955,-0.44596,-0.44629,-0.45426,-0.45712,-0.4592,-0.45425,-0.44694,-0.44791,-0.44657,-0.44581,-0.4439,-0.44165,-0.43653,-0.43644
-4.227,-4.4107,-3.1639,1.4373,2.9551,2.8929,2.9417,2.9706,2.9867,3.0116,3.0429,3.0625,3.0928,3.3125,3.7765,2.3599,-0.053542,-2.5788,-2.3724,-1.9361,-1.0791,-0.94351,-0.88631,-0.83659,-0.86549,-0.68785,-0.32495,-0.41295,-0.49574,-0.4747,-0.42833,-0.48445,-0.448,-0.42296,-0.43072,-0.47499,-0.47592,-0.47511,-0.46984,-0.42809,-0.4316,-0.47185,-0.47678,-0.45042,-0.43281,-0.48092,-0.48243,-0.47264,-0.38189,-0.32409,-0.32172,-0.35958,-0.32025,-0.26471,-0.26152,-0.24483,-0.20524,-0.20408,-0.22017,-0.23117,-0.25798,-0.25822
2.1272,2.8367,2.8576,1.8183,-1.4907,-1.9407,-2.1319,-2.2467,-2.2722,-2.3801,-2.5077,-2.61,-2.6407,-2.6376,-1.5138,-0.45403,0.38882,1.0535,0.90827,0.62535,0.34081,0.37839,0.42084,0.40947,0.40891,0.36957,0.27037,0.28728,0.29532,0.29857,0.29288,0.29641,0.28784,0.27773,0.27535,0.2823,0.28438,0.2846,0.2869,0.27682,0.29351,0.29896,0.30049,0.29525,0.29497,0.30685,0.30286,0.29984,0.28112,0.26924,0.26763,0.27632,0.26378,0.24803,0.24327,0.2407,0.23291,0.23231,0.23007,0.23309,0.2379,0.23657
6.8281,6.3999,5.9684,4.7911,4.5515,4.7632,5.0936,5.2395,5.2636,5.3339,5.4162,5.4685,5.2576,3.6944,0.87548,-1.4723,-2.7249,-2.1255,-1.7328,-1.5629,-1.593,-1.2863,-1.3243,-1.42,-1.4302,-1.4828,-1.574,-1.5602,-1.5711,-1.572,-1.5741,-1.5623,-1.5729,-1.575,-1.573,-1.5763,-1.564,-1.5581,-1.559,-1.5628,-1.5509,-1.5429,-1.5426,-1.5424,-1.538,-1.5354,-1.5493,-1.5405,-1.5566,-1.5799,-1.5838,-1.5788,-1.6121,-1.6205,-1.6209,-1.6266,-1.6254,-1.6169,-1.6218,-1.622,-1.6158,-1.6121
