1.6563,1.6237,1.1904,1.0775,0.89663,1.1384,1.2926,1.4428,1.0173,1.0093,1.5422,0.88376,0.27297,0.66181,0.75618,0.37981,0.20446,-0.045539,0.0090196,-0.047451
1.0328,1.1425,1.5355,1.7258,1.5905,1.4378,1.281,1.4342,1.8599,1.2784,0.78342,1.0946,1.3316,0.90764,0.99483,1.3705,1.4741,1.7281,1.5169,1.2875
0.25613,0.34203,-0.065937,-0.17323,-0.25301,-0.028817,-0.15091,0.020153,0.30234,-0.32701,-0.4835,-0.62587,-0.58585,-0.68436,-0.59531,-0.5465,-0.57237,-0.50988,-0.25642,0.17823
-1.2339,-1.6946,-1.7324,-1.5409,-1.19,-2.0414,-2.0807,-2.2233,-2.1596,-1.4888,-1.7904,-1.2954,-0.89466,-1.0241,-0.82745,-0.61351,-0.4257,-0.13689,0.029565,-0.013106
-0.06401,0.70397,1.097,0.97109,0.13586,0.50872,1.2911,1.2068,0.56225,1.1551,2.2627,2.1384,2.2301,2.7748,2.909,2.4581,2.3724,2.6361,2.4344,2.1539
-0.72061,-0.78996,-0.98991,-0.47476,0.82121,1.4917,0.87425,1.4255,2.4238,1.976,1.0548,1.3435,1.3136,0.98704,0.66635,1.2415,1.1599,0.75169,0.81625,1.4661
-0.41837,-0.28013,0.32183,0.075708,0.82044,0.80109,0.43242,0.78274,0.7141,0.5256,1.0513,1.1907,0.91483,0.96109,0.95842,0.68037,0.54642,0.43981,0.79185,0.81554
0.18596,0.20909,0.67631,0.3434,-0.26832,-0.27561,0.011779,-0.25143,-0.80562,-0.81409,-1.2153,-1.0193,-0.70434,-1.2418,-1.5324,-1.5651,-1.5041,-1.1529,-1.2716,-1.2186
1.3882,1.1645,0.89741,0.95701,1.171,0.40126,-0.041333,-0.66218,-0.74133,0.055676,0.71806,0.16128,0.073681,0.78852,0.85898,0.56538,0.48851,0.3482,1.1064,1.7898
2.9337,2.0779,1.4029,1.5437,1.5861,1.9417,1.3814,0.94144,0.4137,0.19033,-0.28426,0.39707,0.46219,0.27168,0.18263,0.55595,0.58922,0.64961,0.1299,-0.012611
-0.44733,-0.74292,-0.69923,-0.84381,-1.1778,-1.648,-1.942,-1.7819,-1.5092,-1.5446,-1.1465,-0.76297,-0.44938,-0.34268,-0.62649,-0.59909,-0.1849,0.05894,0.3619,0.62159
-0.86691,-1.039,-1.6907,-1.6467,-0.82266,-0.87401,-1.2167,-0.79828,-0.19555,-0.43812,-0.74036,-0.067736,-0.035349,-0.51648,-0.50641,-0.41785,-0.54326,-0.66503,-0.69911,-0.4608
