-0.52467,-0.25417,-0.018465,0.1645,-0.24008,0.068537,0.23114,-0.24804,-0.52177,-0.42904,0.074845,-0.015155,-0.31347,-0.52403,-0.30503,-0.57744,-1.1407,-0.99442,-0.94527
1.595,1.7487,1.1945,1.0683,2.2013,2.3638,2.5088,2.3641,1.9599,1.701,1.1177,1.0499,1.5167,1.7342,0.96907,0.76147,0.88455,0.89447,0.60625
0.2459,0.58939,0.11438,-0.086444,-0.72101,-1.1269,-1.6896,-1.301,-1.0716,-1.8054,-1.7871,-1.4482,-1.4225,-1.4451,-1.4202,-1.2849,-0.96514,-0.73159,-0.63849
-1.1581,-1.3773,-1.1249,-1.2639,-1.0399,-0.80296,-0.40575,-0.53598,-0.41502,-0.0051492,-0.42308,-0.8934,-1.0002,-0.89795,-0.4919,-0.067214,-0.018936,-0.30675,0.0092574
-0.35574,-0.42123,-0.25175,0.17193,-0.70986,-0.27645,-0.24348,-0.75163,-0.70366,-0.88235,-0.19528,0.40881,0.36543,0.38759,0.51962,0.63451,0.62441,0.95652,0.98114
0.74759,0.81067,0.90223,0.6894,2.0077,0.93663,0.24658,1.2864,1.6243,1.7085,2.1027,1.8391,2.2807,2.2412,1.8613,1.8311,2.3162,2.4261,2.1224
0.45117,-0.1649,-0.45158,-0.042875,-0.93729,-0.41252,-0.22384,-0.046374,-0.052647,0.25122,1.0895,0.66251,0.18944,0.56862,1.3029,1.2072,1.0241,0.94955,1.1183
1.1638,1.0366,1.243,0.71157,0.73814,0.95529,0.79002,0.41521,0.32958,-0.25817,-0.75404,-0.74851,-0.67007,-0.71659,-0.79485,-0.7381,-0.6273,-0.66815,-0.63745
1.1838,1.153,1.581,1.9525,0.51721,-0.35344,-0.016335,-0.015796,0.28984,1.2215,1.3105,0.92672,0.10975,-0.098003,0.8809,1.0471,0.90664,0.73787,1.1804
3.1373,3.09,2.7954,2.5953,3.5084,3.2956,2.1194,1.6161,1.1657,-0.40124,0.18974,0.40371,1.0262,0.58763,-0.71754,-0.15887,0.73356,1.3092,0.61267
-0.29175,0.0038289,0.016573,-0.23775,-0.38678,-0.66417,-0.23908,0.15399,-0.45854,0.61588,-0.34975,-0.55207,-0.36997,0.2579,0.88964,0.076525,-0.00086939,0.30098,0.7775
0.12325,0.054663,-0.51874,-0.4377,-0.21639,-0.53559,-1.4701,-0.93437,-0.4457,-1.848,-1.1888,-0.70267,-0.38211,-0.69876,-1.0432,-0.20537,0.55047,0.53525,0.16778
