1.037,1.1451,1.1737,1.17,0.94431,0.61732,0.61064,0.90571,0.72142,0.78244,0.17434,0.098403,0.80797,0.84979,0.16852,-0.2547,0.010175
1.3848,1.6774,1.3022,0.73767,0.90597,1.4358,1.914,1.6223,1.7261,1.6781,1.1752,0.73223,0.39572,0.29733,0.74383,0.76374,0.4182
-0.59473,-0.80487,-0.14847,0.063798,-0.07645,-0.3242,-0.51514,-0.95267,-1.277,-0.81063,-1.0433,-0.83299,-0.43173,-0.78367,-0.48957,-0.13957,0.27922
-0.86387,-1.5264,-1.5499,-1.3036,-1.4494,-0.98211,-0.8707,-0.70694,-0.60321,-1.0285,-0.51234,-0.45723,-0.65646,-0.22115,0.053873,0.40252,0.31861
0.18906,0.93821,0.53859,-0.134,0.091762,0.086682,0.16622,0.90096,1.1027,1.5792,1.0467,1.3233,1.9612,1.9463,1.4152,1.5507,2.0607
-0.31153,-0.61295,0.30974,1.5017,2.0023,1.5493,1.1764,0.8708,1.6377,1.7393,1.818,1.5508,1.1133,1.334,2.4239,2.1403,1.3665
-0.25328,-0.22708,-0.30689,-0.4862,-0.73301,-0.38863,0.13616,0.64333,0.62347,1.1175,1.3138,1.4393,1.969,2.4223,1.7414,1.1858,1.3567
-0.16513,-0.32035,-0.32298,-0.4066,-0.17032,-0.45678,-1.0668,-1.3996,-1.2732,-1.219,-1.2768,-1.3934,-2.2251,-1.9875,-1.5128,-1.1994,-1.2772
1.1731,0.96169,1.3009,1.7235,1.1522,1.0821,0.9823,0.86796,0.34764,0.24078,1.2556,1.8529,2.2194,1.6232,1.3254,1.5447,1.9917
3.2689,2.1207,1.9908,2.4285,2.7125,2.1274,1.426,0.97883,0.8199,0.68732,0.17916,0.090162,0.082632,0.91388,1.1437,0.94184,0.60372
-1.2605,-0.59179,-1.0125,-1.9842,-1.9031,-2.0215,-1.1988,-0.94382,-0.99589,-1.1502,-0.80528,-0.84393,-0.82007,-0.92755,-1.0289,-1.1816,-1.0794
-0.61695,-1.7167,-1.2525,-0.98889,-0.99268,-0.59605,-0.67475,-0.74445,-0.63674,-0.14547,-0.46698,-0.203,0.40285,0.52806,1.1824,1.3236,1.3005
