1.7337,1.0935,0.57162,0.80149,0.22751,0.15875,0.021342,-0.4216,0.079367,-0.13862,-0.3727,-0.48472,-0.73163,-0.66637,-0.62353,-0.60425
1.2301,1.3388,1.2015,1.0018,1.4348,1.5136,1.812,2.0754,1.2217,1.1809,1.4546,1.6755,1.6669,1.2389,0.96678,0.90563
0.39387,0.96888,1.012,0.58987,0.022981,0.02858,0.15639,0.29187,-0.064246,0.13693,0.73626,1.0218,1.083,0.97241,1.1803,1.5368
-1.7823,-1.9021,-1.5687,-1.6016,-0.8236,-0.51599,-0.58624,-0.44021,-0.7122,-0.3435,-0.055348,0.23889,0.45917,-0.087996,0.29857,0.81118
0.7165,0.25734,-0.0043204,0.44014,0.24786,0.26077,0.27378,0.38722,1.0915,0.83875,0.57416,0.3448,0.16677,0.48688,0.65314,0.51446
-0.66444,0.26119,0.86359,1.4832,1.4219,1.095,1.376,1.384,1.5068,1.3936,0.88356,0.57408,0.62349,2.1033,2.0424,1.2636
-0.60862,-0.50903,-0.94856,-0.71274,-0.45596,-0.31924,-0.46856,-0.64749,-0.2027,0.22964,0.31803,0.047255,-0.49917,0.038949,0.078382,0.2116
-0.034173,0.20893,0.45115,0.56681,-0.11421,-0.83449,-0.6281,-0.35777,-0.81004,-1.2544,-1.2831,-0.8786,-0.4921,-0.60524,-0.16798,-0.063289
0.73031,0.39945,0.20737,0.2783,0.25008,0.48375,0.092256,0.099398,0.8759,1.3889,1.5453,1.3234,1.3608,1.015,0.75824,1.0992
2.0721,2.0146,2.0224,2.1259,2.1082,2.0649,1.6066,1.1021,1.0017,0.64599,0.042665,-0.79857,-0.51749,0.51136,0.28287,-0.18235
-0.90605,-0.90301,-1.1367,-1.4641,-1.8938,-1.5837,-1.1412,-1.0765,-1.0832,-1.3414,-0.85858,0.56552,0.56726,0.080405,-0.31649,-0.4095
-0.66476,-0.11183,0.19887,0.11666,1.1721,1.6062,1.4463,1.5206,1.233,1.5342,1.3512,0.51364,-0.12288,0.75378,0.9137,0.65835
